season,lg,type,number_tm,position,player,age,tm,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm,seas_id,player_id
2022,NBA,All-NBA,1T,F,Giannis Antetokounmpo,27.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,29918,4164
2022,NBA,All-NBA,1T,C,Nikola Jokić,26.0,DEN,476.0,500.0,0.952,88.0,12.0,0.0,30247,4352
2022,NBA,All-NBA,1T,G,Luka Dončić,22.0,DAL,476.0,500.0,0.952,88.0,12.0,0.0,30158,4654
2022,NBA,All-NBA,1T,G,Devin Booker,25.0,PHO,460.0,500.0,0.92,82.0,16.0,2.0,29850,4321
2022,NBA,All-NBA,1T,F,Jayson Tatum,23.0,BOS,390.0,500.0,0.78,49.0,47.0,4.0,30010,4518
2022,NBA,All-NBA,2T,C,Joel Embiid,27.0,PHI,414.0,500.0,0.828,57.0,43.0,0.0,30033,4417
2022,NBA,All-NBA,2T,G,Ja Morant,22.0,MEM,301.0,500.0,0.602,13.0,76.0,8.0,29959,4723
2022,NBA,All-NBA,2T,F,Kevin Durant,33.0,BRK,276.0,500.0,0.552,10.0,68.0,22.0,30110,3770
2022,NBA,All-NBA,2T,G,Stephen Curry,33.0,GSW,274.0,500.0,0.548,9.0,69.0,22.0,30348,3903
2022,NBA,All-NBA,2T,F,DeMar DeRozan,32.0,CHI,184.0,500.0,0.368,2.0,39.0,57.0,29830,3872
2022,NBA,All-NBA,3T,C,Karl-Anthony Towns,26.0,MIN,174.0,500.0,0.348,0.0,38.0,60.0,30091,4339
2022,NBA,All-NBA,3T,F,LeBron James,37.0,LAL,169.0,500.0,0.338,2.0,35.0,54.0,30150,3463
2022,NBA,All-NBA,3T,G,Chris Paul,36.0,PHO,114.0,500.0,0.228,0.0,16.0,66.0,29760,3585
2022,NBA,All-NBA,3T,G,Trae Young,23.0,ATL,110.0,500.0,0.22,0.0,11.0,77.0,30386,4676
2022,NBA,All-NBA,3T,F,Pascal Siakam,27.0,TOR,63.0,500.0,0.126,0.0,7.0,42.0,30263,4437
2022,NBA,All-NBA,ORV,C,Rudy Gobert,29.0,UTA,45.0,500.0,0.09,0.0,5.0,30.0,30313,4199
2022,NBA,All-NBA,ORV,F,Jimmy Butler,32.0,MIA,32.0,500.0,0.064,0.0,2.0,26.0,30026,4023
2022,NBA,All-NBA,ORV,C,Bam Adebayo,24.0,MIA,28.0,500.0,0.056,0.0,4.0,16.0,29689,4472
2022,NBA,All-NBA,ORV,G,Donovan Mitchell,25.0,UTA,4.0,500.0,0.008,0.0,0.0,4.0,29864,4495
2022,NBA,All-NBA,ORV,F,Jaylen Brown,25.0,BOS,3.0,500.0,0.006,0.0,0.0,3.0,30005,4415
2022,NBA,All-NBA,ORV,G,Jrue Holiday,31.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,30061,3891
2022,NBA,All-NBA,ORV,G,Kyrie Irving,29.0,BRK,1.0,500.0,0.002,0.0,0.0,1.0,30133,4037
2022,NBA,All-NBA,ORV,F,Khris Middleton,30.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,30120,4107
2022,NBA,All-NBA,ORV,G,Dejounte Murray,25.0,SAS,1.0,500.0,0.002,0.0,0.0,1.0,29828,4394
2022,NBA,All-NBA,ORV,G,Fred VanVleet,27.0,TOR,1.0,500.0,0.002,0.0,0.0,1.0,29899,4403
2022,NBA,All-NBA,ORV,G,Mikal Bridges,25.0,PHO,1.0,500.0,0.002,0.0,0.0,1.0,30205,4658
2022,NBA,All-NBA,ORV,F,Desmond Bane,23.0,MEM,1.0,500.0,0.002,0.0,0.0,1.0,29849,4824
2021,NBA,All-NBA,1st,F,Giannis Antetokounmpo,26.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,29187,4164
2021,NBA,All-NBA,1st,C,Nikola Jokić,25.0,DEN,498.0,500.0,0.996,99.0,1.0,0.0,29456,4352
2021,NBA,All-NBA,1st,G,Stephen Curry,32.0,GSW,496.0,500.0,0.992,98.0,2.0,0.0,29553,3903
2021,NBA,All-NBA,1st,G,Luka Dončić,21.0,DAL,402.0,500.0,0.804,55.0,41.0,4.0,29379,4654
2021,NBA,All-NBA,1st,F,Kawhi Leonard,29.0,LAC,323.0,500.0,0.646,28.0,58.0,9.0,29324,4032
2021,NBA,All-NBA,2nd,G,Damian Lillard,30.0,POR,372.0,500.0,0.744,38.0,60.0,2.0,29072,4077
2021,NBA,All-NBA,2nd,C,Joel Embiid,26.0,PHI,352.0,500.0,0.704,28.0,70.0,2.0,29288,4417
2021,NBA,All-NBA,2nd,G,Chris Paul,35.0,PHO,311.0,500.0,0.622,23.0,62.0,10.0,29042,3585
2021,NBA,All-NBA,2nd,F,Julius Randle,26.0,NYK,253.0,500.0,0.506,16.0,46.0,35.0,29311,4266
2021,NBA,All-NBA,2nd,F,LeBron James,36.0,LAL,174.0,500.0,0.348,2.0,44.0,32.0,29371,3463
2021,NBA,All-NBA,3rd,C,Rudy Gobert,28.0,UTA,148.0,500.0,0.296,0.0,26.0,70.0,29529,4199
2021,NBA,All-NBA,3rd,F,Jimmy Butler,31.0,MIA,131.0,500.0,0.262,7.0,26.0,18.0,29285,4023
2021,NBA,All-NBA,3rd,F,Paul George,30.0,LAC,89.0,500.0,0.178,0.0,13.0,50.0,29486,3969
2021,NBA,All-NBA,3rd,G,Bradley Beal,27.0,WAS,71.0,500.0,0.142,0.0,7.0,50.0,29004,4072
2021,NBA,All-NBA,3rd,G,Kyrie Irving,28.0,BRK,61.0,500.0,0.122,0.0,7.0,40.0,29360,4037
2021,NBA,All-NBA,ORV,F,Jayson Tatum,22.0,BOS,69.0,500.0,0.138,2.0,9.0,32.0,29275,4518
2021,NBA,All-NBA,ORV,G,Russell Westbrook,32.0,WAS,44.0,500.0,0.088,1.0,6.0,21.0,29531,3849
2021,NBA,All-NBA,ORV,G,James Harden,31.0,TOT,41.0,500.0,0.082,2.0,3.0,22.0,29245,3880
2021,NBA,All-NBA,ORV,F,Zion Williamson,20.0,NOP,37.0,500.0,0.074,0.0,3.0,28.0,29645,4803
2021,NBA,All-NBA,ORV,C,Bam Adebayo,23.0,MIA,32.0,500.0,0.064,0.0,5.0,17.0,28987,4472
2021,NBA,All-NBA,ORV,G,Donovan Mitchell,24.0,UTA,26.0,500.0,0.052,0.0,2.0,20.0,29134,4495
2021,NBA,All-NBA,ORV,F,Kevin Durant,32.0,BRK,23.0,500.0,0.046,1.0,4.0,6.0,29339,3770
2021,NBA,All-NBA,ORV,G,Devin Booker,24.0,PHO,21.0,500.0,0.042,0.0,3.0,12.0,29124,4321
2021,NBA,All-NBA,ORV,C,Clint Capela,26.0,ATL,6.0,500.0,0.012,0.0,0.0,6.0,29050,4230
2021,NBA,All-NBA,ORV,C,Domantas Sabonis,24.0,IND,6.0,500.0,0.012,0.0,1.0,3.0,29133,4400
2021,NBA,All-NBA,ORV,C,Anthony Davis,27.0,LAL,5.0,500.0,0.01,0.0,1.0,2.0,28971,4066
2021,NBA,All-NBA,ORV,C,Nikola Vučević,30.0,TOT,2.0,500.0,0.004,0.0,0.0,2.0,29457,4047
2021,NBA,All-NBA,ORV,G,Ben Simmons,24.0,PHI,2.0,500.0,0.004,0.0,0.0,2.0,28991,4474
2021,NBA,All-NBA,ORV,G,Trae Young,22.0,ATL,2.0,500.0,0.004,0.0,0.0,2.0,29593,4676
2021,NBA,All-NBA,ORV,C,Draymond Green,30.0,GSW,1.0,500.0,0.002,0.0,0.0,1.0,29139,4085
2021,NBA,All-NBA,ORV,F,Khris Middleton,29.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,29348,4107
2021,NBA,All-NBA,ORV,G,Zach LaVine,25.0,CHI,1.0,500.0,0.002,0.0,0.0,1.0,29643,4299
2020,NBA,All-NBA,1st,F,LeBron James,35.0,LAL,500.0,500.0,1.0,100.0,0.0,0.0,28697,3463
2020,NBA,All-NBA,1st,F,Giannis Antetokounmpo,25.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,28507,4164
2020,NBA,All-NBA,1st,G,James Harden,30.0,HOU,474.0,500.0,0.948,89.0,9.0,2.0,28559,3880
2020,NBA,All-NBA,1st,C,Anthony Davis,26.0,LAL,455.0,500.0,0.91,79.0,20.0,0.0,28323,4066
2020,NBA,All-NBA,1st,G,Luka Dončić,20.0,DAL,416.0,500.0,0.832,59.0,40.0,1.0,28704,4654
2020,NBA,All-NBA,2nd,F,Kawhi Leonard,28.0,LAC,372.0,500.0,0.744,39.0,59.0,0.0,28654,4032
2020,NBA,All-NBA,2nd,C,Nikola Jokić,24.0,DEN,311.0,500.0,0.622,21.0,64.0,14.0,28777,4352
2020,NBA,All-NBA,2nd,G,Damian Lillard,29.0,POR,284.0,500.0,0.568,6.0,82.0,8.0,28403,4077
2020,NBA,All-NBA,2nd,G,Chris Paul,34.0,OKC,199.0,500.0,0.398,2.0,52.0,33.0,28384,3585
2020,NBA,All-NBA,2nd,F,Pascal Siakam,25.0,TOR,168.0,500.0,0.336,1.0,36.0,55.0,28790,4437
2020,NBA,All-NBA,3rd,F,Jayson Tatum,21.0,BOS,153.0,500.0,0.306,0.0,32.0,57.0,28582,4518
2020,NBA,All-NBA,3rd,F,Jimmy Butler,30.0,MIA,147.0,500.0,0.294,0.0,32.0,51.0,28598,4023
2020,NBA,All-NBA,3rd,C,Rudy Gobert,27.0,UTA,110.0,500.0,0.22,1.0,19.0,48.0,28826,4199
2020,NBA,All-NBA,3rd,G,Ben Simmons,23.0,PHI,61.0,500.0,0.122,0.0,9.0,29.0,28336,4474
2020,NBA,All-NBA,3rd,G,Russell Westbrook,31.0,HOU,56.0,500.0,0.112,0.0,9.0,29.0,28828,3849
2020,NBA,All-NBA,ORV,F,Khris Middleton,28.0,MIL,82.0,500.0,0.164,0.0,10.0,52.0,28676,4107
2020,NBA,All-NBA,ORV,C,Joel Embiid,25.0,PHI,79.0,500.0,0.158,3.0,14.0,22.0,28603,4417
2020,NBA,All-NBA,ORV,G,Bradley Beal,26.0,WAS,32.0,500.0,0.064,0.0,3.0,23.0,28345,4072
2020,NBA,All-NBA,ORV,G,Kyle Lowry,33.0,TOR,26.0,500.0,0.052,0.0,3.0,17.0,28687,3685
2020,NBA,All-NBA,ORV,C,Bam Adebayo,22.0,MIA,26.0,500.0,0.052,0.0,0.0,26.0,28334,4472
2020,NBA,All-NBA,ORV,G,Trae Young,21.0,ATL,13.0,500.0,0.026,0.0,1.0,10.0,28882,4676
2020,NBA,All-NBA,ORV,G,Donovan Mitchell,23.0,UTA,10.0,500.0,0.02,0.0,1.0,7.0,28458,4495
2020,NBA,All-NBA,ORV,F,Paul George,29.0,LAC,7.0,500.0,0.014,0.0,2.0,1.0,28796,3969
2020,NBA,All-NBA,ORV,F,Brandon Ingram,22.0,NOP,5.0,500.0,0.01,0.0,1.0,2.0,28348,4379
2020,NBA,All-NBA,ORV,G,Kemba Walker,29.0,BOS,4.0,500.0,0.008,0.0,1.0,1.0,28662,4034
2020,NBA,All-NBA,ORV,C,Andre Drummond,26.0,TOT,3.0,500.0,0.006,0.0,1.0,0.0,28313,4064
2020,NBA,All-NBA,ORV,G,Devin Booker,23.0,PHO,3.0,500.0,0.006,0.0,0.0,3.0,28445,4321
2020,NBA,All-NBA,ORV,C,Karl-Anthony Towns,24.0,MIN,2.0,500.0,0.004,0.0,0.0,2.0,28653,4339
2020,NBA,All-NBA,ORV,C,Brook Lopez,31.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,28353,3801
2020,NBA,All-NBA,ORV,G,Zach LaVine,24.0,CHI,1.0,500.0,0.002,0.0,0.0,1.0,28934,4299
2019,NBA,All-NBA,1st,G,James Harden,29.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,27871,3880
2019,NBA,All-NBA,1st,F,Giannis Antetokounmpo,24.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,27809,4164
2019,NBA,All-NBA,1st,G,Stephen Curry,30.0,GSW,482.0,500.0,0.964,91.0,9.0,0.0,28179,3903
2019,NBA,All-NBA,1st,F,Paul George,28.0,OKC,433.0,500.0,0.866,71.0,25.0,3.0,28111,3969
2019,NBA,All-NBA,1st,C,Nikola Jokić,23.0,DEN,411.0,500.0,0.822,59.0,38.0,2.0,28085,4352
2019,NBA,All-NBA,2nd,C,Joel Embiid,24.0,PHI,375.0,500.0,0.75,40.0,57.0,4.0,27919,4417
2019,NBA,All-NBA,2nd,F,Kevin Durant,30.0,GSW,358.0,500.0,0.716,29.0,71.0,0.0,27979,3770
2019,NBA,All-NBA,2nd,G,Damian Lillard,28.0,POR,306.0,500.0,0.612,8.0,87.0,5.0,27699,4077
2019,NBA,All-NBA,2nd,F,Kawhi Leonard,27.0,TOR,242.0,500.0,0.484,0.0,73.0,23.0,27966,4032
2019,NBA,All-NBA,2nd,G,Kyrie Irving,26.0,BOS,195.0,500.0,0.39,0.0,52.0,39.0,27999,4037
2019,NBA,All-NBA,3rd,G,Russell Westbrook,30.0,OKC,178.0,500.0,0.356,1.0,43.0,44.0,28148,3849
2019,NBA,All-NBA,3rd,F,Blake Griffin,29.0,DET,115.0,500.0,0.23,0.0,13.0,76.0,27632,3920
2019,NBA,All-NBA,3rd,F,LeBron James,34.0,LAL,111.0,500.0,0.222,0.0,13.0,72.0,28009,3463
2019,NBA,All-NBA,3rd,C,Rudy Gobert,26.0,UTA,89.0,500.0,0.178,1.0,5.0,69.0,28147,4199
2019,NBA,All-NBA,3rd,G,Kemba Walker,28.0,CHO,51.0,500.0,0.102,0.0,4.0,39.0,27972,4034
2019,NBA,All-NBA,ORV,G,Bradley Beal,25.0,WAS,34.0,500.0,0.068,0.0,1.0,31.0,27643,4072
2019,NBA,All-NBA,ORV,G,Klay Thompson,28.0,GSW,27.0,500.0,0.054,0.0,3.0,18.0,27987,4036
2019,NBA,All-NBA,ORV,C,Karl-Anthony Towns,23.0,MIN,20.0,500.0,0.04,0.0,0.0,20.0,27965,4339
2019,NBA,All-NBA,ORV,F,LaMarcus Aldridge,33.0,SAS,17.0,500.0,0.034,0.0,2.0,11.0,28000,3686
2019,NBA,All-NBA,ORV,F,Danilo Gallinari,30.0,LAC,7.0,500.0,0.014,0.0,1.0,4.0,27704,3807
2019,NBA,All-NBA,ORV,G,Ben Simmons,22.0,PHI,7.0,500.0,0.014,0.0,0.0,7.0,27629,4474
2019,NBA,All-NBA,ORV,G,Mike Conley,31.0,MEM,4.0,500.0,0.008,0.0,0.0,4.0,28057,3779
2019,NBA,All-NBA,ORV,C,Nikola Vučević,28.0,ORL,4.0,500.0,0.008,0.0,0.0,4.0,28089,4047
2019,NBA,All-NBA,ORV,F,Pascal Siakam,24.0,TOR,4.0,500.0,0.008,0.0,0.0,4.0,28100,4437
2019,NBA,All-NBA,ORV,G,Donovan Mitchell,22.0,UTA,4.0,500.0,0.008,0.0,0.0,4.0,27754,4495
2019,NBA,All-NBA,ORV,G,Dwyane Wade,37.0,MIA,3.0,500.0,0.006,0.0,1.0,0.0,27767,3445
2019,NBA,All-NBA,ORV,G,DeMar DeRozan,29.0,SAS,3.0,500.0,0.006,0.0,0.0,3.0,27728,3872
2019,NBA,All-NBA,ORV,C,Andre Drummond,25.0,DET,3.0,500.0,0.006,0.0,1.0,0.0,27602,4064
2019,NBA,All-NBA,ORV,G,D'Angelo Russell,22.0,BRK,3.0,500.0,0.006,0.0,0.0,0.0,27696,4317
2019,NBA,All-NBA,ORV,F,Luka Dončić,19.0,DAL,3.0,500.0,0.006,0.0,1.0,0.0,28015,4654
2019,NBA,All-NBA,ORV,F,Tobias Harris,26.0,TOT,2.0,500.0,0.004,0.0,0.0,2.0,28212,4055
2019,NBA,All-NBA,ORV,G,Lou Williams,32.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,28013,3619
2019,NBA,All-NBA,ORV,G,Kyle Lowry,32.0,TOR,1.0,500.0,0.002,0.0,0.0,1.0,27997,3685
2019,NBA,All-NBA,ORV,G,Eric Gordon,30.0,HOU,1.0,500.0,0.002,0.0,0.0,1.0,27783,3815
2019,NBA,All-NBA,ORV,G,Jrue Holiday,28.0,NOP,1.0,500.0,0.002,0.0,0.0,1.0,27949,3891
2019,NBA,All-NBA,ORV,C,Anthony Davis,25.0,NOP,1.0,500.0,0.002,0.0,0.0,1.0,27614,4066
2019,NBA,All-NBA,ORV,G,Devin Booker,22.0,PHO,1.0,500.0,0.002,0.0,0.0,1.0,27743,4321
2019,NBA,All-NBA,ORV,C,Myles Turner,22.0,IND,1.0,500.0,0.002,0.0,0.0,1.0,28075,4350
2019,NBA,All-NBA,ORV,F,Domantas Sabonis,22.0,IND,1.0,500.0,0.002,0.0,0.0,1.0,27752,4400
2019,NBA,All-NBA,ORV,F,Marvin Bagley III,19.0,SAC,1.0,500.0,0.002,0.0,0.0,1.0,28041,4656
2018,NBA,All-NBA,1st,F,LeBron James,33.0,CLE,500.0,500.0,1.0,100.0,0.0,0.0,27322,3463
2018,NBA,All-NBA,1st,G,James Harden,28.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,27201,3880
2018,NBA,All-NBA,1st,C,Anthony Davis,24.0,NOP,492.0,500.0,0.984,96.0,4.0,0.0,26947,4066
2018,NBA,All-NBA,1st,G,Damian Lillard,27.0,POR,432.0,500.0,0.864,71.0,24.0,5.0,27025,4077
2018,NBA,All-NBA,1st,F,Kevin Durant,29.0,GSW,426.0,500.0,0.852,63.0,37.0,0.0,27293,3770
2018,NBA,All-NBA,2nd,F,Giannis Antetokounmpo,23.0,MIL,354.0,500.0,0.708,28.0,71.0,1.0,27142,4164
2018,NBA,All-NBA,2nd,G,Russell Westbrook,29.0,OKC,322.0,500.0,0.644,24.0,63.0,13.0,27468,3849
2018,NBA,All-NBA,2nd,C,Joel Embiid,23.0,PHI,294.0,500.0,0.588,11.0,78.0,5.0,27241,4417
2018,NBA,All-NBA,2nd,F,LaMarcus Aldridge,32.0,SAS,236.0,500.0,0.472,2.0,68.0,22.0,27311,3686
2018,NBA,All-NBA,2nd,G,DeMar DeRozan,28.0,TOR,165.0,500.0,0.33,2.0,39.0,38.0,27056,3872
2018,NBA,All-NBA,3rd,G,Stephen Curry,29.0,GSW,164.0,500.0,0.328,2.0,39.0,37.0,27494,3903
2018,NBA,All-NBA,3rd,G,Victor Oladipo,25.0,IND,105.0,500.0,0.21,0.0,24.0,33.0,27554,4217
2018,NBA,All-NBA,3rd,C,Karl-Anthony Towns,22.0,MIN,99.0,500.0,0.198,0.0,18.0,45.0,27281,4339
2018,NBA,All-NBA,3rd,F,Jimmy Butler,28.0,MIN,81.0,500.0,0.162,1.0,8.0,52.0,27231,4023
2018,NBA,All-NBA,3rd,F,Paul George,27.0,OKC,54.0,500.0,0.108,0.0,4.0,42.0,27432,3969
2018,NBA,All-NBA,ORV,G,Chris Paul,32.0,HOU,54.0,500.0,0.108,0.0,,,27009,3585
2018,NBA,All-NBA,ORV,C,Rudy Gobert,25.0,UTA,51.0,500.0,0.102,0.0,,,27467,4199
2018,NBA,All-NBA,ORV,G,Kyrie Irving,25.0,BOS,42.0,500.0,0.084,0.0,,,27310,4037
2018,NBA,All-NBA,ORV,F,Ben Simmons,21.0,PHI,36.0,500.0,0.072,0.0,,,26962,4474
2018,NBA,All-NBA,ORV,C,Al Horford,31.0,BOS,32.0,500.0,0.064,0.0,,,26924,3734
2018,NBA,All-NBA,ORV,C,Nikola Jokić,22.0,DEN,28.0,500.0,0.056,0.0,,,27407,4352
2018,NBA,All-NBA,ORV,C,Andre Drummond,24.0,DET,7.0,500.0,0.014,0.0,,,26937,4064
2018,NBA,All-NBA,ORV,F,Draymond Green,27.0,GSW,6.0,500.0,0.012,0.0,,,27092,4085
2018,NBA,All-NBA,ORV,C,Clint Capela,23.0,HOU,6.0,500.0,0.012,0.0,,,27011,4230
2018,NBA,All-NBA,ORV,G,Kyle Lowry,31.0,TOR,3.0,500.0,0.006,0.0,,,27307,3685
2018,NBA,All-NBA,ORV,G,Klay Thompson,27.0,GSW,2.0,500.0,0.004,0.0,,,27298,4036
2018,NBA,All-NBA,ORV,C,Steven Adams,24.0,OKC,2.0,500.0,0.004,0.0,,,27496,4208
2018,NBA,All-NBA,ORV,G,Donovan Mitchell,21.0,UTA,2.0,500.0,0.004,0.0,,,27086,4495
2018,NBA,All-NBA,ORV,C,Dwight Howard,32.0,CHO,1.0,500.0,0.002,0.0,,,27095,3520
2018,NBA,All-NBA,ORV,F,Trevor Ariza,32.0,HOU,1.0,500.0,0.002,0.0,,,27526,3563
2018,NBA,All-NBA,ORV,F,Kevin Love,29.0,CLE,1.0,500.0,0.002,0.0,,,27294,3830
2018,NBA,All-NBA,ORV,C,DeMarcus Cousins,27.0,NOP,1.0,500.0,0.002,0.0,,,27057,3926
2018,NBA,All-NBA,ORV,F,Kristaps Porziņģis,22.0,NYK,1.0,500.0,0.002,0.0,,,27302,4343
2017,NBA,All-NBA,1st,G,James Harden,27.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,26560,3880
2017,NBA,All-NBA,1st,F,LeBron James,32.0,CLE,498.0,500.0,0.996,99.0,1.0,0.0,26682,3463
2017,NBA,All-NBA,1st,G,Russell Westbrook,28.0,OKC,498.0,500.0,0.996,99.0,1.0,0.0,26815,3849
2017,NBA,All-NBA,1st,F,Kawhi Leonard,25.0,SAS,490.0,500.0,0.98,96.0,3.0,1.0,26641,4032
2017,NBA,All-NBA,1st,C,Anthony Davis,23.0,NOP,343.0,500.0,0.686,45.0,34.0,16.0,26357,4066
2017,NBA,All-NBA,2nd,C,Rudy Gobert,24.0,UTA,339.0,500.0,0.678,43.0,38.0,10.0,26814,4199
2017,NBA,All-NBA,2nd,G,Stephen Curry,28.0,GSW,290.0,500.0,0.58,1.0,93.0,6.0,26841,3903
2017,NBA,All-NBA,2nd,F,Giannis Antetokounmpo,22.0,MIL,258.0,500.0,0.516,0.0,81.0,15.0,26526,4164
2017,NBA,All-NBA,2nd,F,Kevin Durant,28.0,GSW,239.0,500.0,0.478,3.0,66.0,26.0,26649,3770
2017,NBA,All-NBA,2nd,G,Isaiah Thomas,27.0,BOS,236.0,500.0,0.472,0.0,71.0,23.0,26544,4012
2017,NBA,All-NBA,3rd,F,Draymond Green,26.0,GSW,134.0,500.0,0.268,4.0,21.0,51.0,26494,4085
2017,NBA,All-NBA,3rd,G,John Wall,26.0,WAS,125.0,500.0,0.25,0.0,19.0,68.0,26603,3951
2017,NBA,All-NBA,3rd,F,Jimmy Butler,27.0,CHI,102.0,500.0,0.204,0.0,19.0,45.0,26587,4023
2017,NBA,All-NBA,3rd,G,DeMar DeRozan,27.0,TOR,62.0,500.0,0.124,0.0,4.0,50.0,26463,3872
2017,NBA,All-NBA,3rd,C,DeAndre Jordan,28.0,LAC,54.0,500.0,0.108,3.0,7.0,18.0,26456,3810
2017,NBA,All-NBA,ORV,C,Karl-Anthony Towns,21.0,MIN,50.0,500.0,0.1,2.0,,,26640,4339
2017,NBA,All-NBA,ORV,G,Chris Paul,31.0,LAC,49.0,500.0,0.098,0.0,,,26424,3585
2017,NBA,All-NBA,ORV,C,Marc Gasol,32.0,MEM,48.0,500.0,0.096,2.0,,,26697,3835
2017,NBA,All-NBA,ORV,C,DeMarcus Cousins,26.0,TOT,42.0,500.0,0.084,2.0,,,26464,3926
2017,NBA,All-NBA,ORV,F,Paul George,26.0,IND,40.0,500.0,0.08,0.0,,,26777,3969
2017,NBA,All-NBA,ORV,F,Gordon Hayward,26.0,UTA,27.0,500.0,0.054,0.0,,,26529,3941
2017,NBA,All-NBA,ORV,C,Hassan Whiteside,27.0,MIA,18.0,500.0,0.036,0.0,,,26534,3945
2017,NBA,All-NBA,ORV,G,Klay Thompson,26.0,GSW,14.0,500.0,0.028,0.0,,,26654,4036
2017,NBA,All-NBA,ORV,G,Kyrie Irving,24.0,CLE,14.0,500.0,0.028,0.0,,,26667,4037
2017,NBA,All-NBA,ORV,G,Damian Lillard,26.0,POR,12.0,500.0,0.024,0.0,,,26440,4077
2017,NBA,All-NBA,ORV,C,Nikola Jokić,21.0,DEN,12.0,500.0,0.024,1.0,,,26753,4352
2017,NBA,All-NBA,ORV,F,Paul Millsap,31.0,ATL,3.0,500.0,0.006,0.0,,,26778,3701
2017,NBA,All-NBA,ORV,F,LaMarcus Aldridge,31.0,SAS,1.0,500.0,0.002,0.0,0.0,1.0,26669,3686
2017,NBA,All-NBA,ORV,C,Al Horford,30.0,BOS,1.0,500.0,0.002,0.0,0.0,1.0,26328,3734
2017,NBA,All-NBA,ORV,F,Blake Griffin,27.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,26377,3920
2016,NBA,All-NBA,1st,G,Stephen Curry,27.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,26260,3903
2016,NBA,All-NBA,1st,F,LeBron James,31.0,CLE,637.0,645.0,0.988,125.0,4.0,0.0,26107,3463
2016,NBA,All-NBA,1st,G,Russell Westbrook,27.0,OKC,627.0,645.0,0.972,120.0,9.0,0.0,26229,3849
2016,NBA,All-NBA,1st,F,Kawhi Leonard,24.0,SAS,575.0,645.0,0.891,94.0,35.0,0.0,26060,4032
2016,NBA,All-NBA,1st,C,DeAndre Jordan,27.0,LAC,317.0,645.0,0.491,39.0,36.0,14.0,25879,3810
2016,NBA,All-NBA,2nd,F,Kevin Durant,27.0,OKC,452.0,645.0,0.701,36.0,90.0,2.0,26070,3770
2016,NBA,All-NBA,2nd,F,Draymond Green,25.0,GSW,431.0,645.0,0.668,40.0,74.0,9.0,25899,4085
2016,NBA,All-NBA,2nd,G,Chris Paul,30.0,LAC,353.0,645.0,0.547,8.0,101.0,10.0,25844,3585
2016,NBA,All-NBA,2nd,C,DeMarcus Cousins,25.0,SAC,277.0,645.0,0.429,32.0,28.0,33.0,25883,3926
2016,NBA,All-NBA,2nd,G,Damian Lillard,25.0,POR,217.0,645.0,0.336,0.0,48.0,73.0,25866,4077
2016,NBA,All-NBA,3rd,C,Andre Drummond,22.0,DET,173.0,645.0,0.268,13.0,26.0,30.0,25767,4064
2016,NBA,All-NBA,3rd,G,Klay Thompson,25.0,GSW,164.0,645.0,0.254,0.0,37.0,53.0,26082,4036
2016,NBA,All-NBA,3rd,F,Paul George,25.0,IND,157.0,645.0,0.243,0.0,28.0,73.0,26192,3969
2016,NBA,All-NBA,3rd,G,Kyle Lowry,29.0,TOR,155.0,645.0,0.24,0.0,35.0,50.0,26093,3685
2016,NBA,All-NBA,3rd,F,LaMarcus Aldridge,30.0,SAS,103.0,645.0,0.16,3.0,11.0,55.0,26098,3686
2016,NBA,All-NBA,ORV,G,James Harden,26.0,HOU,106.0,645.0,0.164,0.0,,,25973,3880
2016,NBA,All-NBA,ORV,F,Paul Millsap,30.0,ATL,84.0,645.0,0.13,0.0,,,26193,3701
2016,NBA,All-NBA,ORV,C,Al Horford,29.0,ATL,76.0,645.0,0.118,2.0,,,25749,3734
2016,NBA,All-NBA,ORV,C,Anthony Davis,22.0,NOP,76.0,645.0,0.118,1.0,,,25780,4066
2016,NBA,All-NBA,ORV,C,Karl-Anthony Towns,20.0,MIN,44.0,645.0,0.068,0.0,,,26059,4339
2016,NBA,All-NBA,ORV,G,DeMar DeRozan,26.0,TOR,26.0,645.0,0.04,0.0,,,25882,3872
2016,NBA,All-NBA,ORV,C,Hassan Whiteside,26.0,MIA,24.0,645.0,0.037,1.0,,,25942,3945
2016,NBA,All-NBA,ORV,G,Isaiah Thomas,26.0,BOS,20.0,645.0,0.031,0.0,,,25949,4012
2016,NBA,All-NBA,ORV,F,Pau Gasol,35.0,CHI,16.0,645.0,0.025,2.0,,,26191,3342
2016,NBA,All-NBA,ORV,G,Jimmy Butler,26.0,CHI,12.0,645.0,0.019,0.0,,,26011,4023
