season,lg,team,abbreviation,playoffs,g,mp_per_game,opp_fg_per_game,opp_fga_per_game,opp_fg_percent,opp_x3p_per_game,opp_x3pa_per_game,opp_x3p_percent,opp_x2p_per_game,opp_x2pa_per_game,opp_x2p_percent,opp_ft_per_game,opp_fta_per_game,opp_ft_percent,opp_orb_per_game,opp_drb_per_game,opp_trb_per_game,opp_ast_per_game,opp_stl_per_game,opp_blk_per_game,opp_tov_per_game,opp_pf_per_game,opp_pts_per_game
2014,NBA,Oklahoma City Thunder,OKC,True,82.0,241.5,36.4,83.4,0.436,8.6,24.0,0.358,27.8,59.4,0.468,18.4,25.4,0.727,11.0,30.0,40.9,21.8,8.2,3.6,15.2,20.4,99.8
2014,NBA,Orlando Magic,ORL,False,82.0,243.4,38.1,83.7,0.456,8.0,21.7,0.371,30.1,62.0,0.485,17.7,22.9,0.77,10.5,33.5,44.0,22.5,7.1,5.4,14.0,18.3,102.0
2014,NBA,Philadelphia 76ers,PHI,False,82.0,242.1,40.0,85.1,0.471,9.0,24.4,0.37,31.0,60.7,0.511,20.8,27.6,0.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9
2014,NBA,Phoenix Suns,PHO,False,82.0,240.9,38.0,83.4,0.456,6.8,19.9,0.341,31.2,63.5,0.492,19.8,25.8,0.766,11.3,31.5,42.8,20.3,7.5,4.0,15.3,21.3,102.6
2014,NBA,Portland Trail Blazers,POR,True,82.0,242.1,39.6,87.8,0.451,6.5,18.3,0.355,33.1,69.5,0.476,17.0,22.2,0.766,11.5,32.0,43.5,20.4,7.8,3.7,12.0,20.7,102.8
2014,NBA,Sacramento Kings,SAC,False,82.0,241.8,37.8,82.1,0.461,8.5,22.4,0.38,29.4,59.8,0.491,19.2,26.1,0.737,9.9,31.3,41.2,23.5,7.8,5.6,13.6,23.1,103.4
2014,NBA,San Antonio Spurs,SAS,True,82.0,240.9,37.8,85.1,0.444,6.5,18.3,0.353,31.3,66.8,0.469,15.7,20.6,0.76,10.5,31.7,42.2,20.4,7.7,4.6,13.9,19.3,97.6
2014,NBA,Toronto Raptors,TOR,True,82.0,243.4,36.1,80.2,0.45,6.9,19.2,0.36,29.1,60.9,0.478,19.0,25.3,0.752,10.4,30.5,41.0,21.0,7.3,4.3,14.9,22.1,98.0
2014,NBA,Utah Jazz,UTA,False,82.0,241.2,38.3,81.0,0.473,7.3,19.4,0.376,31.0,61.6,0.503,18.3,23.7,0.773,10.3,32.2,42.5,21.8,7.5,4.9,12.6,20.4,102.2
2014,NBA,Washington Wizards,WAS,True,82.0,244.6,37.0,80.9,0.458,7.5,21.5,0.347,29.6,59.4,0.498,17.8,23.3,0.765,10.1,32.1,42.2,22.2,7.7,3.9,16.0,19.5,99.4
2014,NBA,League Average,,False,82.0,242.0,37.7,83.0,0.454,7.7,21.5,0.36,30.0,61.5,0.488,17.8,23.6,0.756,10.9,31.8,42.7,22.0,7.7,4.7,14.6,20.7,101.0
2013,NBA,Atlanta Hawks,ATL,True,82.0,242.1,37.5,83.2,0.45,7.6,19.9,0.379,29.9,63.3,0.473,15.0,19.7,0.763,11.3,32.4,43.7,22.3,8.4,4.3,15.2,18.8,97.5
2013,NBA,Boston Celtics,BOS,True,81.0,244.9,36.1,82.0,0.441,6.8,19.9,0.342,29.3,62.1,0.472,17.7,23.9,0.74,11.4,32.1,43.6,21.6,7.8,4.7,15.3,19.4,96.7
2013,NBA,Brooklyn Nets,BRK,True,82.0,242.1,37.4,80.7,0.464,6.3,17.3,0.366,31.1,63.4,0.49,14.0,19.2,0.731,10.7,28.5,39.2,21.4,7.5,4.8,13.4,21.4,95.1
2013,NBA,Charlotte Bobcats,CHA,False,82.0,241.5,38.8,82.5,0.471,8.7,22.5,0.388,30.1,59.9,0.502,16.2,21.8,0.747,11.8,32.3,44.1,25.3,6.9,6.9,14.0,21.3,102.7
2013,NBA,Chicago Bulls,CHI,True,82.0,241.8,35.4,80.1,0.443,5.5,16.0,0.346,29.9,64.1,0.467,16.5,22.3,0.739,11.0,30.1,41.1,18.8,7.3,5.8,13.7,19.6,92.9
2013,NBA,Cleveland Cavaliers,CLE,False,82.0,240.6,37.9,79.6,0.476,7.4,20.0,0.372,30.5,59.6,0.511,17.9,24.2,0.739,10.8,31.3,42.1,23.9,7.6,6.8,15.2,19.7,101.2
2013,NBA,Dallas Mavericks,DAL,False,82.0,243.7,37.4,84.0,0.445,7.8,21.8,0.359,29.6,62.2,0.475,19.1,25.4,0.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7
2013,NBA,Denver Nuggets,DEN,True,82.0,242.7,38.1,85.7,0.444,8.4,23.1,0.363,29.7,62.6,0.474,16.6,22.7,0.731,12.4,29.2,41.6,23.6,8.0,6.8,15.9,21.6,101.1
2013,NBA,Detroit Pistons,DET,False,82.0,241.5,37.3,81.2,0.459,7.4,20.4,0.36,29.9,60.7,0.492,16.9,22.2,0.762,11.1,30.7,41.8,22.4,8.4,5.8,13.7,19.9,98.8
2013,NBA,Golden State Warriors,GSW,True,82.0,241.5,37.2,84.8,0.439,8.0,23.1,0.347,29.2,61.7,0.473,17.9,23.9,0.748,11.1,31.7,42.7,23.5,8.2,4.9,13.5,19.2,100.3
2013,NBA,Houston Rockets,HOU,True,82.0,241.2,38.8,85.5,0.454,8.1,21.9,0.368,30.8,63.5,0.484,16.8,21.6,0.776,10.7,31.0,41.6,22.7,8.5,6.1,14.8,20.4,102.5
2013,NBA,Indiana Pacers,IND,True,81.0,241.9,34.5,82.2,0.42,5.4,16.6,0.327,29.1,65.6,0.444,16.2,21.3,0.76,11.2,29.6,40.9,19.2,7.5,5.7,13.5,21.9,90.7
2013,NBA,Los Angeles Clippers,LAC,True,82.0,240.6,34.6,78.0,0.443,7.6,20.5,0.373,26.9,57.5,0.468,17.9,23.9,0.749,10.9,28.2,39.1,22.1,7.4,4.1,16.1,20.9,94.6
2013,NBA,Los Angeles Lakers,LAL,True,82.0,240.9,39.7,87.6,0.453,7.5,21.0,0.357,32.2,66.6,0.483,14.2,19.4,0.732,11.5,31.1,42.7,23.4,8.5,4.8,12.9,23.1,101.0
2013,NBA,Memphis Grizzlies,MEM,True,82.0,241.5,33.5,77.0,0.435,6.1,18.2,0.338,27.4,58.8,0.465,16.1,21.5,0.748,10.3,28.8,39.1,19.5,7.3,5.5,15.5,20.0,89.3
2013,NBA,Miami Heat,MIA,True,82.0,242.4,35.6,80.9,0.44,7.6,21.7,0.35,28.0,59.1,0.473,16.2,21.2,0.766,11.2,28.9,40.1,20.2,7.9,3.2,15.6,20.4,95.0
2013,NBA,Milwaukee Bucks,MIL,True,82.0,241.8,38.4,84.7,0.454,6.5,18.5,0.348,32.0,66.2,0.483,17.0,22.5,0.759,12.4,33.6,46.0,23.1,8.0,4.4,16.0,19.1,100.4
2013,NBA,Minnesota Timberwolves,MIN,False,82.0,240.6,38.0,81.2,0.468,7.0,19.0,0.369,30.9,62.2,0.498,15.2,20.1,0.752,10.6,31.5,42.1,22.3,8.1,5.9,15.9,22.5,98.1
2013,NBA,New Orleans Hornets,NOH,False,82.0,241.2,37.0,78.5,0.471,7.7,20.6,0.374,29.2,57.9,0.505,16.3,21.5,0.759,10.2,29.2,39.3,23.4,7.9,6.0,13.2,18.7,97.9
2013,NBA,New York Knicks,NYK,True,82.0,240.6,35.6,77.6,0.458,7.8,21.8,0.357,27.8,55.8,0.498,16.8,22.2,0.757,10.0,31.6,41.6,19.3,6.4,4.0,15.1,19.2,95.7
2013,NBA,Oklahoma City Thunder,OKC,True,82.0,241.8,36.2,85.0,0.425,7.4,21.5,0.346,28.7,63.5,0.452,16.7,21.6,0.774,12.0,28.7,40.7,20.5,8.2,3.9,14.8,20.7,96.5
2013,NBA,Orlando Magic,ORL,False,82.0,241.2,38.6,83.4,0.463,7.5,21.0,0.359,31.1,62.5,0.498,16.3,22.1,0.738,10.8,31.9,42.8,23.7,7.2,5.2,12.4,16.5,101.1
2013,NBA,Philadelphia 76ers,PHI,False,82.0,240.9,36.8,81.0,0.454,6.7,19.2,0.349,30.1,61.8,0.487,16.2,21.4,0.76,11.0,33.0,44.0,22.8,7.2,4.8,14.3,16.2,96.5
2013,NBA,Phoenix Suns,PHO,False,82.0,241.5,38.8,82.6,0.47,6.9,17.9,0.388,31.9,64.7,0.492,17.1,22.6,0.757,11.7,31.7,43.4,22.8,8.3,5.1,15.3,18.4,101.6
2013,NBA,Portland Trail Blazers,POR,False,82.0,242.1,39.3,83.0,0.474,6.4,18.7,0.34,33.0,64.3,0.512,15.7,20.6,0.761,11.0,31.4,42.4,23.7,8.4,4.4,13.1,18.7,100.7
2013,NBA,Sacramento Kings,SAC,False,82.0,241.8,39.3,83.3,0.472,7.6,21.5,0.355,31.7,61.8,0.512,18.9,24.1,0.783,11.9,31.7,43.6,25.1,7.6,6.3,14.7,20.0,105.1
2013,NBA,San Antonio Spurs,SAS,True,82.0,242.4,37.5,84.9,0.442,6.3,17.9,0.353,31.2,66.9,0.466,15.2,20.0,0.76,11.1,31.4,42.5,21.4,8.2,4.9,14.9,19.1,96.6
2013,NBA,Toronto Raptors,TOR,False,82.0,243.7,36.2,79.2,0.458,6.7,18.4,0.361,29.6,60.8,0.487,19.6,26.2,0.747,10.7,31.0,41.7,21.9,7.0,4.7,14.3,20.1,98.7
2013,NBA,Utah Jazz,UTA,False,82.0,242.4,36.6,79.9,0.458,6.8,18.5,0.37,29.8,61.4,0.485,18.0,23.8,0.757,11.0,29.8,40.8,20.6,7.8,5.9,14.7,20.4,98.1
2013,NBA,Washington Wizards,WAS,False,82.0,242.1,35.9,81.7,0.44,7.1,20.5,0.349,28.8,61.2,0.47,16.8,22.8,0.738,11.0,33.2,44.2,21.5,7.8,4.4,14.5,19.1,95.8
2013,NBA,League Average,,False,82.0,241.9,37.1,82.0,0.453,7.2,20.0,0.359,30.0,62.1,0.483,16.7,22.2,0.753,11.2,31.0,42.1,22.1,7.8,5.1,14.6,19.8,98.1
2012,NBA,Atlanta Hawks,ATL,True,66.0,244.9,36.1,81.3,0.444,5.9,17.2,0.344,30.1,64.1,0.47,15.1,20.1,0.753,10.8,31.5,42.3,20.5,7.5,4.7,15.1,19.1,93.2
2012,NBA,Boston Celtics,BOS,True,66.0,241.5,33.4,79.7,0.419,5.2,16.9,0.308,28.2,62.8,0.449,17.2,22.7,0.76,11.8,31.4,43.2,18.7,7.8,4.6,15.7,18.4,89.3
2012,NBA,Charlotte Bobcats,CHA,False,66.0,240.8,38.9,82.0,0.475,6.2,17.3,0.356,32.8,64.7,0.506,16.9,22.5,0.75,11.8,33.2,45.0,23.3,7.6,5.7,13.5,20.3,100.9
2012,NBA,Chicago Bulls,CHI,True,66.0,241.5,34.6,82.1,0.421,4.6,14.2,0.325,30.0,67.9,0.442,14.3,19.4,0.74,11.4,28.6,40.0,18.9,7.4,5.2,13.3,17.7,88.2
2012,NBA,Cleveland Cavaliers,CLE,False,66.0,241.9,38.4,82.3,0.467,6.8,18.7,0.362,31.6,63.6,0.498,16.6,22.2,0.748,11.4,31.4,42.8,23.1,7.9,6.2,13.9,20.9,100.2
2012,NBA,Dallas Mavericks,DAL,True,66.0,243.4,35.6,81.7,0.435,7.2,20.7,0.346,28.4,60.9,0.466,16.5,22.1,0.75,11.0,32.9,43.9,20.5,8.5,4.0,14.7,18.4,94.8
2012,NBA,Denver Nuggets,DEN,True,66.0,243.0,38.5,84.4,0.456,8.7,22.6,0.383,29.8,61.8,0.483,15.6,20.5,0.759,11.1,29.2,40.3,23.2,7.9,6.7,15.6,22.0,101.2
2012,NBA,Detroit Pistons,DET,False,66.0,241.9,36.0,78.0,0.462,6.0,16.9,0.355,30.0,61.1,0.492,17.6,23.0,0.765,10.7,30.1,40.7,22.5,8.5,5.3,14.5,19.4,95.7
2012,NBA,Golden State Warriors,GSW,False,66.0,241.1,37.3,82.3,0.453,7.1,19.4,0.365,30.2,62.9,0.48,19.5,26.1,0.747,13.2,32.7,45.8,23.1,7.6,5.0,14.8,16.6,101.2
2012,NBA,Houston Rockets,HOU,False,66.0,243.4,37.5,82.2,0.456,5.6,17.2,0.325,31.9,65.0,0.491,17.3,22.6,0.766,11.0,30.7,41.8,20.0,7.5,5.2,14.7,18.4,97.9
2012,NBA,Indiana Pacers,IND,True,66.0,242.3,34.9,80.4,0.435,6.7,19.1,0.351,28.2,61.3,0.461,17.9,24.5,0.729,12.0,30.3,42.3,19.6,6.6,6.0,14.9,21.6,94.4
2012,NBA,Los Angeles Clippers,LAC,True,66.0,241.9,34.5,77.2,0.447,7.0,19.1,0.365,27.6,58.1,0.474,19.0,25.4,0.746,10.8,29.0,39.8,20.7,6.0,4.5,14.6,21.2,95.0
2012,NBA,Los Angeles Lakers,LAL,True,66.0,243.4,37.8,86.4,0.437,6.7,19.3,0.348,31.0,67.1,0.463,13.7,18.4,0.742,11.5,29.5,41.0,21.9,8.4,4.6,11.3,20.2,95.9
2012,NBA,Memphis Grizzlies,MEM,True,66.0,241.5,34.5,77.8,0.444,6.3,18.3,0.345,28.2,59.4,0.474,17.6,23.1,0.764,11.0,29.6,40.7,19.3,7.8,5.5,17.1,19.3,93.0
2012,NBA,Miami Heat,MIA,True,66.0,243.0,34.6,79.8,0.434,7.3,20.0,0.363,27.4,59.8,0.457,16.0,22.1,0.725,11.0,28.7,39.8,19.7,8.3,4.2,16.8,20.5,92.5
2012,NBA,Milwaukee Bucks,MIL,False,66.0,240.4,37.1,82.6,0.449,6.6,18.9,0.351,30.5,63.7,0.478,17.9,23.3,0.769,12.3,32.4,44.7,21.7,7.6,4.5,15.9,19.4,98.7
2012,NBA,Minnesota Timberwolves,MIN,False,66.0,241.5,39.0,85.7,0.455,6.2,18.1,0.34,32.8,67.6,0.486,16.0,21.2,0.755,11.7,31.8,43.4,21.5,8.3,5.7,13.3,21.7,100.1
2012,NBA,New Jersey Nets,NJN,False,66.0,240.8,37.9,80.2,0.472,6.5,17.4,0.374,31.4,62.8,0.5,16.8,22.6,0.74,11.8,30.8,42.6,23.3,8.0,5.0,14.3,19.3,99.1
2012,NBA,New Orleans Hornets,NOH,False,66.0,241.5,34.9,78.6,0.444,6.4,20.3,0.317,28.5,58.3,0.489,17.1,22.5,0.759,11.1,28.9,40.0,20.9,7.9,5.8,13.9,18.7,93.4
2012,NBA,New York Knicks,NYK,True,66.0,241.5,35.1,79.4,0.442,6.7,18.8,0.359,28.4,60.6,0.468,17.7,24.1,0.736,10.9,31.0,41.8,18.9,8.1,5.1,17.0,21.8,94.7
2012,NBA,Oklahoma City Thunder,OKC,True,66.0,242.3,36.4,85.3,0.427,6.4,18.7,0.342,30.1,66.6,0.451,17.7,23.0,0.768,12.7,28.6,41.3,19.9,8.2,4.9,14.2,20.0,96.9
2012,NBA,Orlando Magic,ORL,True,66.0,241.9,35.9,80.1,0.449,6.3,18.1,0.347,29.7,62.0,0.478,15.2,19.7,0.772,10.1,31.2,41.3,20.5,7.5,4.1,13.1,19.8,93.4
2012,NBA,Philadelphia 76ers,PHI,True,66.0,241.1,34.3,80.3,0.427,5.4,16.2,0.334,28.9,64.1,0.45,15.4,20.5,0.752,10.7,33.0,43.7,19.6,5.9,4.8,13.9,16.2,89.4
2012,NBA,Phoenix Suns,PHO,False,66.0,240.0,38.0,83.5,0.455,6.0,17.1,0.352,31.9,66.3,0.481,16.7,21.9,0.762,12.2,31.3,43.4,21.5,8.0,4.4,14.1,19.6,98.6
2012,NBA,Portland Trail Blazers,POR,False,66.0,241.9,37.5,81.0,0.463,6.7,18.4,0.363,30.8,62.6,0.492,16.1,21.5,0.747,11.1,31.2,42.3,21.1,7.6,4.8,14.9,19.8,97.8
2012,NBA,Sacramento Kings,SAC,False,66.0,241.1,40.4,85.0,0.476,6.7,18.7,0.355,33.8,66.3,0.51,16.9,22.2,0.762,12.3,32.6,45.0,23.8,7.8,6.4,15.4,19.9,104.4
2012,NBA,San Antonio Spurs,SAS,True,66.0,241.5,38.1,84.2,0.452,6.2,17.7,0.353,31.8,66.6,0.478,14.1,18.7,0.756,10.3,30.9,41.2,19.6,7.4,5.0,13.7,18.8,96.5
2012,NBA,Toronto Raptors,TOR,False,66.0,241.9,33.8,77.7,0.435,6.1,18.5,0.328,27.8,59.2,0.469,20.2,27.2,0.744,10.3,30.3,40.5,20.1,7.2,4.9,13.2,18.4,94.0
2012,NBA,Utah Jazz,UTA,True,66.0,244.9,36.4,80.5,0.453,6.5,19.1,0.34,29.9,61.4,0.488,19.7,26.2,0.754,11.0,30.1,41.2,20.5,7.5,5.7,14.7,20.7,99.0
2012,NBA,Washington Wizards,WAS,False,66.0,240.4,36.7,81.1,0.453,6.5,18.4,0.35,30.2,62.7,0.483,18.6,24.5,0.758,12.3,31.2,43.5,21.5,7.9,4.5,15.2,18.7,98.4
2012,NBA,League Average,,False,66.0,241.9,36.5,81.4,0.448,6.4,18.4,0.349,30.1,63.0,0.477,16.9,22.5,0.752,11.4,30.8,42.2,21.0,7.7,5.1,14.6,19.6,96.3
2011,NBA,Atlanta Hawks,ATL,True,82.0,240.6,36.7,79.7,0.46,5.6,16.6,0.338,31.1,63.2,0.492,16.8,21.7,0.774,10.2,30.3,40.6,21.4,6.7,4.2,12.5,18.5,95.8
2011,NBA,Boston Celtics,BOS,True,82.0,241.2,33.8,77.7,0.434,5.4,15.9,0.34,28.4,61.8,0.459,18.2,24.1,0.756,10.5,29.1,39.6,18.7,7.0,4.4,15.4,20.2,91.1
2011,NBA,Charlotte Bobcats,CHA,False,82.0,241.5,36.0,79.2,0.455,7.0,19.6,0.359,29.0,59.5,0.487,18.2,23.3,0.78,9.8,29.8,39.6,21.7,7.3,6.0,13.2,21.1,97.3
2011,NBA,Chicago Bulls,CHI,True,82.0,241.8,34.2,79.5,0.43,5.2,16.0,0.326,29.0,63.6,0.456,17.7,23.1,0.764,10.1,28.3,38.4,19.0,6.9,5.8,14.1,20.1,91.3
2011,NBA,Cleveland Cavaliers,CLE,False,82.0,240.9,39.4,83.0,0.475,8.1,19.7,0.411,31.3,63.3,0.495,17.5,23.1,0.759,10.9,32.6,43.5,24.2,7.5,6.0,13.5,21.3,104.5
2011,NBA,Dallas Mavericks,DAL,True,82.0,240.3,36.5,81.2,0.45,6.2,18.0,0.343,30.3,63.1,0.481,16.7,22.3,0.75,10.7,30.0,40.7,20.6,7.6,3.7,13.6,20.1,96.0
2011,NBA,Denver Nuggets,DEN,True,82.0,240.3,38.5,83.9,0.459,7.0,20.4,0.344,31.4,63.4,0.495,18.8,24.8,0.756,10.5,30.8,41.3,22.2,7.5,6.0,13.7,22.7,102.7
2011,NBA,Detroit Pistons,DET,False,82.0,242.4,37.9,78.1,0.486,6.4,17.8,0.358,31.5,60.3,0.523,18.3,23.9,0.766,10.6,30.1,40.7,23.3,6.9,4.6,14.1,18.8,100.6
2011,NBA,Golden State Warriors,GSW,False,82.0,241.8,38.7,82.8,0.467,6.9,19.3,0.358,31.8,63.4,0.501,21.4,27.6,0.776,12.8,32.0,44.8,24.7,8.2,4.3,16.1,18.4,105.7
2011,NBA,Houston Rockets,HOU,False,82.0,242.4,39.8,85.1,0.468,5.5,15.2,0.358,34.4,69.9,0.492,18.6,23.8,0.781,11.6,31.1,42.8,20.8,7.2,5.5,13.7,21.4,103.7
2011,NBA,Indiana Pacers,IND,True,82.0,241.2,37.5,83.4,0.449,6.2,17.4,0.359,31.2,66.0,0.473,19.7,26.3,0.75,11.4,31.9,43.3,20.4,7.5,5.7,13.9,21.4,100.9
2011,NBA,Los Angeles Clippers,LAC,False,82.0,242.1,37.1,81.6,0.455,7.1,19.5,0.365,30.0,62.1,0.484,20.4,26.4,0.771,11.1,29.4,40.5,22.3,8.0,4.9,13.7,22.1,101.8
2011,NBA,Los Angeles Lakers,LAL,True,82.0,241.8,36.7,84.0,0.437,6.8,20.3,0.335,29.9,63.7,0.469,15.2,19.9,0.765,12.2,29.3,41.5,22.3,7.1,4.5,13.6,20.7,95.4
2011,NBA,Memphis Grizzlies,MEM,True,82.0,242.4,36.2,79.1,0.457,7.2,19.4,0.369,29.0,59.7,0.486,18.1,23.8,0.761,11.0,29.1,40.1,21.0,7.5,6.2,16.7,21.4,97.6
2011,NBA,Miami Heat,MIA,True,82.0,241.2,35.0,80.7,0.434,6.7,19.3,0.345,28.3,61.3,0.462,18.0,24.1,0.744,10.5,28.6,39.2,20.1,7.0,3.0,13.2,21.8,94.6
2011,NBA,Milwaukee Bucks,MIL,False,82.0,241.8,34.6,77.3,0.447,5.3,16.0,0.334,29.2,61.4,0.476,18.3,23.7,0.77,10.2,32.1,42.3,20.2,6.2,4.8,15.2,20.7,92.7
2011,NBA,Minnesota Timberwolves,MIN,False,82.0,241.2,39.4,84.2,0.468,7.8,20.8,0.374,31.6,63.4,0.499,21.1,27.2,0.778,11.1,31.4,42.6,24.8,9.5,5.5,14.4,20.9,107.7
2011,NBA,New Jersey Nets,NJN,False,82.0,244.0,37.4,80.5,0.465,6.2,17.0,0.364,31.2,63.5,0.492,19.4,25.8,0.751,10.4,31.4,41.8,22.2,6.8,4.6,12.3,20.0,100.4
2011,NBA,New Orleans Hornets,NOH,True,82.0,241.8,35.1,76.9,0.457,6.8,19.0,0.357,28.4,57.9,0.49,17.0,22.0,0.77,9.4,30.0,39.3,21.2,6.1,4.8,14.5,20.4,94.0
2011,NBA,New York Knicks,NYK,True,82.0,241.2,39.5,83.8,0.472,6.5,17.6,0.372,33.0,66.2,0.499,20.1,26.4,0.762,11.8,32.3,44.0,20.5,7.1,4.4,15.2,20.8,105.7
2011,NBA,Oklahoma City Thunder,OKC,True,82.0,244.0,38.1,83.2,0.458,5.9,16.3,0.361,32.2,66.9,0.481,19.0,25.5,0.744,11.4,29.2,40.6,20.9,7.2,4.3,14.0,21.5,101.0
2011,NBA,Orlando Magic,ORL,True,82.0,241.8,34.9,80.1,0.436,6.3,18.0,0.35,28.6,62.1,0.461,17.6,23.7,0.743,9.8,29.9,39.7,20.1,7.4,3.8,13.9,21.8,93.7
2011,NBA,Philadelphia 76ers,PHI,True,82.0,243.0,36.5,81.0,0.451,5.7,16.8,0.34,30.8,64.2,0.48,18.7,24.2,0.773,10.7,31.8,42.5,21.5,7.1,4.6,14.2,18.8,97.5
2011,NBA,Phoenix Suns,PHO,False,82.0,244.0,40.4,85.6,0.472,7.1,19.5,0.367,33.2,66.1,0.502,18.1,24.0,0.754,12.0,32.3,44.3,23.0,7.9,4.3,14.5,21.2,105.9
2011,NBA,Portland Trail Blazers,POR,True,82.0,241.5,35.4,75.8,0.467,6.5,17.6,0.367,29.0,58.3,0.497,17.5,22.8,0.767,10.6,29.1,39.7,19.2,6.9,4.1,15.7,21.3,94.8
2011,NBA,Sacramento Kings,SAC,False,82.0,242.1,39.8,83.2,0.478,5.9,16.5,0.355,33.9,66.7,0.508,19.4,25.4,0.762,10.6,30.6,41.2,21.7,8.1,5.7,14.7,21.0,104.7
2011,NBA,San Antonio Spurs,SAS,True,82.0,241.2,38.1,83.7,0.456,5.8,15.9,0.367,32.3,67.7,0.477,15.9,20.7,0.766,10.8,30.4,41.2,20.5,6.9,4.6,13.4,20.7,98.0
2011,NBA,Toronto Raptors,TOR,False,82.0,241.2,39.2,81.3,0.482,6.6,17.5,0.376,32.6,63.8,0.511,20.4,26.5,0.769,11.1,30.0,41.1,22.6,7.6,5.6,13.9,19.8,105.4
2011,NBA,Utah Jazz,UTA,False,82.0,242.4,36.2,78.8,0.459,7.2,19.2,0.376,29.0,59.6,0.486,21.7,27.9,0.778,11.3,29.6,40.9,20.7,7.4,5.0,14.6,22.0,101.3
2011,NBA,Washington Wizards,WAS,False,82.0,243.0,38.7,82.2,0.471,6.8,18.3,0.373,31.9,63.9,0.499,20.4,26.9,0.761,12.1,31.8,43.9,23.1,7.6,5.0,15.8,20.3,104.7
2011,NBA,League Average,,False,82.0,241.9,37.2,81.2,0.459,6.5,18.0,0.358,30.8,63.2,0.487,18.6,24.4,0.763,10.9,30.5,41.4,21.5,7.3,4.9,14.3,20.7,99.6
2010,NBA,Atlanta Hawks,ATL,True,82.0,242.1,37.2,80.8,0.46,5.9,17.0,0.345,31.3,63.8,0.491,16.8,22.6,0.745,11.2,30.1,41.4,21.0,6.2,4.4,13.8,19.3,97.0
2010,NBA,Boston Celtics,BOS,True,82.0,241.2,35.1,77.9,0.451,5.7,16.8,0.342,29.4,61.2,0.481,19.6,26.2,0.746,10.6,29.5,40.1,19.3,7.0,4.7,15.6,21.7,95.6
2010,NBA,Charlotte Bobcats,CHA,True,82.0,242.4,35.7,79.7,0.448,7.0,20.7,0.338,28.7,59.0,0.486,15.5,20.9,0.743,10.6,29.0,39.6,20.3,7.5,6.1,15.3,22.0,93.8
2010,NBA,Chicago Bulls,CHI,True,82.0,242.7,37.1,84.0,0.442,7.1,20.5,0.348,30.0,63.5,0.472,17.8,23.9,0.744,11.2,31.6,42.7,20.9,7.0,5.3,13.3,20.0,99.1
2010,NBA,Cleveland Cavaliers,CLE,True,82.0,241.2,35.8,80.9,0.442,6.4,18.4,0.347,29.4,62.5,0.471,17.6,23.3,0.757,9.7,28.9,38.5,20.3,6.6,4.0,12.7,20.8,95.6
2010,NBA,Dallas Mavericks,DAL,True,82.0,242.4,37.9,83.0,0.457,6.4,18.5,0.347,31.5,64.5,0.488,17.1,22.5,0.758,11.2,31.6,42.9,20.2,6.9,4.1,14.6,20.1,99.3
2010,NBA,Denver Nuggets,DEN,True,82.0,241.2,37.7,82.5,0.456,6.4,18.3,0.349,31.3,64.2,0.487,20.7,26.9,0.768,11.6,30.6,42.3,21.0,7.0,5.3,15.1,23.7,102.4
2010,NBA,Detroit Pistons,DET,False,82.0,241.2,36.2,75.3,0.48,6.9,18.5,0.375,29.2,56.8,0.515,19.9,25.9,0.767,9.9,29.5,39.4,23.1,6.7,4.9,14.3,20.8,99.1
2010,NBA,Golden State Warriors,GSW,False,82.0,240.6,41.6,85.8,0.485,6.9,18.5,0.375,34.7,67.3,0.515,22.3,29.1,0.767,13.4,34.7,48.1,24.1,7.9,5.0,17.6,21.4,112.4
2010,NBA,Houston Rockets,HOU,False,82.0,242.7,39.5,83.0,0.475,6.0,16.4,0.364,33.5,66.7,0.503,17.9,23.4,0.764,10.7,32.1,42.8,20.9,7.3,6.5,14.7,22.4,102.7
2010,NBA,Indiana Pacers,IND,False,82.0,240.3,38.0,83.8,0.453,6.2,17.1,0.363,31.7,66.7,0.476,21.6,28.6,0.756,11.8,34.8,46.6,20.7,8.0,5.0,15.0,20.8,103.8
2010,NBA,Los Angeles Clippers,LAC,False,82.0,240.3,38.9,82.8,0.47,6.5,17.8,0.363,32.5,65.1,0.499,17.7,23.3,0.762,10.7,30.4,41.1,23.5,8.4,4.4,12.9,19.4,102.1
2010,NBA,Los Angeles Lakers,LAL,True,82.0,241.8,37.2,83.4,0.446,6.3,19.3,0.328,30.9,64.1,0.481,16.2,21.7,0.75,11.1,31.0,42.2,21.9,7.0,4.4,14.1,21.2,97.0
2010,NBA,Memphis Grizzlies,MEM,False,82.0,242.7,40.0,83.5,0.478,7.0,19.7,0.354,33.0,63.8,0.517,17.1,22.7,0.755,11.1,28.6,39.7,22.9,7.7,6.1,14.2,22.4,104.0
2010,NBA,Miami Heat,MIA,True,82.0,242.4,34.3,78.1,0.439,6.4,18.7,0.342,27.9,59.5,0.469,19.2,25.5,0.754,10.4,30.3,40.7,18.8,6.3,4.3,14.4,20.0,94.2
2010,NBA,Milwaukee Bucks,MIL,True,82.0,243.7,35.0,77.6,0.451,5.3,15.6,0.343,29.7,62.0,0.478,20.6,27.0,0.765,9.6,33.2,42.8,19.3,7.0,5.1,15.3,20.3,96.0
