season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
2023,dpoy,Jaren Jackson Jr.,23,MEM,56.0,391.0,500.0,0.782,True,30733,4632
2023,dpoy,Brook Lopez,34,MIL,31.0,309.0,500.0,0.618,False,30508,3801
2023,dpoy,Evan Mobley,21,CLE,8.0,101.0,500.0,0.202,False,30640,4931
2023,dpoy,Draymond Green,32,GSW,3.0,34.0,500.0,0.068,False,30622,4085
2023,dpoy,Bam Adebayo,25,MIA,1.0,18.0,500.0,0.036,False,30489,4472
2023,dpoy,Giannis Antetokounmpo,28,MIL,0.0,14.0,500.0,0.028,False,30665,4164
2023,dpoy,OG Anunoby,25,TOR,0.0,8.0,500.0,0.016,False,30971,4555
2023,dpoy,Jrue Holiday,32,MIL,0.0,8.0,500.0,0.016,False,30796,3891
2023,dpoy,Nic Claxton,23,BRK,0.0,7.0,500.0,0.014,False,30958,4772
2023,dpoy,Joel Embiid,28,PHI,0.0,7.0,500.0,0.014,False,30764,4417
2023,dpoy,Alex Caruso,28,CHI,0.0,2.0,500.0,0.004,False,30471,4465
2023,dpoy,Jimmy Butler,33,MIA,0.0,1.0,500.0,0.002,False,30759,4023
2023,mip,Lauri Markkanen,25,UTA,69.0,430.0,500.0,0.86,True,30871,4535
2023,mip,Shai Gilgeous-Alexander,24,OKC,24.0,289.0,500.0,0.578,False,31046,4670
2023,mip,Jalen Brunson,26,NYK,4.0,91.0,500.0,0.182,False,30709,4630
2023,mip,Mikal Bridges,26,TOT,1.0,33.0,500.0,0.066,False,30927,4658
2023,mip,Nic Claxton,23,BRK,0.0,22.0,500.0,0.044,False,30958,4772
2023,mip,Tyrese Haliburton,22,IND,1.0,16.0,500.0,0.032,False,31104,4892
2023,mip,Trey Murphy III,22,NOP,1.0,8.0,500.0,0.016,False,31099,5016
2023,mip,De'Aaron Fox,25,SAC,0.0,3.0,500.0,0.006,False,30585,4489
2023,mip,Kevon Looney,26,GSW,0.0,3.0,500.0,0.006,False,30851,4342
2023,mip,Austin Reaves,24,LAL,0.0,2.0,500.0,0.004,False,30486,4906
2023,mip,Aaron Gordon,27,DEN,0.0,1.0,500.0,0.002,False,30462,4219
2023,mip,Jaren Jackson Jr.,23,MEM,0.0,1.0,500.0,0.002,False,30733,4632
2023,mip,Malik Monk,24,SAC,0.0,1.0,500.0,0.002,False,30895,4541
2023,nba mvp,Joel Embiid,28,PHI,73.0,915.0,1000.0,0.915,True,30764,4417
2023,nba mvp,Nikola Jokić,27,DEN,15.0,674.0,1000.0,0.674,False,30964,4352
2023,nba mvp,Giannis Antetokounmpo,28,MIL,12.0,606.0,1000.0,0.606,False,30665,4164
2023,nba mvp,Jayson Tatum,24,BOS,0.0,280.0,1000.0,0.28,False,30749,4518
2023,nba mvp,Shai Gilgeous-Alexander,24,OKC,0.0,46.0,1000.0,0.046,False,31046,4670
2023,nba mvp,Donovan Mitchell,26,CLE,0.0,30.0,1000.0,0.03,False,30615,4495
2023,nba mvp,Domantas Sabonis,26,SAC,0.0,27.0,1000.0,0.027,False,30613,4400
2023,nba mvp,Luka Dončić,23,DAL,0.0,10.0,1000.0,0.01,False,30880,4654
2023,nba mvp,Stephen Curry,34,GSW,0.0,5.0,1000.0,0.005,False,31056,3903
2023,nba mvp,Jimmy Butler,33,MIA,0.0,3.0,1000.0,0.003,False,30759,4023
2023,nba mvp,De'Aaron Fox,25,SAC,0.0,2.0,1000.0,0.002,False,30585,4489
2023,nba mvp,Jalen Brunson,26,NYK,0.0,1.0,1000.0,0.001,False,30709,4630
2023,nba mvp,Ja Morant,23,MEM,0.0,1.0,1000.0,0.001,False,30694,4723
2023,nba roy,Paolo Banchero,20,ORL,98.0,494.0,500.0,0.988,True,30981,5089
2023,nba roy,Jalen Williams,21,OKC,0.0,241.0,500.0,0.482,False,30718,5056
2023,nba roy,Walker Kessler,21,UTA,2.0,114.0,500.0,0.228,False,31117,5106
2023,nba roy,Bennedict Mathurin,20,IND,0.0,27.0,500.0,0.054,False,30491,5030
2023,nba roy,Keegan Murray,22,SAC,0.0,21.0,500.0,0.042,False,30819,5072
2023,nba roy,Jaden Ivey,20,DET,0.0,3.0,500.0,0.006,False,30700,5053
2023,smoy,Malcolm Brogdon,30,BOS,60.0,408.0,500.0,0.816,True,30890,4424
2023,smoy,Immanuel Quickley,23,NYK,34.0,326.0,500.0,0.652,False,30681,4837
2023,smoy,Bobby Portis,27,MIL,6.0,97.0,500.0,0.194,False,30496,4307
2023,smoy,Norman Powell,29,LAC,0.0,24.0,500.0,0.048,False,30968,4353
2023,smoy,Malik Monk,24,SAC,0.0,22.0,500.0,0.044,False,30895,4541
2023,smoy,Tyus Jones,26,MEM,0.0,10.0,500.0,0.02,False,31108,4370
2023,smoy,Austin Reaves,24,LAL,0.0,9.0,500.0,0.018,False,30486,4906
2023,smoy,Bennedict Mathurin,20,IND,0.0,2.0,500.0,0.004,False,30491,5030
2023,smoy,Russell Westbrook,34,TOT,0.0,1.0,500.0,0.002,False,31022,3849
2023,smoy,Christian Wood,27,DAL,0.0,1.0,500.0,0.002,False,30540,4313
2022,dpoy,Marcus Smart,27,BOS,37.0,257.0,500.0,0.514,True,30183,4275
2022,dpoy,Mikal Bridges,25,PHO,22.0,202.0,500.0,0.404,False,30205,4658
2022,dpoy,Rudy Gobert,29,UTA,12.0,136.0,500.0,0.272,False,30313,4199
2022,dpoy,Bam Adebayo,24,MIA,13.0,128.0,500.0,0.256,False,29689,4472
2022,dpoy,Jaren Jackson Jr.,22,MEM,10.0,99.0,500.0,0.198,False,29991,4632
2022,dpoy,Giannis Antetokounmpo,27,MIL,5.0,58.0,500.0,0.116,False,29918,4164
2022,dpoy,Robert Williams,24,BOS,1.0,8.0,500.0,0.016,False,30301,4667
2022,dpoy,Jrue Holiday,31,MIL,0.0,6.0,500.0,0.012,False,30061,3891
2022,dpoy,Al Horford,35,BOS,0.0,3.0,500.0,0.006,False,29657,3734
2022,dpoy,Draymond Green,31,GSW,0.0,2.0,500.0,0.004,False,29870,4085
2022,dpoy,Matisse Thybulle,24,PHI,0.0,1.0,500.0,0.002,False,30194,4760
2022,mip,Ja Morant,22,MEM,38.0,221.0,500.0,0.442,True,29959,4723
2022,mip,Dejounte Murray,25,SAS,20.0,183.0,500.0,0.366,False,29828,4394
2022,mip,Darius Garland,22,CLE,11.0,178.0,500.0,0.356,False,29804,4708
2022,mip,Jordan Poole,22,GSW,15.0,131.0,500.0,0.262,False,30044,4737
2022,mip,Desmond Bane,23,MEM,7.0,74.0,500.0,0.148,False,29849,4824
2022,mip,Tyrese Maxey,21,PHI,6.0,52.0,500.0,0.104,False,30419,4893
2022,mip,Miles Bridges,23,CHO,3.0,38.0,500.0,0.076,False,30208,4659
2022,mip,Anfernee Simons,22,POR,0.0,13.0,500.0,0.026,False,29675,4586
2022,mip,Robert Williams,24,BOS,0.0,4.0,500.0,0.008,False,30301,4667
2022,mip,Jaren Jackson Jr.,22,MEM,0.0,3.0,500.0,0.006,False,29991,4632
2022,mip,Jalen Brunson,25,DAL,0.0,2.0,500.0,0.004,False,29969,4630
2022,mip,Max Strus,25,MIA,0.0,1.0,500.0,0.002,False,30199,4763
2022,nba mvp,Nikola Jokić,26,DEN,65.0,875.0,1000.0,0.875,True,30247,4352
2022,nba mvp,Joel Embiid,27,PHI,26.0,706.0,1000.0,0.706,False,30033,4417
2022,nba mvp,Giannis Antetokounmpo,27,MIL,9.0,595.0,1000.0,0.595,False,29918,4164
2022,nba mvp,Devin Booker,25,PHO,0.0,216.0,1000.0,0.216,False,29850,4321
2022,nba mvp,Luka Dončić,22,DAL,0.0,146.0,1000.0,0.146,False,30158,4654
2022,nba mvp,Jayson Tatum,23,BOS,0.0,43.0,1000.0,0.043,False,30010,4518
2022,nba mvp,Ja Morant,22,MEM,0.0,10.0,1000.0,0.01,False,29959,4723
2022,nba mvp,Stephen Curry,33,GSW,0.0,4.0,1000.0,0.004,False,30348,3903
2022,nba mvp,Chris Paul,36,PHO,0.0,2.0,1000.0,0.002,False,29760,3585
2022,nba mvp,DeMar DeRozan,32,CHI,0.0,1.0,1000.0,0.001,False,29830,3872
2022,nba mvp,Kevin Durant,33,BRK,0.0,1.0,1000.0,0.001,False,30110,3770
2022,nba mvp,LeBron James,37,LAL,0.0,1.0,1000.0,0.001,False,30150,3463
2022,nba roy,Scottie Barnes,20,TOR,48.0,378.0,500.0,0.756,True,30324,5006
2022,nba roy,Evan Mobley,20,CLE,43.0,363.0,500.0,0.726,False,29892,4931
2022,nba roy,Cade Cunningham,20,DET,9.0,153.0,500.0,0.306,False,29725,4912
2022,nba roy,Jalen Green,19,HOU,0.0,3.0,500.0,0.006,False,29970,4946
2022,nba roy,Franz Wagner,20,ORL,0.0,2.0,500.0,0.004,False,29898,4933
2022,nba roy,Herbert Jones,23,NOP,0.0,1.0,500.0,0.002,False,29938,4939
2022,smoy,Tyler Herro,22,MIA,96.0,488.0,500.0,0.976,True,30411,4796
2022,smoy,Kevin Love,33,CLE,3.0,214.0,500.0,0.428,False,30115,3830
2022,smoy,Cameron Johnson,25,PHO,1.0,128.0,500.0,0.256,False,29731,4698
2022,smoy,Jordan Clarkson,29,UTA,0.0,27.0,500.0,0.054,False,30040,4265
2022,smoy,Luke Kennard,25,LAC,0.0,12.0,500.0,0.024,False,30160,4538
2022,smoy,Bogdan Bogdanović,29,ATL,0.0,10.0,500.0,0.02,False,29695,4475
2022,smoy,Kelly Oubre Jr.,26,CHO,0.0,9.0,500.0,0.018,False,30100,4341
2022,smoy,De'Anthony Melton,23,MEM,0.0,4.0,500.0,0.008,False,29817,4602
2022,smoy,Montrezl Harrell,28,TOT,0.0,3.0,500.0,0.006,False,30214,4349
2022,smoy,Immanuel Quickley,22,NYK,0.0,2.0,500.0,0.004,False,29940,4837
2022,smoy,Brandon Clarke,25,MEM,0.0,1.0,500.0,0.002,False,29704,4693
2022,smoy,Tyus Jones,25,MEM,0.0,1.0,500.0,0.002,False,30421,4370
2022,smoy,Maxi Kleber,30,DAL,0.0,1.0,500.0,0.002,False,30200,4547
2021,dpoy,Rudy Gobert,28,UTA,84.0,464.0,500.0,0.928,True,29529,4199
2021,dpoy,Ben Simmons,24,PHI,15.0,287.0,500.0,0.574,False,28991,4474
2021,dpoy,Draymond Green,30,GSW,0.0,76.0,500.0,0.152,False,29139,4085
2021,dpoy,Bam Adebayo,23,MIA,1.0,31.0,500.0,0.062,False,28987,4472
2021,dpoy,Giannis Antetokounmpo,26,MIL,0.0,12.0,500.0,0.024,False,29187,4164
2021,dpoy,Clint Capela,26,ATL,0.0,10.0,500.0,0.02,False,29050,4230
2021,dpoy,Joel Embiid,26,PHI,0.0,7.0,500.0,0.014,False,29288,4417
2021,dpoy,Jrue Holiday,30,MIL,0.0,6.0,500.0,0.012,False,29308,3891
2021,dpoy,Myles Turner,24,IND,0.0,3.0,500.0,0.006,False,29437,4350
2021,dpoy,Jimmy Butler,31,MIA,0.0,2.0,500.0,0.004,False,29285,4023
2021,dpoy,Kentavious Caldwell-Pope,27,LAL,0.0,1.0,500.0,0.002,False,29337,4178
2021,dpoy,Matisse Thybulle,23,PHI,0.0,1.0,500.0,0.002,False,29404,4760
2021,mip,Julius Randle,26,NYK,98.0,493.0,500.0,0.986,True,29311,4266
2021,mip,Jerami Grant,26,DET,2.0,140.0,500.0,0.28,False,29280,4257
2021,mip,Michael Porter Jr.,22,DEN,0.0,138.0,500.0,0.276,False,29419,4766
2021,mip,Christian Wood,25,HOU,0.0,44.0,500.0,0.088,False,29046,4313
2021,mip,Zach LaVine,25,CHI,0.0,20.0,500.0,0.04,False,29643,4299
2021,mip,Chris Boucher,28,TOR,0.0,10.0,500.0,0.02,False,29040,4481
2021,mip,Jaylen Brown,24,BOS,0.0,10.0,500.0,0.02,False,29272,4415
2021,mip,Mikal Bridges,24,PHO,0.0,8.0,500.0,0.016,False,29420,4658
2021,mip,Zion Williamson,20,NOP,0.0,6.0,500.0,0.012,False,29645,4803
2021,mip,Clint Capela,26,ATL,0.0,3.0,500.0,0.006,False,29050,4230
2021,mip,Jordan Clarkson,28,UTA,0.0,3.0,500.0,0.006,False,29298,4265
2021,mip,Luguentz Dort,21,OKC,0.0,3.0,500.0,0.006,False,29378,4754
2021,mip,Darius Garland,21,CLE,0.0,3.0,500.0,0.006,False,29091,4708
2021,mip,Jordan Poole,21,GSW,0.0,3.0,500.0,0.006,False,29301,4737
2021,mip,Nikola Vučević,30,TOT,0.0,3.0,500.0,0.006,False,29457,4047
2021,mip,Kyle Anderson,27,MEM,0.0,2.0,500.0,0.004,False,29356,4271
2021,mip,RJ Barrett,20,NYK,0.0,2.0,500.0,0.004,False,29511,4782
2021,mip,Miles Bridges,22,CHO,0.0,2.0,500.0,0.004,False,29425,4659
2021,mip,Lonzo Ball,23,NOP,0.0,1.0,500.0,0.002,False,29373,4537
2021,mip,Bojan Bogdanović,31,UTA,0.0,1.0,500.0,0.002,False,28999,4224
2021,mip,Shai Gilgeous-Alexander,22,OKC,0.0,1.0,500.0,0.002,False,29541,4670
2021,mip,Richaun Holmes,27,SAC,0.0,1.0,500.0,0.002,False,29509,4359
2021,mip,T.J. McConnell,28,IND,0.0,1.0,500.0,0.002,False,29560,4365
2021,mip,Terry Rozier,26,CHO,0.0,1.0,500.0,0.002,False,29574,4366
2021,mip,Andrew Wiggins,25,GSW,0.0,1.0,500.0,0.002,False,28969,4223
2021,nba mvp,Nikola Jokić,25,DEN,91.0,971.0,1010.0,0.961,True,29456,4352
2021,nba mvp,Joel Embiid,26,PHI,1.0,586.0,1010.0,0.58,False,29288,4417
2021,nba mvp,Stephen Curry,32,GSW,5.0,453.0,1010.0,0.449,False,29553,3903
2021,nba mvp,Giannis Antetokounmpo,26,MIL,1.0,348.0,1010.0,0.345,False,29187,4164
2021,nba mvp,Chris Paul,35,PHO,2.0,139.0,1010.0,0.138,False,29042,3585
2021,nba mvp,Luka Dončić,21,DAL,0.0,42.0,1010.0,0.042,False,29379,4654
2021,nba mvp,Damian Lillard,30,POR,0.0,38.0,1010.0,0.038,False,29072,4077
2021,nba mvp,Julius Randle,26,NYK,0.0,20.0,1010.0,0.02,False,29311,4266
2021,nba mvp,Derrick Rose,32,TOT,1.0,10.0,1010.0,0.01,False,29119,3812
2021,nba mvp,Rudy Gobert,28,UTA,0.0,8.0,1010.0,0.008,False,29529,4199
2021,nba mvp,Russell Westbrook,32,WAS,0.0,5.0,1010.0,0.005,False,29531,3849
2021,nba mvp,Ben Simmons,24,PHI,0.0,3.0,1010.0,0.003,False,28991,4474
2021,nba mvp,James Harden,31,TOT,0.0,1.0,1010.0,0.001,False,29245,3880
2021,nba mvp,LeBron James,36,LAL,0.0,1.0,1010.0,0.001,False,29371,3463
2021,nba mvp,Kawhi Leonard,29,LAC,0.0,1.0,1010.0,0.001,False,29324,4032
2021,nba roy,LaMelo Ball,19,CHO,84.0,465.0,495.0,0.939,True,29366,4859
2021,nba roy,Anthony Edwards,19,MIN,15.0,309.0,495.0,0.624,False,28972,4808
2021,nba roy,Tyrese Haliburton,20,SAC,0.0,114.0,495.0,0.23,False,29613,4892
2021,nba roy,Saddiq Bey,21,DET,0.0,3.0,495.0,0.006,False,29534,4882
2021,smoy,Jordan Clarkson,28,UTA,65.0,407.0,500.0,0.814,True,29298,4265
2021,smoy,Joe Ingles,33,UTA,34.0,272.0,500.0,0.544,False,29287,4261
2021,smoy,Derrick Rose,32,TOT,1.0,77.0,500.0,0.154,False,29119,3812
2021,smoy,Jalen Brunson,24,DAL,0.0,67.0,500.0,0.134,False,29238,4630
2021,smoy,Tim Hardaway Jr.,28,DAL,0.0,24.0,500.0,0.048,False,29582,4209
2021,smoy,Montrezl Harrell,27,LAL,0.0,14.0,500.0,0.028,False,29430,4349
2021,smoy,Carmelo Anthony,36,POR,0.0,8.0,500.0,0.016,False,29029,3435
2021,smoy,Chris Boucher,28,TOR,0.0,7.0,500.0,0.014,False,29040,4481
2021,smoy,Bobby Portis,25,MIL,0.0,6.0,500.0,0.012,False,28997,4307
2021,smoy,Enes Freedom,28,POR,0.0,5.0,500.0,0.01,False,29152,4006
2021,smoy,T.J. McConnell,28,IND,0.0,4.0,500.0,0.008,False,29560,4365
2021,smoy,Miles Bridges,22,CHO,0.0,3.0,500.0,0.006,False,29425,4659
2021,smoy,Shake Milton,24,PHI,0.0,3.0,500.0,0.006,False,29542,4671
2021,smoy,Thaddeus Young,32,CHI,0.0,2.0,500.0,0.004,False,29575,3791
2021,smoy,Facundo Campazzo,29,DEN,0.0,1.0,500.0,0.002,False,29160,4832
2020,dpoy,Giannis Antetokounmpo,25,MIL,75.0,432.0,500.0,0.864,True,28507,4164
2020,dpoy,Anthony Davis,26,LAL,14.0,200.0,500.0,0.4,False,28323,4066
2020,dpoy,Rudy Gobert,27,UTA,6.0,187.0,500.0,0.374,False,28826,4199
2020,dpoy,Ben Simmons,23,PHI,1.0,32.0,500.0,0.064,False,28336,4474
2020,dpoy,Bam Adebayo,22,MIA,2.0,17.0,500.0,0.034,False,28334,4472
2020,dpoy,Patrick Beverley,31,LAC,1.0,7.0,500.0,0.014,False,28792,4124
2020,dpoy,Marcus Smart,25,BOS,0.0,7.0,500.0,0.014,False,28720,4275
2020,dpoy,Andre Drummond,26,TOT,1.0,5.0,500.0,0.01,False,28313,4064
2020,dpoy,Kawhi Leonard,28,LAC,0.0,5.0,500.0,0.01,False,28654,4032
2020,dpoy,Brook Lopez,31,MIL,0.0,4.0,500.0,0.008,False,28353,3801
2020,dpoy,Hassan Whiteside,30,POR,0.0,3.0,500.0,0.006,False,28522,3945
2020,dpoy,Jarrett Allen,21,BRK,0.0,1.0,500.0,0.002,False,28571,4515
2020,mip,Brandon Ingram,22,NOP,42.0,326.0,500.0,0.652,True,28348,4379
2020,mip,Bam Adebayo,22,MIA,38.0,295.0,500.0,0.59,False,28334,4472
2020,mip,Luka Dončić,20,DAL,12.0,101.0,500.0,0.202,False,28704,4654
2020,mip,Jayson Tatum,21,BOS,3.0,57.0,500.0,0.114,False,28582,4518
2020,mip,Devonte' Graham,24,CHO,2.0,50.0,500.0,0.1,False,28448,4607
2020,mip,Shai Gilgeous-Alexander,21,OKC,0.0,21.0,500.0,0.042,False,28839,4670
2020,mip,Pascal Siakam,25,TOR,1.0,13.0,500.0,0.026,False,28790,4437
2020,mip,Christian Wood,24,DET,1.0,11.0,500.0,0.022,False,28386,4313
2020,mip,Trae Young,21,ATL,0.0,10.0,500.0,0.02,False,28882,4676
2020,mip,Fred VanVleet,25,TOR,1.0,6.0,500.0,0.012,False,28494,4403
2020,mip,Dāvis Bertāns,27,WAS,0.0,3.0,500.0,0.006,False,28420,4392
2020,mip,Jaylen Brown,23,BOS,0.0,3.0,500.0,0.006,False,28579,4415
2020,mip,Markelle Fultz,21,ORL,0.0,2.0,500.0,0.004,False,28723,4544
2020,mip,Spencer Dinwiddie,26,BRK,0.0,1.0,500.0,0.002,False,28848,4291
2020,mip,Duncan Robinson,25,MIA,0.0,1.0,500.0,0.002,False,28470,4611
2020,nba mvp,Giannis Antetokounmpo,25,MIL,85.0,962.0,1010.0,0.952,True,28507,4164
2020,nba mvp,LeBron James,35,LAL,16.0,753.0,1010.0,0.746,False,28697,3463
2020,nba mvp,James Harden,30,HOU,0.0,367.0,1010.0,0.363,False,28559,3880
2020,nba mvp,Luka Dončić,20,DAL,0.0,200.0,1010.0,0.198,False,28704,4654
2020,nba mvp,Kawhi Leonard,28,LAC,0.0,168.0,1010.0,0.166,False,28654,4032
2020,nba mvp,Anthony Davis,26,LAL,0.0,82.0,1010.0,0.081,False,28323,4066
2020,nba mvp,Chris Paul,34,OKC,0.0,26.0,1010.0,0.026,False,28384,3585
2020,nba mvp,Damian Lillard,29,POR,0.0,23.0,1010.0,0.023,False,28403,4077
2020,nba mvp,Nikola Jokić,24,DEN,0.0,18.0,1010.0,0.018,False,28777,4352
2020,nba mvp,Pascal Siakam,25,TOR,0.0,17.0,1010.0,0.017,False,28790,4437
2020,nba mvp,Jimmy Butler,30,MIA,0.0,9.0,1010.0,0.009,False,28598,4023
2020,nba mvp,Jayson Tatum,21,BOS,0.0,1.0,1010.0,0.001,False,28582,4518
2020,nba roy,Ja Morant,20,MEM,99.0,498.0,500.0,0.996,True,28537,4723
2020,nba roy,Kendrick Nunn,24,MIA,0.0,204.0,500.0,0.408,False,28663,4746
2020,nba roy,Zion Williamson,19,NOP,1.0,140.0,500.0,0.28,False,28939,4803
2020,nba roy,Brandon Clarke,23,MEM,0.0,50.0,500.0,0.1,False,28346,4693
2020,nba roy,Coby White,19,CHI,0.0,3.0,500.0,0.006,False,28389,4703
2020,nba roy,Terence Davis,22,TOR,0.0,2.0,500.0,0.004,False,28864,4792
2020,nba roy,Eric Paschall,23,GSW,0.0,2.0,500.0,0.004,False,28486,4716
2020,nba roy,RJ Barrett,19,NYK,0.0,1.0,500.0,0.002,False,28813,4782
2020,smoy,Montrezl Harrell,26,LAC,58.0,397.0,500.0,0.794,True,28762,4349
2020,smoy,Dennis Schröder,26,OKC,35.0,328.0,500.0,0.656,False,28434,4157
2020,smoy,Lou Williams,33,LAC,7.0,127.0,500.0,0.254,False,28700,3619
2020,smoy,George Hill,33,MIL,0.0,17.0,500.0,0.034,False,28505,3816
2020,smoy,Christian Wood,24,DET,0.0,17.0,500.0,0.034,False,28386,4313
2020,smoy,Goran Dragić,33,MIA,0.0,6.0,500.0,0.012,False,28512,3817
2020,smoy,Derrick Rose,31,DET,0.0,5.0,500.0,0.01,False,28440,3812
2020,smoy,Dāvis Bertāns,27,WAS,0.0,2.0,500.0,0.004,False,28420,4392
2020,smoy,Dwight Howard,34,LAL,0.0,1.0,500.0,0.002,False,28473,3520
2019,dpoy,Rudy Gobert,26,UTA,65.0,411.0,500.0,0.822,True,28147,4199
2019,dpoy,Giannis Antetokounmpo,24,MIL,26.0,280.0,500.0,0.56,False,27809,4164
2019,dpoy,Paul George,28,OKC,6.0,150.0,500.0,0.3,False,28111,3969
2019,dpoy,Joel Embiid,24,PHI,1.0,26.0,500.0,0.052,False,27919,4417
2019,dpoy,Myles Turner,22,IND,0.0,15.0,500.0,0.03,False,28075,4350
2019,dpoy,Draymond Green,28,GSW,1.0,6.0,500.0,0.012,False,27760,4085
2019,dpoy,Kawhi Leonard,27,TOR,1.0,6.0,500.0,0.012,False,27966,4032
2019,dpoy,Marcus Smart,24,BOS,0.0,4.0,500.0,0.008,False,28031,4275
2019,dpoy,Jarrett Allen,20,BRK,0.0,1.0,500.0,0.002,False,27885,4515
2019,dpoy,Patrick Beverley,30,LAC,0.0,1.0,500.0,0.002,False,28102,4124
2019,mip,Pascal Siakam,24,TOR,86.0,469.0,500.0,0.938,True,28100,4437
2019,mip,D'Angelo Russell,22,BRK,12.0,255.0,500.0,0.51,False,27696,4317
2019,mip,De'Aaron Fox,21,SAC,1.0,77.0,500.0,0.154,False,27718,4489
2019,mip,Buddy Hield,26,SAC,0.0,22.0,500.0,0.044,False,27654,4382
2019,mip,Nikola Vučević,28,ORL,0.0,20.0,500.0,0.04,False,28089,4047
2019,mip,Domantas Sabonis,22,IND,0.0,10.0,500.0,0.02,False,27752,4400
2019,mip,Montrezl Harrell,25,LAC,0.0,9.0,500.0,0.018,False,28073,4349
2019,mip,Derrick Rose,30,MIN,1.0,8.0,500.0,0.016,False,27740,3812
2019,mip,John Collins,21,ATL,0.0,6.0,500.0,0.012,False,27920,4519
2019,mip,Giannis Antetokounmpo,24,MIL,0.0,4.0,500.0,0.008,False,27809,4164
2019,mip,Malik Beasley,22,DEN,0.0,3.0,500.0,0.006,False,28022,4426
2019,mip,Danilo Gallinari,30,LAC,0.0,3.0,500.0,0.006,False,27704,3807
2019,mip,Paul George,28,OKC,0.0,3.0,500.0,0.006,False,28111,3969
2019,mip,Bojan Bogdanović,29,IND,0.0,2.0,500.0,0.004,False,27640,4224
2019,mip,Thomas Bryant,21,WAS,0.0,2.0,500.0,0.004,False,28198,4568
2019,mip,Willie Cauley-Stein,25,SAC,0.0,1.0,500.0,0.002,False,28276,4371
2019,mip,Spencer Dinwiddie,25,BRK,0.0,1.0,500.0,0.002,False,28175,4291
2019,mip,Bryn Forbes,25,SAS,0.0,1.0,500.0,0.002,False,27653,4381
2019,mip,Jerami Grant,24,OKC,0.0,1.0,500.0,0.002,False,27901,4257
2019,mip,Zach LaVine,23,CHI,0.0,1.0,500.0,0.002,False,28285,4299
2019,mip,Josh Richardson,25,MIA,0.0,1.0,500.0,0.002,False,27948,4336
2019,mip,Derrick White,24,SAS,0.0,1.0,500.0,0.002,False,27741,4492
2019,nba mvp,Giannis Antetokounmpo,24,MIL,78.0,941.0,1010.0,0.932,True,27809,4164
2019,nba mvp,James Harden,29,HOU,23.0,776.0,1010.0,0.768,False,27871,3880
2019,nba mvp,Paul George,28,OKC,0.0,356.0,1010.0,0.352,False,28111,3969
2019,nba mvp,Nikola Jokić,23,DEN,0.0,212.0,1010.0,0.21,False,28085,4352
2019,nba mvp,Stephen Curry,30,GSW,0.0,175.0,1010.0,0.173,False,28179,3903
2019,nba mvp,Damian Lillard,28,POR,0.0,69.0,1010.0,0.068,False,27699,4077
2019,nba mvp,Joel Embiid,24,PHI,0.0,49.0,1010.0,0.049,False,27919,4417
2019,nba mvp,Kevin Durant,30,GSW,0.0,25.0,1010.0,0.025,False,27979,3770
2019,nba mvp,Kawhi Leonard,27,TOR,0.0,13.0,1010.0,0.013,False,27966,4032
2019,nba mvp,Russell Westbrook,30,OKC,0.0,8.0,1010.0,0.008,False,28148,3849
2019,nba mvp,Rudy Gobert,26,UTA,0.0,1.0,1010.0,0.001,False,28147,4199
2019,nba mvp,LeBron James,34,LAL,0.0,1.0,1010.0,0.001,False,28009,3463
2019,nba roy,Luka Dončić,19,DAL,98.0,496.0,500.0,0.992,True,28015,4654
2019,nba roy,Trae Young,20,ATL,2.0,301.0,500.0,0.602,False,28220,4676
2019,nba roy,Deandre Ayton,20,PHO,0.0,66.0,500.0,0.132,False,27720,4603
2019,nba roy,Jaren Jackson Jr.,19,MEM,0.0,12.0,500.0,0.024,False,27882,4632
2019,nba roy,Collin Sexton,20,CLE,0.0,10.0,500.0,0.02,False,27684,4599
2019,nba roy,Shai Gilgeous-Alexander,20,LAC,0.0,7.0,500.0,0.014,False,28163,4670
2019,nba roy,Marvin Bagley III,19,SAC,0.0,6.0,500.0,0.012,False,28041,4656
2019,nba roy,Josh Okogie,20,MIN,0.0,1.0,500.0,0.002,False,27947,4644
2019,nba roy,Mitchell Robinson,20,NYK,0.0,1.0,500.0,0.002,False,28070,4661
2019,smoy,Lou Williams,32,LAC,96.0,489.0,500.0,0.978,True,28013,3619
2019,smoy,Domantas Sabonis,22,IND,1.0,190.0,500.0,0.38,False,27752,4400
2019,smoy,Montrezl Harrell,25,LAC,2.0,142.0,500.0,0.284,False,28073,4349
2019,smoy,Spencer Dinwiddie,25,BRK,0.0,34.0,500.0,0.068,False,28175,4291
2019,smoy,Terrence Ross,27,ORL,0.0,12.0,500.0,0.024,False,28193,4131
2019,smoy,Derrick Rose,30,MIN,0.0,11.0,500.0,0.022,False,27740,3812
2019,smoy,Dwyane Wade,37,MIA,0.0,8.0,500.0,0.016,False,27767,3445
2019,smoy,Dennis Schröder,25,OKC,1.0,5.0,500.0,0.01,False,27733,4157
2019,smoy,Monte Morris,23,DEN,0.0,3.0,500.0,0.006,False,28072,4551
2019,smoy,Andre Iguodala,35,GSW,0.0,2.0,500.0,0.004,False,27603,3500
2019,smoy,Malik Beasley,22,DEN,0.0,1.0,500.0,0.002,False,28022,4426
2019,smoy,Dāvis Bertāns,26,SAS,0.0,1.0,500.0,0.002,False,27716,4392
