season,lg,team,abbreviation,playoffs,g,mp,opp_fg,opp_fga,opp_fg_percent,opp_x3p,opp_x3pa,opp_x3p_percent,opp_x2p,opp_x2pa,opp_x2p_percent,opp_ft,opp_fta,opp_ft_percent,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
2009,NBA,Golden State Warriors,GSW,False,82.0,19880.0,3401.0,7273.0,0.468,582.0,1531.0,0.38,2819.0,5742.0,0.491,1828.0,2346.0,0.779,1165.0,2695.0,3860.0,1980.0,647.0,414.0,1229.0,1927.0,9212.0
2009,NBA,Houston Rockets,HOU,True,82.0,19805.0,2991.0,6735.0,0.444,464.0,1298.0,0.357,2527.0,5437.0,0.465,1296.0,1730.0,0.749,873.0,2399.0,3272.0,1620.0,588.0,435.0,1012.0,1689.0,7742.0
2009,NBA,Indiana Pacers,IND,False,82.0,19830.0,3141.0,6862.0,0.458,569.0,1519.0,0.375,2572.0,5343.0,0.481,1857.0,2431.0,0.764,909.0,2708.0,3617.0,1731.0,635.0,444.0,1151.0,1692.0,8708.0
2009,NBA,Los Angeles Clippers,LAC,False,82.0,19880.0,3218.0,6805.0,0.473,536.0,1431.0,0.375,2682.0,5374.0,0.499,1546.0,2035.0,0.76,962.0,2653.0,3615.0,1951.0,652.0,414.0,1093.0,1609.0,8518.0
2009,NBA,Los Angeles Lakers,LAL,True,82.0,19780.0,3050.0,6825.0,0.447,586.0,1700.0,0.345,2464.0,5125.0,0.481,1454.0,1931.0,0.753,959.0,2440.0,3399.0,1854.0,635.0,392.0,1275.0,1816.0,8140.0
2009,NBA,Memphis Grizzlies,MEM,False,82.0,19805.0,3018.0,6378.0,0.473,536.0,1510.0,0.355,2482.0,4868.0,0.51,1574.0,2043.0,0.77,842.0,2431.0,3273.0,1735.0,632.0,443.0,1194.0,1786.0,8146.0
2009,NBA,Miami Heat,MIA,True,82.0,19955.0,2920.0,6412.0,0.455,591.0,1519.0,0.389,2329.0,4893.0,0.476,1609.0,2086.0,0.771,896.0,2536.0,3432.0,1646.0,528.0,335.0,1246.0,1632.0,8040.0
2009,NBA,Milwaukee Bucks,MIL,False,82.0,19780.0,2854.0,6233.0,0.458,562.0,1486.0,0.378,2292.0,4747.0,0.483,1961.0,2480.0,0.791,831.0,2527.0,3358.0,1730.0,616.0,376.0,1350.0,1842.0,8231.0
2009,NBA,Minnesota Timberwolves,MIN,False,82.0,19805.0,3109.0,6561.0,0.474,536.0,1420.0,0.377,2573.0,5141.0,0.5,1668.0,2145.0,0.778,813.0,2539.0,3352.0,1765.0,610.0,484.0,1028.0,1642.0,8422.0
2009,NBA,New Jersey Nets,NJN,False,82.0,19830.0,2953.0,6385.0,0.462,600.0,1536.0,0.391,2353.0,4849.0,0.485,1738.0,2281.0,0.762,872.0,2523.0,3395.0,1793.0,567.0,393.0,1103.0,1680.0,8244.0
2009,NBA,New Orleans Hornets,NOH,True,82.0,19755.0,2851.0,6329.0,0.45,575.0,1625.0,0.354,2276.0,4704.0,0.484,1453.0,1879.0,0.773,822.0,2459.0,3281.0,1649.0,476.0,290.0,1089.0,1675.0,7730.0
2009,NBA,New York Knicks,NYK,False,82.0,19805.0,3378.0,7041.0,0.48,571.0,1625.0,0.351,2807.0,5416.0,0.518,1514.0,1998.0,0.758,954.0,2826.0,3780.0,1774.0,654.0,437.0,1188.0,1592.0,8841.0
2009,NBA,Oklahoma City Thunder,OKC,False,82.0,19805.0,3230.0,6799.0,0.475,524.0,1439.0,0.364,2706.0,5360.0,0.505,1468.0,1930.0,0.761,884.0,2496.0,3380.0,1769.0,697.0,407.0,1140.0,1656.0,8452.0
2009,NBA,Orlando Magic,ORL,True,82.0,19730.0,2936.0,6785.0,0.433,444.0,1297.0,0.342,2492.0,5488.0,0.454,1421.0,1882.0,0.755,864.0,2591.0,3455.0,1488.0,564.0,308.0,1072.0,1840.0,7737.0
2009,NBA,Philadelphia 76ers,PHI,True,82.0,19755.0,2997.0,6489.0,0.462,585.0,1595.0,0.367,2412.0,4894.0,0.493,1402.0,1792.0,0.782,935.0,2285.0,3220.0,1799.0,575.0,400.0,1278.0,1786.0,7981.0
2009,NBA,Phoenix Suns,PHO,False,82.0,19755.0,3278.0,7025.0,0.467,626.0,1635.0,0.383,2652.0,5390.0,0.492,1634.0,2108.0,0.775,993.0,2352.0,3345.0,1741.0,706.0,369.0,1165.0,1877.0,8816.0
2009,NBA,Portland Trail Blazers,POR,True,82.0,19830.0,2899.0,6302.0,0.46,487.0,1301.0,0.374,2412.0,5001.0,0.482,1430.0,1780.0,0.803,786.0,2190.0,2976.0,1590.0,514.0,319.0,1082.0,1733.0,7715.0
2009,NBA,Sacramento Kings,SAC,False,82.0,19905.0,3281.0,6792.0,0.483,580.0,1430.0,0.406,2701.0,5362.0,0.504,1824.0,2412.0,0.756,1018.0,2592.0,3610.0,1796.0,704.0,423.0,1178.0,1737.0,8966.0
2009,NBA,San Antonio Spurs,SAS,True,82.0,19905.0,2973.0,6568.0,0.453,447.0,1180.0,0.379,2526.0,5388.0,0.469,1257.0,1635.0,0.769,745.0,2570.0,3315.0,1481.0,531.0,352.0,961.0,1511.0,7650.0
2009,NBA,Toronto Raptors,TOR,False,82.0,19805.0,3172.0,6827.0,0.465,629.0,1716.0,0.367,2543.0,5111.0,0.498,1379.0,1759.0,0.784,895.0,2539.0,3434.0,1887.0,521.0,386.0,1093.0,1645.0,8352.0
2009,NBA,Utah Jazz,UTA,True,82.0,19880.0,3019.0,6509.0,0.464,534.0,1479.0,0.361,2485.0,5030.0,0.494,1703.0,2233.0,0.763,908.0,2393.0,3301.0,1640.0,658.0,424.0,1323.0,1972.0,8275.0
2009,NBA,Washington Wizards,WAS,False,82.0,19705.0,3164.0,6565.0,0.482,674.0,1740.0,0.387,2490.0,4825.0,0.516,1487.0,1959.0,0.759,934.0,2491.0,3425.0,2015.0,593.0,431.0,1140.0,1638.0,8489.0
2009,NBA,League Average,,False,82.0,19822.0,3044.0,6635.0,0.459,545.0,1486.0,0.367,2499.0,5149.0,0.485,1564.0,2029.0,0.771,905.0,2481.0,3386.0,1720.0,596.0,394.0,1151.0,1726.0,8196.0
2008,NBA,Atlanta Hawks,ATL,True,82.0,19855.0,3115.0,6733.0,0.463,512.0,1413.0,0.362,2603.0,5320.0,0.489,1461.0,1943.0,0.752,968.0,2386.0,3354.0,1825.0,615.0,421.0,1123.0,1793.0,8203.0
2008,NBA,Boston Celtics,BOS,True,82.0,19755.0,2657.0,6341.0,0.419,485.0,1535.0,0.316,2172.0,4806.0,0.452,1605.0,2160.0,0.743,899.0,2290.0,3189.0,1539.0,594.0,389.0,1308.0,1818.0,7404.0
2008,NBA,Charlotte Bobcats,CHA,False,82.0,19880.0,3115.0,6684.0,0.466,517.0,1456.0,0.355,2598.0,5228.0,0.497,1571.0,2102.0,0.747,999.0,2588.0,3587.0,1785.0,625.0,476.0,1177.0,1721.0,8318.0
2008,NBA,Chicago Bulls,CHI,False,82.0,19805.0,2982.0,6583.0,0.453,571.0,1522.0,0.375,2411.0,5061.0,0.476,1699.0,2217.0,0.766,914.0,2582.0,3496.0,1794.0,648.0,465.0,1254.0,1746.0,8234.0
2008,NBA,Cleveland Cavaliers,CLE,True,82.0,19855.0,2939.0,6462.0,0.455,506.0,1419.0,0.357,2433.0,5043.0,0.482,1548.0,2070.0,0.748,814.0,2500.0,3314.0,1721.0,559.0,388.0,1092.0,1666.0,7932.0
2008,NBA,Dallas Mavericks,DAL,True,82.0,19730.0,2903.0,6551.0,0.443,408.0,1168.0,0.349,2495.0,5383.0,0.463,1648.0,2168.0,0.76,882.0,2419.0,3301.0,1547.0,536.0,357.0,999.0,1739.0,7862.0
2008,NBA,Denver Nuggets,DEN,True,82.0,19855.0,3334.0,7303.0,0.457,621.0,1710.0,0.363,2713.0,5593.0,0.485,1481.0,2028.0,0.73,1042.0,2680.0,3722.0,2107.0,644.0,393.0,1343.0,1950.0,8770.0
2008,NBA,Detroit Pistons,DET,True,82.0,19730.0,2727.0,6239.0,0.437,409.0,1233.0,0.332,2318.0,5006.0,0.463,1523.0,2047.0,0.744,865.0,2344.0,3209.0,1563.0,477.0,319.0,1108.0,1618.0,7386.0
2008,NBA,Golden State Warriors,GSW,False,82.0,19780.0,3273.0,6998.0,0.468,572.0,1556.0,0.368,2701.0,5442.0,0.496,1806.0,2378.0,0.759,1053.0,2803.0,3856.0,1939.0,567.0,413.0,1384.0,1736.0,8924.0
2008,NBA,Houston Rockets,HOU,True,82.0,19730.0,2852.0,6594.0,0.433,433.0,1186.0,0.365,2419.0,5408.0,0.447,1410.0,1912.0,0.737,894.0,2441.0,3335.0,1548.0,622.0,379.0,1094.0,1615.0,7547.0
2008,NBA,Indiana Pacers,IND,False,82.0,19755.0,3093.0,6817.0,0.454,606.0,1571.0,0.386,2487.0,5246.0,0.474,1850.0,2443.0,0.757,929.0,2800.0,3729.0,1820.0,663.0,416.0,1297.0,1782.0,8642.0
2008,NBA,Los Angeles Clippers,LAC,False,82.0,19805.0,3114.0,6670.0,0.467,486.0,1393.0,0.349,2628.0,5277.0,0.498,1574.0,2096.0,0.751,916.0,2657.0,3573.0,1834.0,590.0,388.0,1112.0,1773.0,8288.0
2008,NBA,Los Angeles Lakers,LAL,True,82.0,19780.0,3127.0,7022.0,0.445,554.0,1531.0,0.362,2573.0,5491.0,0.469,1501.0,1995.0,0.752,988.0,2521.0,3509.0,1793.0,634.0,368.0,1168.0,1850.0,8309.0
2008,NBA,Memphis Grizzlies,MEM,False,82.0,19805.0,3394.0,7076.0,0.48,591.0,1625.0,0.364,2803.0,5451.0,0.514,1387.0,1791.0,0.774,932.0,2721.0,3653.0,1963.0,711.0,403.0,1096.0,1842.0,8766.0
2008,NBA,Miami Heat,MIA,False,82.0,19830.0,3029.0,6477.0,0.468,552.0,1497.0,0.369,2477.0,4980.0,0.497,1590.0,2105.0,0.755,916.0,2617.0,3533.0,1817.0,631.0,341.0,1166.0,1650.0,8200.0
2008,NBA,Milwaukee Bucks,MIL,False,82.0,19855.0,3147.0,6562.0,0.48,588.0,1530.0,0.384,2559.0,5032.0,0.509,1639.0,2141.0,0.766,872.0,2464.0,3336.0,1913.0,647.0,404.0,1125.0,1727.0,8521.0
2008,NBA,Minnesota Timberwolves,MIN,False,82.0,19730.0,3056.0,6481.0,0.472,541.0,1516.0,0.357,2515.0,4965.0,0.507,1742.0,2266.0,0.769,871.0,2545.0,3416.0,1899.0,610.0,467.0,1103.0,1434.0,8395.0
2008,NBA,New Jersey Nets,NJN,False,82.0,19830.0,2982.0,6543.0,0.456,534.0,1448.0,0.369,2448.0,5095.0,0.48,1774.0,2311.0,0.768,896.0,2517.0,3413.0,1810.0,662.0,362.0,1098.0,1836.0,8272.0
2008,NBA,New Orleans Hornets,NOH,True,82.0,19805.0,3038.0,6604.0,0.46,544.0,1552.0,0.351,2494.0,5052.0,0.494,1217.0,1579.0,0.771,815.0,2533.0,3348.0,1779.0,470.0,331.0,1136.0,1573.0,7837.0
2008,NBA,New York Knicks,NYK,False,82.0,19880.0,3184.0,6711.0,0.474,587.0,1592.0,0.369,2597.0,5119.0,0.507,1535.0,2078.0,0.739,924.0,2573.0,3497.0,1773.0,621.0,429.0,1046.0,1665.0,8490.0
2008,NBA,Orlando Magic,ORL,True,82.0,19780.0,3057.0,6855.0,0.446,516.0,1441.0,0.358,2541.0,5414.0,0.469,1489.0,1975.0,0.754,900.0,2519.0,3419.0,1764.0,581.0,344.0,1081.0,1898.0,8119.0
2008,NBA,Philadelphia 76ers,PHI,True,82.0,19755.0,3000.0,6504.0,0.461,557.0,1549.0,0.36,2443.0,4955.0,0.493,1332.0,1726.0,0.772,923.0,2293.0,3216.0,1903.0,550.0,420.0,1289.0,1708.0,7889.0
2008,NBA,Phoenix Suns,PHO,True,82.0,19780.0,3368.0,7384.0,0.456,469.0,1329.0,0.353,2899.0,6055.0,0.479,1407.0,1879.0,0.749,1101.0,2498.0,3599.0,1607.0,601.0,311.0,1101.0,1731.0,8612.0
2008,NBA,Portland Trail Blazers,POR,False,82.0,19905.0,2983.0,6616.0,0.451,533.0,1499.0,0.356,2450.0,5117.0,0.479,1401.0,1828.0,0.766,957.0,2465.0,3422.0,1714.0,488.0,301.0,1026.0,1656.0,7900.0
2008,NBA,Sacramento Kings,SAC,False,82.0,19830.0,3137.0,6732.0,0.466,597.0,1600.0,0.373,2540.0,5132.0,0.495,1722.0,2287.0,0.753,970.0,2465.0,3435.0,1878.0,661.0,452.0,1250.0,1892.0,8593.0
2008,NBA,San Antonio Spurs,SAS,True,82.0,19730.0,2857.0,6431.0,0.444,420.0,1227.0,0.342,2437.0,5204.0,0.468,1293.0,1710.0,0.756,776.0,2527.0,3303.0,1490.0,566.0,361.0,1058.0,1625.0,7427.0
2008,NBA,Seattle SuperSonics,SEA,False,82.0,19830.0,3288.0,7136.0,0.461,607.0,1576.0,0.385,2681.0,5560.0,0.482,1534.0,2048.0,0.749,961.0,2655.0,3616.0,1997.0,706.0,440.0,1082.0,1610.0,8717.0
2008,NBA,Toronto Raptors,TOR,True,82.0,19830.0,3007.0,6569.0,0.458,619.0,1683.0,0.368,2388.0,4886.0,0.489,1344.0,1732.0,0.776,830.0,2583.0,3413.0,1797.0,470.0,333.0,1149.0,1508.0,7977.0
2008,NBA,Utah Jazz,UTA,True,82.0,19705.0,2896.0,6286.0,0.461,506.0,1419.0,0.357,2390.0,4867.0,0.491,1848.0,2468.0,0.749,844.0,2256.0,3100.0,1629.0,619.0,420.0,1305.0,1891.0,8146.0
2008,NBA,Washington Wizards,WAS,True,82.0,19905.0,3015.0,6537.0,0.461,683.0,1768.0,0.386,2332.0,4769.0,0.489,1418.0,1880.0,0.754,900.0,2478.0,3378.0,1958.0,529.0,360.0,1149.0,1656.0,8131.0
2008,NBA,League Average,,False,82.0,19803.0,3056.0,6683.0,0.457,537.0,1485.0,0.362,2518.0,5199.0,0.484,1545.0,2045.0,0.755,918.0,2524.0,3442.0,1784.0,597.0,388.0,1157.0,1724.0,8194.0
2007,NBA,Atlanta Hawks,ATL,False,82.0,19880.0,2953.0,6335.0,0.466,465.0,1236.0,0.376,2488.0,5099.0,0.488,1699.0,2315.0,0.734,948.0,2370.0,3318.0,1732.0,597.0,421.0,1247.0,1853.0,8070.0
2007,NBA,Boston Celtics,BOS,False,82.0,19855.0,2966.0,6337.0,0.468,429.0,1212.0,0.354,2537.0,5125.0,0.495,1776.0,2376.0,0.747,848.0,2476.0,3324.0,1811.0,604.0,449.0,1250.0,1757.0,8137.0
2007,NBA,Charlotte Bobcats,CHA,False,82.0,20005.0,2999.0,6450.0,0.465,452.0,1245.0,0.363,2547.0,5205.0,0.489,1802.0,2404.0,0.75,929.0,2562.0,3491.0,1717.0,603.0,437.0,1296.0,1786.0,8252.0
2007,NBA,Chicago Bulls,CHI,True,82.0,19780.0,2793.0,6416.0,0.435,484.0,1387.0,0.349,2309.0,5029.0,0.459,1619.0,2219.0,0.73,897.0,2456.0,3353.0,1675.0,614.0,433.0,1429.0,1900.0,7689.0
2007,NBA,Cleveland Cavaliers,CLE,True,82.0,19880.0,2838.0,6337.0,0.448,405.0,1231.0,0.329,2433.0,5106.0,0.476,1539.0,2096.0,0.734,807.0,2461.0,3268.0,1649.0,540.0,349.0,1254.0,1804.0,7620.0
2007,NBA,Dallas Mavericks,DAL,True,82.0,19755.0,2790.0,6241.0,0.447,375.0,1074.0,0.349,2415.0,5167.0,0.467,1654.0,2216.0,0.746,839.0,2286.0,3125.0,1471.0,565.0,312.0,1190.0,1811.0,7609.0
2007,NBA,Denver Nuggets,DEN,True,82.0,19780.0,3257.0,7088.0,0.46,554.0,1569.0,0.353,2703.0,5519.0,0.49,1438.0,1945.0,0.739,1006.0,2461.0,3467.0,2010.0,680.0,424.0,1343.0,1946.0,8506.0
2007,NBA,Detroit Pistons,DET,True,82.0,19880.0,2819.0,6337.0,0.445,409.0,1205.0,0.339,2410.0,5132.0,0.47,1484.0,2006.0,0.74,973.0,2403.0,3376.0,1647.0,521.0,290.0,1205.0,1668.0,7531.0
2007,NBA,Golden State Warriors,GSW,True,82.0,19755.0,3171.0,6871.0,0.462,609.0,1664.0,0.366,2562.0,5207.0,0.492,1814.0,2419.0,0.75,1074.0,2733.0,3807.0,2023.0,680.0,399.0,1525.0,1832.0,8765.0
2007,NBA,Houston Rockets,HOU,True,82.0,19855.0,2793.0,6503.0,0.429,472.0,1346.0,0.351,2321.0,5157.0,0.45,1497.0,2000.0,0.749,800.0,2548.0,3348.0,1588.0,571.0,353.0,1163.0,1631.0,7555.0
2007,NBA,Indiana Pacers,IND,False,82.0,19780.0,2931.0,6416.0,0.457,437.0,1175.0,0.372,2494.0,5241.0,0.476,1741.0,2311.0,0.753,915.0,2499.0,3414.0,1642.0,644.0,410.0,1289.0,1942.0,8040.0
2007,NBA,Los Angeles Clippers,LAC,False,82.0,19730.0,2912.0,6436.0,0.452,455.0,1341.0,0.339,2457.0,5095.0,0.482,1602.0,2142.0,0.748,843.0,2377.0,3220.0,1722.0,582.0,321.0,1132.0,1829.0,7881.0
2007,NBA,Los Angeles Lakers,LAL,True,82.0,20030.0,3097.0,6719.0,0.461,523.0,1462.0,0.358,2574.0,5257.0,0.49,1763.0,2320.0,0.76,955.0,2508.0,3463.0,1798.0,649.0,409.0,1208.0,1916.0,8480.0
2007,NBA,Memphis Grizzlies,MEM,False,82.0,19980.0,3287.0,6761.0,0.486,576.0,1480.0,0.389,2711.0,5281.0,0.513,1603.0,2113.0,0.759,965.0,2483.0,3448.0,2062.0,681.0,450.0,1253.0,1992.0,8753.0
2007,NBA,Miami Heat,MIA,True,82.0,19855.0,2895.0,6517.0,0.444,531.0,1495.0,0.355,2364.0,5022.0,0.471,1513.0,2039.0,0.742,921.0,2467.0,3388.0,1656.0,562.0,314.0,1185.0,1790.0,7834.0
2007,NBA,Milwaukee Bucks,MIL,False,82.0,19855.0,3201.0,6673.0,0.48,565.0,1537.0,0.368,2636.0,5136.0,0.513,1564.0,2109.0,0.742,1062.0,2468.0,3530.0,2077.0,615.0,433.0,1284.0,1718.0,8531.0
2007,NBA,Minnesota Timberwolves,MIN,False,82.0,20005.0,3075.0,6689.0,0.46,518.0,1488.0,0.348,2557.0,5201.0,0.492,1510.0,1987.0,0.76,957.0,2438.0,3395.0,1782.0,583.0,360.0,1163.0,1679.0,8178.0
2007,NBA,New Jersey Nets,NJN,True,82.0,19880.0,2911.0,6476.0,0.45,519.0,1455.0,0.357,2392.0,5021.0,0.476,1723.0,2261.0,0.762,867.0,2526.0,3393.0,1805.0,584.0,369.0,1188.0,1886.0,8064.0
2007,NBA,New Orleans/Oklahoma City Hornets,NOK,False,82.0,19880.0,3004.0,6579.0,0.457,559.0,1575.0,0.355,2445.0,5004.0,0.489,1395.0,1839.0,0.759,853.0,2493.0,3346.0,1703.0,554.0,392.0,1119.0,1733.0,7962.0
2007,NBA,New York Knicks,NYK,False,82.0,20005.0,3021.0,6566.0,0.46,573.0,1523.0,0.376,2448.0,5043.0,0.485,1613.0,2135.0,0.756,885.0,2297.0,3182.0,1748.0,616.0,406.0,1122.0,1875.0,8228.0
2007,NBA,Orlando Magic,ORL,True,82.0,19780.0,2739.0,6191.0,0.442,461.0,1306.0,0.353,2278.0,4885.0,0.466,1768.0,2327.0,0.76,865.0,2217.0,3082.0,1609.0,678.0,376.0,1232.0,1921.0,7707.0
2007,NBA,Philadelphia 76ers,PHI,False,82.0,19880.0,3039.0,6570.0,0.463,503.0,1424.0,0.353,2536.0,5146.0,0.493,1452.0,1926.0,0.754,969.0,2404.0,3373.0,1825.0,606.0,320.0,1280.0,1801.0,8033.0
2007,NBA,Phoenix Suns,PHO,True,82.0,19905.0,3238.0,7087.0,0.457,504.0,1387.0,0.363,2734.0,5700.0,0.48,1458.0,1901.0,0.767,1008.0,2504.0,3512.0,1548.0,566.0,304.0,1242.0,1759.0,8438.0
2007,NBA,Portland Trail Blazers,POR,False,82.0,19955.0,2962.0,6292.0,0.471,467.0,1293.0,0.361,2495.0,4999.0,0.499,1678.0,2157.0,0.778,850.0,2347.0,3197.0,1703.0,539.0,380.0,1127.0,1750.0,8069.0
2007,NBA,Sacramento Kings,SAC,False,82.0,19805.0,3147.0,6671.0,0.472,557.0,1524.0,0.365,2590.0,5147.0,0.503,1600.0,2115.0,0.757,907.0,2648.0,3555.0,1840.0,572.0,405.0,1335.0,1990.0,8451.0
2007,NBA,San Antonio Spurs,SAS,True,82.0,19780.0,2860.0,6463.0,0.443,368.0,1101.0,0.334,2492.0,5362.0,0.465,1300.0,1756.0,0.74,829.0,2379.0,3208.0,1416.0,580.0,337.0,1176.0,1739.0,7388.0
2007,NBA,Seattle SuperSonics,SEA,False,82.0,19830.0,3126.0,6568.0,0.476,519.0,1437.0,0.361,2607.0,5131.0,0.508,1596.0,2124.0,0.751,954.0,2408.0,3362.0,1870.0,590.0,341.0,1233.0,1635.0,8367.0
2007,NBA,Toronto Raptors,TOR,True,82.0,19755.0,3051.0,6593.0,0.463,533.0,1491.0,0.357,2518.0,5102.0,0.494,1441.0,1911.0,0.754,848.0,2641.0,3489.0,1742.0,489.0,317.0,1241.0,1786.0,8076.0
2007,NBA,Utah Jazz,UTA,True,82.0,19805.0,2819.0,6191.0,0.455,506.0,1424.0,0.355,2313.0,4767.0,0.485,1943.0,2534.0,0.767,813.0,2223.0,3036.0,1552.0,623.0,438.0,1230.0,2010.0,8087.0
2007,NBA,Washington Wizards,WAS,True,82.0,19830.0,3166.0,6700.0,0.473,598.0,1585.0,0.377,2568.0,5115.0,0.502,1668.0,2146.0,0.777,973.0,2551.0,3524.0,1942.0,519.0,380.0,1291.0,1927.0,8598.0
2007,NBA,League Average,,False,82.0,19858.0,2995.0,6536.0,0.458,498.0,1389.0,0.358,2498.0,5147.0,0.485,1608.0,2138.0,0.752,912.0,2454.0,3366.0,1746.0,594.0,378.0,1241.0,1822.0,8097.0
2006,NBA,Atlanta Hawks,ATL,False,82.0,19880.0,3075.0,6433.0,0.478,444.0,1205.0,0.368,2631.0,5228.0,0.503,1768.0,2372.0,0.745,981.0,2335.0,3316.0,1689.0,597.0,422.0,1227.0,1855.0,8362.0
2006,NBA,Boston Celtics,BOS,False,82.0,19880.0,2944.0,6462.0,0.456,446.0,1265.0,0.353,2498.0,5197.0,0.481,1825.0,2457.0,0.743,910.0,2369.0,3279.0,1763.0,688.0,404.0,1210.0,1837.0,8159.0
2006,NBA,Charlotte Bobcats,CHA,False,82.0,19905.0,3065.0,6410.0,0.478,458.0,1285.0,0.356,2607.0,5125.0,0.509,1683.0,2283.0,0.737,940.0,2667.0,3607.0,1881.0,577.0,441.0,1464.0,1929.0,8271.0
2006,NBA,Chicago Bulls,CHI,True,82.0,19905.0,2773.0,6515.0,0.426,501.0,1428.0,0.351,2272.0,5087.0,0.447,1921.0,2472.0,0.777,881.0,2541.0,3422.0,1652.0,611.0,420.0,1228.0,1883.0,7968.0
2006,NBA,Cleveland Cavaliers,CLE,True,82.0,19830.0,2949.0,6481.0,0.455,459.0,1291.0,0.356,2490.0,5190.0,0.48,1462.0,1970.0,0.742,807.0,2421.0,3228.0,1666.0,540.0,357.0,1079.0,1842.0,7819.0
2006,NBA,Dallas Mavericks,DAL,True,82.0,19880.0,2801.0,6319.0,0.443,404.0,1120.0,0.361,2397.0,5199.0,0.461,1626.0,2163.0,0.752,935.0,2209.0,3144.0,1433.0,536.0,400.0,1151.0,1958.0,7632.0
2006,NBA,Denver Nuggets,DEN,True,82.0,19930.0,3070.0,6764.0,0.454,530.0,1480.0,0.358,2540.0,5284.0,0.481,1538.0,2090.0,0.736,965.0,2469.0,3434.0,1959.0,586.0,436.0,1323.0,1911.0,8208.0
2006,NBA,Detroit Pistons,DET,True,82.0,19830.0,2915.0,6450.0,0.452,329.0,1012.0,0.325,2586.0,5438.0,0.476,1235.0,1677.0,0.736,951.0,2399.0,3350.0,1541.0,481.0,285.0,1145.0,1726.0,7394.0
2006,NBA,Golden State Warriors,GSW,False,82.0,19830.0,3047.0,6674.0,0.457,469.0,1335.0,0.351,2578.0,5339.0,0.483,1624.0,2187.0,0.743,985.0,2662.0,3647.0,1828.0,576.0,409.0,1258.0,1919.0,8187.0
2006,NBA,Houston Rockets,HOU,False,82.0,19830.0,2708.0,6310.0,0.429,541.0,1465.0,0.369,2167.0,4845.0,0.447,1560.0,2135.0,0.731,874.0,2477.0,3351.0,1647.0,582.0,373.0,1094.0,1716.0,7517.0
2006,NBA,Indiana Pacers,IND,True,82.0,19730.0,2831.0,6504.0,0.435,371.0,1083.0,0.343,2460.0,5421.0,0.454,1511.0,2060.0,0.733,968.0,2416.0,3384.0,1520.0,661.0,399.0,1112.0,1800.0,7544.0
2006,NBA,Los Angeles Clippers,LAC,True,82.0,19805.0,2887.0,6638.0,0.435,474.0,1367.0,0.347,2413.0,5271.0,0.458,1593.0,2175.0,0.732,858.0,2432.0,3290.0,1765.0,570.0,355.0,1053.0,1777.0,7841.0
2006,NBA,Los Angeles Lakers,LAL,True,82.0,19855.0,2945.0,6547.0,0.45,474.0,1342.0,0.353,2471.0,5205.0,0.475,1585.0,2123.0,0.747,893.0,2399.0,3292.0,1730.0,536.0,354.0,1158.0,1925.0,7949.0
2006,NBA,Memphis Grizzlies,MEM,True,82.0,19855.0,2691.0,6172.0,0.436,408.0,1223.0,0.334,2283.0,4949.0,0.461,1465.0,1942.0,0.754,927.0,2404.0,3331.0,1605.0,597.0,456.0,1213.0,1867.0,7255.0
2006,NBA,Miami Heat,MIA,True,82.0,19755.0,2871.0,6529.0,0.44,490.0,1359.0,0.361,2381.0,5170.0,0.461,1642.0,2223.0,0.739,826.0,2359.0,3185.0,1596.0,560.0,298.0,1063.0,1938.0,7874.0
2006,NBA,Milwaukee Bucks,MIL,True,82.0,19855.0,2972.0,6383.0,0.466,490.0,1385.0,0.354,2482.0,4998.0,0.497,1671.0,2237.0,0.747,832.0,2475.0,3307.0,1847.0,606.0,414.0,1182.0,1937.0,8105.0
2006,NBA,Minnesota Timberwolves,MIN,False,82.0,19855.0,2852.0,6474.0,0.441,447.0,1229.0,0.364,2405.0,5245.0,0.459,1525.0,2072.0,0.736,974.0,2411.0,3385.0,1554.0,539.0,374.0,1139.0,1736.0,7676.0
2006,NBA,New Jersey Nets,NJN,True,82.0,19780.0,2730.0,6222.0,0.439,465.0,1336.0,0.348,2265.0,4886.0,0.464,1654.0,2232.0,0.741,787.0,2599.0,3386.0,1641.0,589.0,329.0,1177.0,1889.0,7579.0
2006,NBA,New Orleans/Oklahoma City Hornets,NOK,False,82.0,19805.0,2883.0,6286.0,0.459,546.0,1486.0,0.367,2337.0,4800.0,0.487,1530.0,2014.0,0.76,860.0,2498.0,3358.0,1584.0,527.0,432.0,1197.0,1910.0,7842.0
2006,NBA,New York Knicks,NYK,False,82.0,19930.0,2967.0,6359.0,0.467,565.0,1495.0,0.378,2402.0,4864.0,0.494,1868.0,2480.0,0.753,883.0,2280.0,3163.0,1744.0,674.0,437.0,1154.0,2079.0,8367.0
2006,NBA,Orlando Magic,ORL,False,82.0,19905.0,2870.0,6327.0,0.454,460.0,1287.0,0.357,2410.0,5040.0,0.478,1672.0,2285.0,0.732,911.0,2239.0,3150.0,1644.0,615.0,386.0,1099.0,1899.0,7872.0
2006,NBA,Philadelphia 76ers,PHI,False,82.0,19905.0,3100.0,6699.0,0.463,498.0,1420.0,0.351,2602.0,5279.0,0.493,1609.0,2111.0,0.762,974.0,2533.0,3507.0,1882.0,630.0,386.0,1269.0,1898.0,8307.0
