seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
29296,2021,4523,Jordan Bell,,C,26.0,4,NBA,GSW,1,0.0,15.0,0.0,4.8,0.0,0.0,0.0,,0.0,4.8,0.0,2.4,4.8,0.5,2.4,9.6,12.0,4.8,0.0,4.8,2.4,4.8,2.4
29297,2021,4735,Jordan Bone,,PG,23.0,2,NBA,ORL,14,0.0,196.0,4.2,9.9,0.426,1.8,5.9,0.313,2.4,4.0,0.591,0.0,0.0,,0.7,3.7,4.4,3.3,0.4,0.0,0.6,2.0,10.3
29298,2021,4265,Jordan Clarkson,,SG,28.0,7,NBA,UTA,68,1.0,1818.0,9.0,21.3,0.425,4.1,11.9,0.347,4.9,9.4,0.523,2.6,2.9,0.896,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8
29299,2021,4736,Jordan McLaughlin,,PG,24.0,2,NBA,MIN,51,2.0,938.0,3.8,9.3,0.413,1.3,3.5,0.359,2.6,5.8,0.447,0.9,1.2,0.767,0.8,3.3,4.1,7.4,2.0,0.2,2.0,1.7,9.8
29300,2021,4849,Jordan Nwora,,SF,22.0,1,NBA,MIL,30,2.0,274.0,8.1,17.7,0.459,3.7,8.1,0.452,4.5,9.6,0.466,2.5,3.3,0.76,1.2,6.7,7.9,0.9,2.1,0.9,3.2,2.9,22.5
29301,2021,4737,Jordan Poole,,SG,21.0,2,NBA,GSW,51,7.0,988.0,7.5,17.3,0.432,3.5,10.1,0.351,3.9,7.2,0.545,3.8,4.3,0.882,0.5,2.8,3.4,3.6,0.9,0.3,1.9,3.1,22.3
29302,2021,4850,Josh Green,,SG,20.0,1,NBA,DAL,39,5.0,445.0,3.4,7.5,0.452,0.3,2.0,0.16,3.1,5.5,0.559,1.1,1.9,0.565,2.3,4.0,6.3,2.3,1.3,0.2,1.4,2.8,8.2
29303,2021,4851,Josh Hall,,SF,20.0,1,NBA,OKC,21,1.0,336.0,3.2,10.6,0.303,0.4,4.0,0.108,2.8,6.6,0.419,2.4,4.7,0.5,0.6,5.7,6.3,3.0,0.4,0.1,2.7,4.0,9.2
29304,2021,4525,Josh Hart,,SF,25.0,4,NBA,NOP,47,4.0,1349.0,4.0,9.2,0.439,1.7,5.2,0.326,2.3,4.0,0.583,1.8,2.4,0.775,1.4,8.6,10.1,2.9,1.0,0.3,1.3,3.0,11.6
29305,2021,4526,Josh Jackson,,SG,23.0,4,NBA,DET,62,25.0,1560.0,6.8,16.3,0.419,1.8,5.9,0.3,5.1,10.4,0.487,3.7,5.0,0.729,1.3,4.5,5.9,3.3,1.2,1.1,3.3,4.1,19.1
29306,2021,4644,Josh Okogie,,SG,22.0,3,NBA,MIN,59,37.0,1197.0,3.1,7.6,0.402,0.9,3.2,0.269,2.2,4.4,0.5,2.5,3.2,0.769,1.9,2.8,4.7,1.9,1.6,0.8,1.3,3.7,9.5
29307,2021,4336,Josh Richardson,,SG,27.0,6,NBA,DAL,59,56.0,1790.0,5.3,12.4,0.427,1.8,5.4,0.33,3.5,7.1,0.501,2.0,2.2,0.917,1.0,2.9,3.9,3.1,1.2,0.5,1.6,2.6,14.4
29308,2021,3891,Jrue Holiday,,PG,30.0,12,NBA,MIL,59,56.0,1907.0,7.8,15.5,0.503,2.1,5.3,0.392,5.7,10.2,0.561,2.0,2.6,0.787,1.4,3.7,5.1,6.7,1.8,0.7,2.4,1.9,19.7
29309,2021,4739,Juan Toscano-Anderson,,SG,27.0,2,NBA,GSW,53,16.0,1107.0,3.9,6.8,0.579,1.2,3.0,0.402,2.7,3.8,0.718,0.7,1.0,0.71,0.9,6.7,7.6,4.9,1.3,0.8,2.0,3.6,9.8
29310,2021,4419,Juancho Hernangómez,,PF,25.0,5,NBA,MIN,52,6.0,900.0,5.2,12.0,0.435,2.2,6.7,0.327,3.0,5.2,0.573,2.4,3.9,0.619,1.8,6.4,8.2,1.4,0.8,0.3,1.1,2.1,15.0
29311,2021,4266,Julius Randle,,PF,26.0,7,NBA,NYK,71,71.0,2667.0,8.1,17.8,0.456,2.2,5.3,0.411,6.0,12.6,0.474,4.7,5.8,0.811,1.1,8.6,9.8,5.8,0.9,0.2,3.3,3.0,23.1
29312,2021,4102,Justin Holiday,,SG,31.0,8,NBA,IND,72,52.0,2183.0,4.3,10.3,0.413,2.9,7.5,0.382,1.4,2.8,0.494,1.1,1.4,0.788,0.5,3.7,4.2,2.0,1.2,0.7,0.9,2.2,12.5
29313,2021,4528,Justin Jackson,,SF,25.0,4,NBA,TOT,34,3.0,577.0,5.6,13.8,0.403,2.2,7.3,0.308,3.3,6.5,0.51,1.9,2.3,0.838,1.0,3.8,4.8,3.2,0.9,0.1,2.0,2.0,15.3
29314,2021,4528,Justin Jackson,,SF,25.0,4,NBA,OKC,33,3.0,544.0,5.7,14.0,0.406,2.3,7.3,0.306,3.4,6.7,0.515,2.0,2.3,0.857,0.9,3.8,4.7,3.4,1.0,0.1,2.1,2.1,15.6
29315,2021,4528,Justin Jackson,,SF,25.0,4,NBA,MIL,1,0.0,33.0,3.3,9.8,0.333,2.2,6.5,0.333,1.1,3.3,0.333,1.1,2.2,0.5,2.2,4.4,6.5,1.1,0.0,0.0,1.1,1.1,9.8
29316,2021,4740,Justin James,,SF,24.0,2,NBA,SAC,36,0.0,310.0,6.0,12.9,0.468,1.6,4.4,0.368,4.4,8.5,0.521,2.4,4.2,0.583,1.0,2.4,3.5,2.6,0.9,0.3,1.7,2.7,16.1
29317,2021,4529,Justin Patton,,C,23.0,4,NBA,HOU,13,6.0,247.0,4.2,10.2,0.414,1.3,5.0,0.265,2.9,5.2,0.556,0.4,0.6,0.75,2.0,5.1,7.1,2.0,1.7,2.0,0.6,5.0,10.2
29318,2021,4741,Justin Robinson,,PG,23.0,2,NBA,OKC,9,0.0,88.0,2.9,8.6,0.333,1.6,5.7,0.286,1.2,2.9,0.429,1.2,2.0,0.6,0.4,2.5,2.9,3.7,1.2,0.0,0.8,4.1,8.6
29319,2021,4338,Justise Winslow,,SF,24.0,6,NBA,MEM,26,1.0,507.0,5.3,14.9,0.352,0.7,3.8,0.185,4.5,11.1,0.41,1.4,2.5,0.571,1.3,7.1,8.4,3.6,1.1,0.9,2.6,3.3,12.6
29320,2021,4267,Jusuf Nurkić,,C,26.0,7,NBA,POR,37,37.0,880.0,7.0,13.6,0.514,0.5,1.2,0.4,6.5,12.4,0.525,2.9,4.6,0.619,3.5,10.1,13.6,5.1,1.6,1.6,3.0,4.2,17.3
29321,2021,4743,Juwan Morgan,,PF,23.0,2,NBA,UTA,29,0.0,147.0,3.4,7.3,0.467,1.0,3.2,0.308,2.4,4.2,0.588,0.7,1.7,0.429,2.2,4.7,6.9,2.2,1.0,0.2,1.0,5.1,8.6
29361,2021,4752,KZ Okpala,,PF,21.0,2,NBA,MIA,37,9.0,447.0,2.9,7.7,0.375,1.0,4.0,0.24,1.9,3.7,0.522,0.6,1.2,0.533,1.7,3.8,5.5,1.5,0.8,0.9,1.2,4.8,7.4
29322,2021,4852,Karim Mané,,PG,20.0,1,NBA,ORL,10,0.0,88.0,1.2,5.3,0.231,0.4,0.8,0.5,0.8,4.5,0.182,1.6,2.0,0.8,0.4,5.3,5.7,1.6,0.0,0.8,1.2,4.1,4.5
29323,2021,4339,Karl-Anthony Towns,,C,25.0,6,NBA,MIN,50,50.0,1689.0,9.1,18.7,0.486,2.6,6.7,0.387,6.5,11.9,0.541,5.7,6.6,0.859,2.8,8.4,11.3,4.8,0.8,1.2,3.4,4.0,26.4
29324,2021,4032,Kawhi Leonard,,SF,29.0,10,NBA,LAC,52,52.0,1773.0,9.4,18.4,0.512,2.1,5.2,0.398,7.4,13.3,0.557,5.3,6.0,0.885,1.1,5.7,6.8,5.5,1.6,0.4,2.1,1.7,26.2
29325,2021,4646,Keita Bates-Diop,,SF,25.0,3,NBA,SAS,30,0.0,245.0,4.4,9.8,0.448,0.7,2.5,0.294,3.7,7.3,0.5,2.1,3.1,0.667,1.3,5.9,7.2,1.8,1.6,0.7,1.0,1.6,11.6
29326,2021,4744,Kelan Martin,,SF,25.0,2,NBA,IND,35,0.0,322.0,6.9,15.4,0.449,2.7,6.7,0.4,4.2,8.7,0.487,1.0,1.1,0.9,2.0,6.7,8.7,1.9,1.1,1.1,1.8,3.9,17.6
29327,2021,4745,Keldon Johnson,,SF,21.0,2,NBA,SAS,69,67.0,1968.0,6.2,12.9,0.479,1.1,3.3,0.331,5.1,9.6,0.531,2.7,3.6,0.74,1.7,5.8,7.5,2.2,0.7,0.4,1.4,2.6,16.1
29328,2021,4853,Keljin Blevins,,SF,25.0,1,NBA,POR,17,0.0,75.0,2.4,9.6,0.25,1.0,3.8,0.25,1.4,5.8,0.25,0.0,0.0,,1.4,3.4,4.8,1.9,1.0,0.0,2.4,3.8,5.8
29329,2021,4177,Kelly Olynyk,,C-PF,29.0,8,NBA,TOT,70,62.0,1997.0,6.1,12.6,0.484,2.3,6.6,0.342,3.8,5.9,0.641,2.6,3.2,0.829,1.6,7.2,8.8,3.7,1.4,0.8,2.3,3.7,17.0
29330,2021,4177,Kelly Olynyk,,C,29.0,8,NBA,MIA,43,38.0,1157.0,5.0,11.7,0.431,2.4,7.6,0.317,2.6,4.1,0.639,1.0,1.2,0.775,1.4,6.8,8.1,2.8,1.2,0.8,1.7,3.8,13.4
29331,2021,4177,Kelly Olynyk,,PF,29.0,8,NBA,HOU,27,24.0,840.0,7.5,13.8,0.545,2.1,5.4,0.392,5.4,8.4,0.643,4.9,5.8,0.844,1.8,7.9,9.8,4.8,1.7,0.7,3.0,3.6,22.0
29332,2021,4341,Kelly Oubre Jr.,,SF,25.0,6,NBA,GSW,55,50.0,1687.0,6.8,15.4,0.439,1.9,6.1,0.316,4.9,9.4,0.519,2.6,3.8,0.695,1.7,5.3,7.0,1.6,1.2,0.9,1.5,2.6,18.1
29333,2021,4034,Kemba Walker,,PG,30.0,10,NBA,BOS,43,43.0,1369.0,7.5,17.8,0.42,3.3,9.3,0.36,4.1,8.5,0.486,3.5,3.9,0.899,0.4,4.0,4.5,5.6,1.3,0.3,2.3,1.6,21.8
29334,2021,4746,Kendrick Nunn,,PG,25.0,2,NBA,MIA,56,44.0,1650.0,7.0,14.4,0.485,2.7,7.0,0.381,4.3,7.4,0.583,1.2,1.3,0.933,0.5,3.4,3.9,3.2,1.1,0.3,1.7,2.4,17.8
29335,2021,4647,Kenrich Williams,,PF,26.0,3,NBA,OKC,66,13.0,1426.0,5.5,10.4,0.533,1.3,3.0,0.444,4.2,7.4,0.568,0.9,1.6,0.571,2.1,4.8,6.9,3.8,1.4,0.4,1.9,3.6,13.3
29336,2021,4104,Kent Bazemore,,SF,31.0,9,NBA,GSW,67,18.0,1333.0,4.8,10.6,0.449,2.0,5.0,0.408,2.7,5.6,0.486,1.5,2.1,0.692,0.7,5.5,6.2,2.9,1.9,0.9,2.2,4.3,13.0
29337,2021,4178,Kentavious Caldwell-Pope,,SG,27.0,8,NBA,LAL,67,67.0,1902.0,4.1,9.6,0.431,2.3,5.5,0.41,1.9,4.0,0.46,1.8,2.1,0.866,0.5,2.9,3.4,2.4,1.2,0.5,1.2,2.2,12.4
29338,2021,4854,Kenyon Martin Jr.,,SF,20.0,1,NBA,HOU,45,8.0,1068.0,5.5,10.7,0.509,1.2,3.2,0.365,4.3,7.5,0.572,2.0,2.8,0.714,2.5,5.7,8.2,1.6,1.0,1.4,1.3,3.0,14.1
29339,2021,3770,Kevin Durant,,PF,32.0,13,NBA,BRK,35,32.0,1157.0,10.1,18.8,0.537,2.6,5.9,0.45,7.4,12.9,0.577,6.5,7.4,0.882,0.4,7.3,7.7,6.1,0.8,1.4,3.7,2.2,29.3
29340,2021,4648,Kevin Huerter,,SG,22.0,3,NBA,ATL,69,49.0,2126.0,5.4,12.4,0.432,2.4,6.5,0.363,3.0,5.8,0.51,0.8,1.1,0.781,0.6,3.3,3.9,4.1,1.4,0.3,1.3,2.8,13.9
29341,2021,4649,Kevin Knox,,SF,21.0,3,NBA,NYK,42,0.0,464.0,4.3,11.1,0.392,2.7,6.9,0.393,1.6,4.2,0.389,1.2,1.6,0.8,0.8,4.0,4.7,1.5,0.9,0.5,1.3,2.9,12.6
29342,2021,3830,Kevin Love,,PF,32.0,13,NBA,CLE,25,25.0,622.0,6.0,14.6,0.409,3.3,9.0,0.365,2.7,5.6,0.479,2.4,3.0,0.824,1.0,9.8,10.8,3.6,0.9,0.1,2.2,1.5,17.7
29343,2021,4748,Kevin Porter Jr.,,SG,20.0,2,NBA,HOU,26,23.0,835.0,6.7,15.8,0.425,2.2,6.9,0.311,4.6,8.9,0.515,3.0,4.1,0.734,0.9,3.4,4.3,7.1,0.8,0.3,3.9,2.6,18.6
29344,2021,4342,Kevon Looney,,C,24.0,6,NBA,GSW,61,34.0,1161.0,3.3,6.1,0.548,0.1,0.5,0.235,3.2,5.6,0.578,1.0,1.5,0.646,3.6,6.4,10.0,3.7,0.7,0.7,1.1,4.2,7.8
29345,2021,4531,Khem Birch,,C,28.0,4,NBA,TOT,67,22.0,1529.0,4.4,8.9,0.497,0.3,1.2,0.25,4.1,7.7,0.537,2.1,3.0,0.705,4.1,5.0,9.1,2.1,1.1,1.2,1.0,2.7,11.3
29346,2021,4531,Khem Birch,,C,28.0,4,NBA,ORL,48,5.0,952.0,3.6,7.9,0.45,0.2,0.8,0.19,3.4,7.1,0.479,2.4,3.2,0.741,4.4,4.8,9.2,2.0,1.2,1.1,0.9,2.5,9.6
29347,2021,4531,Khem Birch,,C,28.0,4,NBA,TOR,19,17.0,577.0,5.9,10.7,0.556,0.6,1.9,0.29,5.4,8.7,0.614,1.7,2.7,0.636,3.6,5.4,9.0,2.2,1.0,1.4,1.3,2.9,14.2
29348,2021,4107,Khris Middleton,,SF,29.0,9,NBA,MIL,68,68.0,2269.0,8.1,17.0,0.476,2.4,5.8,0.414,5.7,11.2,0.508,3.4,3.7,0.898,0.9,5.6,6.4,5.9,1.2,0.1,2.8,2.5,22.0
29349,2021,4650,Khyri Thomas,,SG,24.0,3,NBA,HOU,5,2.0,153.0,7.5,15.5,0.485,2.1,6.4,0.333,5.4,9.2,0.59,2.1,2.1,1.0,1.6,2.6,4.2,5.9,2.1,1.4,1.4,1.9,19.3
29350,2021,4855,Killian Hayes,,PG,19.0,1,NBA,DET,26,18.0,670.0,3.8,10.8,0.353,1.1,3.9,0.278,2.7,6.9,0.395,0.8,0.9,0.824,0.3,3.4,3.7,7.4,1.5,0.5,4.5,3.1,9.5
29351,2021,4856,Killian Tillie,,C,22.0,1,NBA,MEM,18,1.0,182.0,3.8,11.3,0.333,2.0,6.5,0.303,1.8,4.7,0.375,1.8,2.2,0.818,1.2,3.6,4.7,1.6,1.0,1.6,0.4,4.0,11.3
29352,2021,4857,Kira Lewis Jr.,,PG,19.0,1,NBA,NOP,54,0.0,904.0,5.2,13.4,0.386,1.6,4.8,0.333,3.6,8.6,0.415,1.7,2.0,0.843,0.5,2.3,2.8,4.9,1.5,0.4,1.4,3.5,13.7
29353,2021,4651,Kostas Antetokounmpo,,PF,23.0,3,NBA,LAL,15,0.0,56.0,1.9,6.4,0.3,0.0,0.0,,1.9,6.4,0.3,3.9,8.4,0.462,2.6,9.6,12.2,0.6,1.3,2.6,7.1,5.1,7.7
29354,2021,4421,Kris Dunn,,PG,26.0,5,NBA,ATL,4,0.0,45.0,0.8,9.6,0.083,0.0,1.6,0.0,0.8,8.0,0.1,2.4,3.2,0.75,0.0,4.8,4.8,1.6,1.6,1.6,2.4,8.0,4.0
29355,2021,4343,Kristaps Porziņģis,,C,25.0,5,NBA,DAL,43,43.0,1327.0,8.8,18.5,0.476,2.6,7.0,0.376,6.2,11.5,0.536,3.2,3.7,0.855,2.2,8.1,10.3,1.8,0.5,1.6,1.4,3.1,23.5
29356,2021,4271,Kyle Anderson,,PF,27.0,7,NBA,MEM,69,69.0,1887.0,5.9,12.6,0.468,1.8,5.0,0.36,4.1,7.6,0.539,2.7,3.5,0.783,1.0,6.6,7.6,4.8,1.6,1.1,1.6,2.3,16.3
29357,2021,4751,Kyle Guy,,PG,23.0,2,NBA,SAC,31,0.0,235.0,4.4,13.5,0.33,2.0,7.0,0.283,2.5,6.4,0.381,2.5,3.1,0.8,0.8,4.6,5.4,4.9,0.9,0.0,1.7,3.1,13.3
29358,2021,4534,Kyle Kuzma,,SF,25.0,4,NBA,LAL,68,32.0,1954.0,6.2,13.9,0.443,2.5,7.0,0.361,3.6,6.9,0.525,1.2,1.8,0.691,2.0,5.7,7.7,2.3,0.6,0.8,2.1,2.2,16.1
29359,2021,3685,Kyle Lowry,,PG,34.0,15,NBA,TOR,46,46.0,1601.0,5.8,13.4,0.436,2.9,7.4,0.396,2.9,6.0,0.487,3.1,3.6,0.875,0.8,4.8,5.6,7.6,1.0,0.3,2.8,3.2,17.8
29360,2021,4037,Kyrie Irving,,PG,28.0,10,NBA,BRK,54,54.0,1886.0,10.5,20.7,0.506,2.9,7.2,0.402,7.6,13.5,0.561,3.8,4.2,0.922,1.0,3.9,4.9,6.2,1.5,0.7,2.5,2.7,27.7
29363,2021,3686,LaMarcus Aldridge,,C,35.0,15,NBA,TOT,26,23.0,674.0,7.5,15.8,0.473,1.7,4.3,0.388,5.8,11.5,0.505,2.2,2.5,0.872,1.0,5.3,6.3,2.6,0.6,1.5,1.4,2.5,18.8
29364,2021,3686,LaMarcus Aldridge,,C,35.0,15,NBA,SAS,21,18.0,544.0,7.6,16.4,0.464,1.8,5.0,0.36,5.8,11.4,0.509,2.1,2.4,0.838,1.1,5.1,6.2,2.4,0.5,1.2,1.3,2.4,19.1
29365,2021,3686,LaMarcus Aldridge,,C,35.0,15,NBA,BRK,5,5.0,130.0,6.9,13.3,0.521,1.1,1.4,0.8,5.8,11.9,0.488,2.8,2.8,1.0,0.6,6.1,6.6,3.6,0.8,3.0,1.9,3.0,17.7
29366,2021,4859,LaMelo Ball,,PG,19.0,1,NBA,CHO,51,31.0,1469.0,7.2,16.5,0.436,2.3,6.4,0.352,4.9,10.1,0.489,3.1,4.0,0.758,1.5,5.9,7.4,7.7,2.0,0.4,3.6,3.3,19.7
29362,2021,4858,Lamar Stevens,,PF,23.0,1,NBA,CLE,40,0.0,499.0,4.5,9.8,0.456,0.3,1.8,0.16,4.2,8.0,0.523,2.7,3.7,0.725,1.7,5.2,6.9,1.8,1.2,0.9,1.7,3.8,11.9
29367,2021,4652,Landry Shamet,,SG,23.0,3,NBA,BRK,61,12.0,1403.0,4.8,11.7,0.408,3.3,8.5,0.387,1.5,3.2,0.463,1.7,2.0,0.846,0.3,2.6,2.9,2.5,0.8,0.3,1.2,2.4,14.5
29368,2021,4272,Langston Galloway,,SG,29.0,7,NBA,PHO,40,0.0,438.0,5.4,12.1,0.449,3.0,7.0,0.424,2.5,5.1,0.484,1.8,1.9,0.957,0.6,2.9,3.5,2.1,0.7,0.0,1.1,2.1,15.6
29369,2021,4345,Larry Nance Jr.,,PF,28.0,6,NBA,CLE,35,27.0,1091.0,4.2,9.0,0.471,1.4,3.8,0.36,2.9,5.2,0.551,1.0,1.6,0.612,1.8,6.0,7.8,3.5,2.0,0.6,1.8,2.4,10.8
29370,2021,4535,Lauri Markkanen,,PF,23.0,4,NBA,CHI,51,26.0,1317.0,6.8,14.2,0.48,3.3,8.1,0.402,3.6,6.2,0.582,2.1,2.5,0.826,1.0,6.4,7.3,1.2,0.7,0.4,1.4,2.1,19.0
29371,2021,3463,LeBron James,,PG,36.0,18,NBA,LAL,45,45.0,1504.0,10.1,19.7,0.513,2.5,6.8,0.365,7.6,12.9,0.591,4.3,6.1,0.698,0.7,7.6,8.3,8.4,1.1,0.6,4.0,1.7,27.0
29372,2021,4653,Lonnie Walker IV,,SG,22.0,3,NBA,SAS,60,38.0,1522.0,6.1,14.4,0.42,2.4,6.7,0.355,3.7,7.7,0.477,1.3,1.7,0.814,0.3,3.3,3.7,2.4,0.7,0.4,1.5,2.4,15.8
29373,2021,4537,Lonzo Ball,,PG,23.0,4,NBA,NOP,55,55.0,1747.0,6.0,14.4,0.414,3.5,9.4,0.378,2.4,5.0,0.482,1.0,1.3,0.781,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5
29374,2021,3619,Lou Williams,,PG,34.0,16,NBA,TOT,66,4.0,1423.0,6.7,16.3,0.41,1.7,4.4,0.399,5.0,12.0,0.414,3.8,4.4,0.867,0.5,3.0,3.5,5.7,1.2,0.2,2.7,1.6,18.9
29375,2021,3619,Lou Williams,,PG,34.0,16,NBA,LAC,42,3.0,918.0,7.1,16.9,0.421,1.8,4.7,0.378,5.3,12.2,0.437,4.0,4.7,0.866,0.6,2.9,3.5,5.6,1.5,0.2,2.6,1.6,20.0
29376,2021,3619,Lou Williams,,PG,34.0,16,NBA,ATL,24,1.0,505.0,6.0,15.4,0.389,1.7,3.8,0.444,4.3,11.5,0.37,3.4,3.8,0.87,0.4,3.1,3.6,5.8,0.6,0.1,3.0,1.4,17.0
29377,2021,4753,Louis King,,SF,21.0,2,NBA,SAC,6,1.0,85.0,7.2,14.4,0.5,1.7,4.7,0.364,5.5,9.7,0.565,2.5,2.5,1.0,2.1,5.5,7.6,3.8,3.0,1.3,1.7,3.8,18.6
29378,2021,4754,Luguentz Dort,,SG,21.0,2,NBA,OKC,52,52.0,1543.0,5.8,14.9,0.387,2.6,7.7,0.343,3.1,7.2,0.432,2.8,3.8,0.744,0.9,3.5,4.4,2.1,1.0,0.4,1.8,3.1,17.0
29379,2021,4654,Luka Dončić,,PG,21.0,3,NBA,DAL,66,66.0,2262.0,10.3,21.5,0.479,3.1,8.7,0.35,7.2,12.8,0.567,5.5,7.5,0.73,0.9,7.5,8.4,9.0,1.0,0.6,4.5,2.4,29.1
29380,2021,4755,Luka Šamanić,,PF,21.0,2,NBA,SAS,33,4.0,308.0,5.5,12.3,0.448,1.4,5.0,0.279,4.1,7.2,0.565,1.9,3.4,0.552,1.9,6.1,7.9,1.8,0.9,0.9,2.3,5.0,14.3
29381,2021,4538,Luke Kennard,,SG,24.0,4,NBA,LAC,63,17.0,1232.0,5.8,12.1,0.476,2.9,6.5,0.446,2.8,5.6,0.511,0.8,0.9,0.839,0.4,4.3,4.7,3.0,0.7,0.3,1.4,2.7,15.2
29382,2021,4539,Luke Kornet,,C-PF,25.0,4,NBA,TOT,31,2.0,348.0,4.6,10.4,0.436,1.6,6.1,0.254,3.0,4.3,0.69,0.3,0.6,0.5,1.4,5.5,6.9,2.5,0.4,3.3,0.7,2.1,11.0
29383,2021,4539,Luke Kornet,,PF,25.0,4,NBA,CHI,13,0.0,94.0,3.4,10.3,0.333,2.3,8.8,0.261,1.1,1.5,0.75,0.8,1.5,0.5,0.4,5.4,5.7,1.5,0.8,2.7,0.4,0.4,10.0
29384,2021,4539,Luke Kornet,,C,25.0,4,NBA,BOS,18,2.0,254.0,5.0,10.5,0.473,1.3,5.1,0.25,3.7,5.4,0.684,0.1,0.3,0.5,1.8,5.5,7.4,2.8,0.3,3.5,0.9,2.7,11.3
29385,2021,4860,Malachi Flynn,,PG,22.0,1,NBA,TOR,47,14.0,928.0,4.9,13.2,0.374,2.1,6.5,0.321,2.8,6.7,0.424,1.7,2.2,0.804,0.4,4.1,4.5,5.3,1.5,0.3,1.7,2.6,13.7
29386,2021,4424,Malcolm Brogdon,,PG,28.0,5,NBA,IND,56,56.0,1930.0,8.3,18.3,0.453,2.7,7.0,0.388,5.6,11.3,0.493,2.9,3.3,0.864,1.1,4.4,5.5,6.1,0.9,0.3,2.1,2.1,22.1
29387,2021,4426,Malik Beasley,,SG,24.0,5,NBA,MIN,37,36.0,1214.0,7.8,17.8,0.44,3.8,9.5,0.399,4.0,8.3,0.487,2.0,2.4,0.85,0.8,4.0,4.8,2.6,0.9,0.2,1.8,1.8,21.5
29388,2021,4861,Malik Fitts,,PF,23.0,1,NBA,LAC,3,0.0,11.0,3.3,9.8,0.333,3.3,6.5,0.5,0.0,3.3,0.0,0.0,0.0,,0.0,9.8,9.8,0.0,0.0,0.0,0.0,9.8,9.8
29389,2021,4541,Malik Monk,,SG,22.0,4,NBA,CHO,42,0.0,878.0,7.1,16.4,0.434,3.5,8.7,0.401,3.6,7.7,0.471,2.4,3.0,0.819,0.6,3.6,4.1,3.6,0.8,0.2,2.3,1.9,20.1
29390,2021,4862,Mamadi Diakite,,PF,24.0,1,NBA,MIL,14,1.0,141.0,4.1,10.2,0.4,0.3,2.0,0.125,3.8,8.2,0.469,2.8,3.6,0.786,2.0,6.6,8.7,2.0,1.8,1.5,0.8,4.1,11.2
29391,2021,3835,Marc Gasol,,C,36.0,13,NBA,LAL,52,42.0,993.0,3.2,7.0,0.454,1.8,4.4,0.41,1.4,2.6,0.528,1.3,1.8,0.72,1.4,6.4,7.8,4.0,0.9,2.1,1.9,4.2,9.5
29392,2021,4042,Marcus Morris,,PF,31.0,10,NBA,LAC,57,29.0,1502.0,6.6,14.0,0.473,3.4,7.1,0.473,3.3,6.9,0.472,1.7,2.1,0.82,0.8,4.8,5.6,1.4,0.8,0.4,1.4,2.8,18.3
29393,2021,4275,Marcus Smart,,PG,26.0,7,NBA,BOS,48,45.0,1581.0,4.6,11.6,0.398,2.1,6.4,0.33,2.5,5.2,0.482,2.9,3.7,0.79,0.8,3.0,3.8,6.2,1.6,0.5,2.2,2.9,14.3
29394,2021,4544,Markelle Fultz,,PG,22.0,4,NBA,ORL,8,8.0,215.0,6.9,17.4,0.394,0.7,2.7,0.25,6.2,14.7,0.42,2.8,3.2,0.895,0.8,3.3,4.2,7.2,1.3,0.3,3.0,3.0,17.2
29395,2021,4043,Markieff Morris,,PF,31.0,10,NBA,LAL,61,27.0,1200.0,4.6,11.3,0.405,1.9,6.3,0.311,2.6,5.1,0.521,1.1,1.5,0.72,1.4,6.5,8.0,2.2,0.7,0.6,1.6,3.2,12.2
29396,2021,4863,Markus Howard,,SG,21.0,1,NBA,DEN,37,1.0,205.0,7.0,18.6,0.377,3.2,11.4,0.277,3.9,7.2,0.537,1.2,1.6,0.778,0.2,3.5,3.7,3.2,0.7,0.2,3.2,4.0,18.4
29397,2021,4759,Marques Bolden,,C,22.0,2,NBA,CLE,6,0.0,29.0,1.2,3.7,0.333,0.0,0.0,,1.2,3.7,0.333,6.2,9.9,0.625,3.7,3.7,7.4,0.0,2.5,2.5,2.5,0.0,8.7
29398,2021,4428,Marquese Chriss,,PF,23.0,5,NBA,GSW,2,0.0,27.0,6.7,18.7,0.357,1.3,6.7,0.2,5.3,12.0,0.444,2.7,5.3,0.5,4.0,13.3,17.3,2.7,0.0,2.7,2.7,4.0,17.3
29399,2021,4656,Marvin Bagley III,,PF,21.0,3,NBA,SAC,43,42.0,1112.0,8.0,15.9,0.504,1.2,3.5,0.343,6.8,12.4,0.55,2.5,4.3,0.575,3.4,6.9,10.3,1.4,0.7,0.7,1.9,3.2,19.7
29400,2021,4864,Mason Jones,,SG,22.0,1,NBA,TOT,32,1.0,334.0,5.6,13.3,0.423,2.6,7.1,0.364,3.0,6.1,0.491,4.3,6.9,0.625,0.8,5.2,5.9,4.5,0.8,0.1,3.1,2.6,18.1
29401,2021,4864,Mason Jones,,SG,22.0,1,NBA,HOU,26,1.0,307.0,5.5,13.4,0.412,2.7,7.5,0.359,2.8,5.9,0.48,4.1,6.7,0.614,0.5,5.5,6.0,4.6,0.7,0.1,3.3,2.6,17.8
