seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
22666,2010,3718,Shelden Williams,,PF,26,4,NBA,BOS,54,597,,,,86.0,14.0,5.2,1.4,6,9,47,12,39,2.0,49,2,11
22667,2010,3719,Solomon Jones,,C,25,4,NBA,IND,52,675,,,,14.0,86.0,-10.7,-9.1,16,10,79,8,27,11.0,74,3,18
22668,2010,3852,Sonny Weems,,SG,23,2,NBA,TOR,69,1368,,77.0,23.0,1.0,,0.6,4.0,29,20,62,9,25,7.0,226,5,25
22669,2010,3788,Spencer Hawes,,C,21,3,NBA,SAC,72,1904,,,,,100.0,-6.2,-3.0,52,40,145,15,54,11.0,347,16,51
22670,2010,3903,Stephen Curry,,PG,21,1,NBA,GSW,80,2896,64.0,36.0,,,,-3.2,2.2,134,61,149,10,71,33.0,1054,17,49
22671,2010,3645,Stephen Graham,,SG,27,5,NBA,CHA,70,804,,57.0,41.0,3.0,,0.7,-1.1,14,8,48,6,31,8.0,54,7,18
22672,2010,3290,Stephen Jackson,,SG-PF,31,10,NBA,TOT,81,3129,,53.0,36.0,9.0,1.0,1.7,2.0,139,62,72,19,177,22.0,647,39,99
22673,2010,3290,Stephen Jackson,,PF,31,10,NBA,GSW,9,300,,,10.0,78.0,12.0,-2.6,1.2,14,6,6,0,16,0.0,93,1,10
22674,2010,3290,Stephen Jackson,,SG,31,10,NBA,CHA,72,2829,,59.0,39.0,2.0,,2.2,2.1,125,56,66,19,161,22.0,554,38,89
22675,2010,3484,Steve Blake,,PG,29,7,NBA,TOT,80,2159,98.0,2.0,,,,-2.6,-3.3,91,22,38,4,6,24.0,862,1,8
22676,2010,3484,Steve Blake,,PG,29,7,NBA,POR,51,1397,100.0,,,,,3.7,-0.4,45,11,25,4,4,17.0,456,1,6
22677,2010,3484,Steve Blake,,PG,29,7,NBA,LAC,29,762,94.0,6.0,,,,-14.1,-8.7,46,11,13,0,2,7.0,406,0,2
22678,2010,3028,Steve Nash,,PG,35,14,NBA,PHO,81,2660,82.0,18.0,,,,6.7,3.9,237,50,64,3,57,37.0,2001,18,29
22679,2010,3720,Steve Novak,,SF,26,4,NBA,LAC,54,362,,,58.0,42.0,,-15.5,-9.3,0,1,15,0,2,4.0,16,0,0
22680,2010,3352,Steven Hunter,,C,28,8,NBA,MEM,21,158,,,,53.0,47.0,-9.5,-8.2,0,5,5,1,9,1.0,0,2,3
22681,2010,3904,Sundiata Gaines,,PG,23,1,NBA,UTA,32,217,100.0,,,,,3.5,-2.2,7,4,9,1,19,0.0,82,5,4
22682,2010,3485,T.J. Ford,,PG,26,6,NBA,IND,47,1189,100.0,,,,,-7.3,-5.9,55,22,39,5,57,9.0,421,8,20
22683,2010,3905,Taj Gibson,,PF,24,1,NBA,CHI,82,2204,,,15.0,77.0,9.0,-0.8,1.8,28,26,162,32,87,7.0,157,18,51
22684,2010,3906,Taylor Griffin,,SF,23,1,NBA,PHO,8,32,,29.0,71.0,,,1.9,-3.6,0,0,2,1,1,0.0,2,0,0
22685,2010,3425,Tayshaun Prince,,SF,29,8,NBA,DET,49,1664,,4.0,87.0,9.0,,-4.7,1.9,22,27,35,4,44,5.0,361,12,19
22686,2010,3907,Terrence Williams,,SF,22,1,NBA,NJN,78,1764,,19.0,72.0,9.0,,-8.4,3.3,61,41,77,10,63,5.0,514,14,40
22687,2010,3723,Thabo Sefolosha,,SG,25,4,NBA,OKC,82,2348,,83.0,16.0,1.0,,2.3,-4.8,44,28,84,5,38,8.0,314,9,25
22688,2010,3791,Thaddeus Young,,PF,21,3,NBA,PHI,67,2145,,,31.0,69.0,,-4.1,1.5,42,38,63,10,73,18.0,226,17,52
22689,2010,2959,Theo Ratliff,,C,36,15,NBA,TOT,49,807,,,,4.0,97.0,-0.3,-2.8,6,14,42,11,24,4.0,53,2,12
22690,2010,2959,Theo Ratliff,,C,36,15,NBA,SAS,21,183,,,,13.0,87.0,-12.8,-19.4,0,6,12,6,1,0.0,20,0,4
22691,2010,2959,Theo Ratliff,,C,36,15,NBA,CHA,28,624,,,,1.0,99.0,3.4,2.1,6,8,30,5,23,4.0,33,2,8
22692,2010,3092,Tim Duncan,,C,33,13,NBA,SAS,78,2438,,,,,100.0,7.6,4.8,61,52,85,11,189,6.0,541,41,68
22693,2010,3093,Tim Thomas,,SF,32,13,NBA,DAL,18,285,,,27.0,68.0,5.0,-3.5,-6.9,4,5,18,1,11,1.0,31,2,2
22694,2010,3908,Toney Douglas,,PG,23,1,NBA,NYK,56,1087,56.0,44.0,1.0,,,-5.2,-1.8,28,10,43,6,25,10.0,276,5,21
22695,2010,3561,Tony Allen,,SG,28,6,NBA,BOS,54,889,9.0,83.0,9.0,,,1.4,-3.5,29,19,42,9,58,9.0,155,13,19
22696,2010,3094,Tony Battie,,C,33,12,NBA,NJN,15,134,,,,22.0,78.0,-19.8,-10.0,1,0,17,1,4,2.0,6,0,1
22697,2010,3356,Tony Parker,,PG,27,9,NBA,SAS,56,1728,100.0,,,,,6.2,0.9,73,50,37,11,116,8.0,741,29,65
22698,2010,3096,Tracy McGrady,,SG,30,13,NBA,TOT,30,673,4.0,65.0,30.0,2.0,,-9.3,-6.7,21,13,23,4,33,1.0,225,10,9
22699,2010,3096,Tracy McGrady,,SG,30,13,NBA,HOU,6,46,,89.0,11.0,,,-6.1,-5.7,0,1,2,0,3,0.0,17,0,1
22700,2010,3096,Tracy McGrady,,SG,30,13,NBA,NYK,24,627,4.0,63.0,31.0,2.0,,-9.5,-6.8,21,12,21,4,30,1.0,208,10,8
22701,2010,3646,Travis Diener,,PG,27,5,NBA,TOT,9,51,100.0,,,,,-29.2,-29.8,0,0,1,0,0,0.0,17,0,0
22702,2010,3646,Travis Diener,,PG,27,5,NBA,IND,4,25,100.0,,,,,-20.0,-17.0,0,0,0,0,0,0.0,9,0,0
22703,2010,3646,Travis Diener,,PG,27,5,NBA,POR,5,26,100.0,,,,,-38.0,-42.2,0,0,1,0,0,0.0,8,0,0
22704,2010,3489,Travis Outlaw,,SF,25,7,NBA,TOT,34,730,,1.0,68.0,31.0,,-4.3,-1.0,9,13,23,2,26,2.0,83,4,11
22705,2010,3489,Travis Outlaw,,SF,25,7,NBA,POR,11,231,,,19.0,81.0,,7.3,3.6,1,5,3,1,7,1.0,19,0,7
22706,2010,3489,Travis Outlaw,,SF,25,7,NBA,LAC,23,499,,2.0,91.0,8.0,,-9.7,-3.1,8,8,20,1,19,1.0,64,4,4
22707,2010,3358,Trenton Hassell,,SF,30,9,NBA,NJN,52,1106,6.0,52.0,40.0,2.0,,-16.3,-8.4,14,14,47,1,31,11.0,114,5,15
22708,2010,3563,Trevor Ariza,,SF,24,6,NBA,HOU,72,2629,,,91.0,9.0,,-0.7,-0.5,71,42,71,18,108,10.0,614,23,62
22709,2010,3909,Trey Gilder,,SF,25,1,NBA,MEM,2,5,,45.0,55.0,,,20.5,22.1,0,0,0,0,0,0.0,0,0,0
22710,2010,3359,Troy Murphy,,PF,29,9,NBA,IND,72,2344,,,,69.0,31.0,-6.0,-6.9,46,29,103,12,94,11.0,354,31,41
22711,2010,3910,Ty Lawson,,PG,22,1,NBA,DEN,65,1318,100.0,,,,,5.8,2.4,39,22,34,5,57,6.0,453,14,45
22712,2010,3911,Tyler Hansbrough,,PF,24,1,NBA,IND,29,511,,,,97.0,3.0,-5.3,-2.4,5,4,30,5,53,7.0,62,7,31
22713,2010,3912,Tyreke Evans,,SG,20,1,NBA,SAC,72,2677,10.0,71.0,19.0,,,-6.7,-6.2,74,60,80,31,209,18.0,960,49,83
22714,2010,3724,Tyrus Thomas,,PF-C,23,4,NBA,TOT,54,1220,,,17.0,64.0,19.0,-1.1,-0.9,36,20,63,21,82,14.0,120,17,35
22715,2010,3724,Tyrus Thomas,,PF,23,4,NBA,CHI,29,678,,,30.0,69.0,1.0,1.5,3.7,19,14,28,10,43,9.0,69,10,19
22716,2010,3724,Tyrus Thomas,,C,23,4,NBA,CHA,25,542,,,,58.0,42.0,-4.3,-6.8,17,6,35,11,39,5.0,51,7,16
22717,2010,3360,Tyson Chandler,,C,27,9,NBA,CHA,51,1163,,,,,100.0,-1.2,-3.9,21,12,58,33,64,12.0,33,9,24
22718,2010,3491,Udonis Haslem,,PF,29,7,NBA,MIA,78,2177,,,15.0,85.0,1.0,2.3,-1.4,24,30,101,11,68,24.0,123,13,32
22719,2010,3166,Vince Carter,,SG,33,12,NBA,ORL,75,2310,,85.0,15.0,,,11.2,7.0,48,36,98,10,104,13.0,585,20,39
22720,2010,3361,Vladimir Radmanović,,PF,29,9,NBA,TOT,41,891,,,2.0,78.0,20.0,-7.0,-4.8,24,11,56,4,12,4.0,102,1,18
22721,2010,3361,Vladimir Radmanović,,PF,29,9,NBA,CHA,8,133,,,,49.0,51.0,-6.6,-8.4,3,1,9,0,3,0.0,15,0,3
22722,2010,3361,Vladimir Radmanović,,PF,29,9,NBA,GSW,33,758,,,2.0,84.0,14.0,-7.1,-4.1,21,10,47,4,9,4.0,87,1,15
22723,2010,3913,Wayne Ellington,,SG,22,1,NBA,MIN,76,1384,1.0,98.0,2.0,,,-7.3,4.2,44,14,39,7,32,8.0,158,6,24
22724,2010,3914,Wesley Matthews,,SG,23,1,NBA,UTA,82,2025,1.0,94.0,5.0,,,4.8,-1.6,36,29,75,12,84,30.0,273,18,44
22725,2010,3649,Will Bynum,,PG,27,3,NBA,DET,63,1667,99.0,1.0,,,,-9.7,-6.6,59,35,46,8,61,5.0,640,12,51
22726,2010,3729,Will Conroy,,PG,27,2,NBA,HOU,5,36,92.0,8.0,,,,-17.4,-17.0,1,1,2,1,0,0.0,17,0,0
22727,2010,3492,Willie Green,,SG,28,7,NBA,PHI,73,1553,20.0,78.0,2.0,,,-4.6,0.2,31,21,56,7,51,8.0,359,12,16
22728,2010,3793,Wilson Chandler,,SG,22,3,NBA,NYK,65,2320,,55.0,41.0,3.0,,-2.6,3.0,28,29,106,28,79,9.0,334,21,42
22729,2010,3730,Yakhouba Diawara,,SG,27,4,NBA,MIA,6,44,,13.0,83.0,4.0,,-1.1,-4.0,1,2,5,0,0,0.0,6,0,1
22730,2010,3794,Yi Jianlian,,PF,22,3,NBA,NJN,52,1655,,,,81.0,19.0,-8.5,3.0,16,29,89,18,83,5.0,108,15,40
22731,2010,3363,Zach Randolph,,PF,28,9,NBA,MEM,81,3051,,,,87.0,13.0,-0.5,4.9,52,52,96,31,207,5.0,341,64,121
22732,2010,3494,Zaza Pachulia,,C,25,7,NBA,ATL,78,1089,,,,1.0,99.0,0.4,-6.4,11,18,92,17,65,6.0,95,10,29
22733,2010,3100,Zydrunas Ilgauskas,,C,34,12,NBA,CLE,64,1339,,,,4.0,96.0,7.7,0.5,14,15,102,22,41,1.0,108,5,21
21574,2009,3731,Aaron Brooks,,PG,24,2,NBA,HOU,80,1998,100.0,,,,,4.7,0.4,69,39,77,9,56,14.0,544,15,55
21575,2009,3732,Aaron Gray,,C,24,2,NBA,CHI,56,715,,,,,100.0,-3.8,-4.4,14,8,69,7,27,2.0,100,6,23
21576,2009,3733,Acie Law,,PG,24,2,NBA,ATL,55,560,88.0,13.0,,,,0.6,-1.5,11,7,15,3,22,4.0,200,8,20
21577,2009,3651,Adam Morrison,,SF,24,2,NBA,TOT,52,711,,,52.0,46.0,1.0,-8.9,-9.5,13,7,39,3,9,4.0,92,1,9
21578,2009,3651,Adam Morrison,,SF,24,2,NBA,CHA,44,667,,,49.0,49.0,1.0,-8.8,-8.9,11,7,36,3,8,4.0,85,1,9
21579,2009,3651,Adam Morrison,,SF,24,2,NBA,LAL,8,44,,,100.0,,,-9.3,-17.8,2,0,3,0,1,0.0,7,0,0
21580,2009,3035,Adonal Foyle,,C,33,12,NBA,TOT,10,62,,,,,100.0,-2.4,-9.7,0,0,4,1,2,0.0,2,0,0
21581,2009,3035,Adonal Foyle,,C,33,12,NBA,ORL,9,59,,,,,100.0,-1.8,-9.7,0,0,3,1,2,0.0,2,0,0
21582,2009,3035,Adonal Foyle,,C,33,12,NBA,MEM,1,3,,,,,100.0,-14.3,-8.5,0,0,1,0,0,0.0,0,0,0
21583,2009,3101,Al Harrington,,PF,28,11,NBA,TOT,73,2546,,,10.0,83.0,7.0,-1.4,3.8,54,50,93,28,131,18.0,244,27,78
21584,2009,3101,Al Harrington,,PF,28,11,NBA,GSW,5,166,,,21.0,79.0,1.0,-6.1,-2.2,0,2,6,2,4,3.0,23,0,6
21585,2009,3101,Al Harrington,,PF,28,11,NBA,NYK,68,2380,,,9.0,84.0,7.0,-1.1,4.2,54,48,87,26,127,15.0,221,27,72
21586,2009,3734,Al Horford,,C,22,2,NBA,ATL,67,2242,,,,19.0,81.0,0.5,-3.2,31,27,114,25,101,6.0,395,28,30
21587,2009,3496,Al Jefferson,,C,24,5,NBA,MIN,50,1836,,,,6.0,94.0,-3.3,4.4,23,35,97,3,134,8.0,195,42,86
21588,2009,3735,Al Thornton,,SF,25,2,NBA,LAC,71,2654,,1.0,80.0,19.0,,-11.7,-5.1,37,38,114,26,144,15.0,241,33,70
21589,2009,3736,Alando Tucker,,SG,24,2,NBA,PHO,30,282,,92.0,8.0,,,3.7,1.8,7,3,8,0,17,6.0,28,6,9
21590,2009,3568,Alex Acker,,SG,26,2,NBA,TOT,25,199,15.0,75.0,10.0,,,-0.3,8.9,1,5,5,1,5,1.0,29,0,3
21591,2009,3568,Alex Acker,,SG,26,2,NBA,DET,7,20,,100.0,,,,44.0,44.7,0,0,0,0,1,1.0,3,0,0
21592,2009,3568,Alex Acker,,SG,26,2,NBA,LAC,18,179,17.0,72.0,11.0,,,-5.3,4.9,1,5,5,1,4,0.0,26,0,3
21593,2009,3795,Alexis Ajinça,,PF,20,1,NBA,CHA,31,182,,,,72.0,28.0,1.2,2.7,4,2,14,3,8,4.0,7,0,5
21594,2009,2967,Allen Iverson,,PG-SG,33,13,NBA,TOT,57,2093,96.0,4.0,,,,-1.7,-3.0,78,42,36,12,144,22.0,634,25,41
21595,2009,2967,Allen Iverson,,SG,33,13,NBA,DEN,3,123,36.0,64.0,,,,2.5,-1.2,5,4,1,0,9,0.0,43,1,1
21596,2009,2967,Allen Iverson,,PG,33,13,NBA,DET,54,1970,100.0,,,,,-2.0,-3.1,73,38,35,12,135,22.0,591,24,40
21597,2009,3366,Amar'e Stoudemire,,PF,26,7,NBA,PHO,53,1948,,,,64.0,36.0,2.2,0.2,42,49,73,32,177,3.0,241,42,60
21598,2009,3570,Amir Johnson,,PF,21,4,NBA,DET,62,911,,,1.0,78.0,21.0,4.9,7.0,9,4,94,14,18,9.0,43,4,16
21599,2009,3497,Anderson Varejão,,PF,26,5,NBA,CLE,81,2306,,,,57.0,43.0,11.2,2.1,27,30,119,7,113,51.0,185,25,36
21600,2009,3571,Andray Blatche,,C,22,4,NBA,WAS,71,1703,,,2.0,14.0,84.0,-6.1,3.8,42,35,106,16,76,14.0,256,16,58
21601,2009,3654,Andre Brown,,PF,27,3,NBA,CHA,4,41,,,,49.0,51.0,-6.6,-5.3,2,2,4,1,1,0.0,2,0,1
21602,2009,3500,Andre Iguodala,,SF,25,5,NBA,PHI,82,3269,,13.0,84.0,2.0,,1.8,10.9,99,67,72,27,223,19.0,921,40,38
21603,2009,3171,Andre Miller,,PG,32,10,NBA,PHI,82,2976,100.0,,,,,1.0,4.5,105,49,66,20,160,27.0,1126,29,78
21604,2009,3655,Andrea Bargnani,,PF,23,3,NBA,TOR,78,2453,,,9.0,77.0,14.0,-5.6,-6.9,34,37,113,29,113,20.0,209,20,41
21605,2009,3298,Andrei Kirilenko,,PF,27,8,NBA,UTA,67,1831,,,49.0,49.0,2.0,7.4,8.5,68,30,48,8,131,15.0,365,18,37
21609,2009,3573,Andrew Bogut,,C,24,4,NBA,MIL,36,1124,,,,,100.0,4.1,7.5,23,33,65,18,45,30.0,158,12,25
21610,2009,3574,Andrew Bynum,,C,21,4,NBA,LAL,50,1446,,,,,100.0,8.3,0.1,17,24,92,18,119,3.0,160,35,37
21611,2009,3502,Andris Biedriņš,,C,22,5,NBA,GSW,62,1863,,,,,100.0,-4.8,-1.6,33,40,145,15,102,12.0,278,29,47
21606,2009,3501,Andrés Nocioni,,PF-SF,29,5,NBA,TOT,76,1991,,1.0,34.0,62.0,4.0,-0.4,4.2,33,35,140,26,74,31.0,237,14,35
21607,2009,3501,Andrés Nocioni,,PF,29,5,NBA,CHI,53,1278,,,22.0,74.0,4.0,2.6,4.0,21,17,89,20,46,25.0,142,10,19
21608,2009,3501,Andrés Nocioni,,SF,29,5,NBA,SAC,23,713,,2.0,54.0,42.0,3.0,-5.7,4.5,12,18,51,6,28,6.0,95,4,16
21612,2009,3104,Antawn Jamison,,PF,32,11,NBA,WAS,81,3096,,,15.0,84.0,2.0,-8.2,0.3,60,35,138,15,209,11.0,338,52,63
21613,2009,3172,Anthony Carter,,PG,33,10,NBA,DEN,78,1787,97.0,3.0,,,,2.8,-1.5,111,24,69,8,24,9.0,826,7,14
21614,2009,3037,Anthony Johnson,,PG,34,12,NBA,ORL,80,1481,100.0,,,,,4.5,-5.3,46,15,42,9,31,6.0,485,5,17
21615,2009,3796,Anthony Morrow,,SG,23,1,NBA,GSW,67,1515,6.0,61.0,31.0,2.0,,-2.1,3.0,19,19,77,3,19,6.0,185,4,23
21616,2009,3038,Anthony Parker,,SG,33,6,NBA,TOR,80,2637,10.0,89.0,2.0,,,-1.8,3.4,69,24,58,10,57,31.0,586,12,31
21617,2009,3797,Anthony Randolph,,PF,19,1,NBA,GSW,63,1129,,,5.0,61.0,35.0,-4.5,-0.7,23,26,67,13,57,17.0,109,13,35
21618,2009,3576,Anthony Roberson,,PG,25,3,NBA,TOT,29,276,18.0,71.0,11.0,,,-10.8,-8.9,5,3,6,0,2,1.0,44,0,2
21619,2009,3576,Anthony Roberson,,PG,25,3,NBA,NYK,23,253,16.0,71.0,12.0,,,-12.5,-10.4,4,3,6,0,2,1.0,42,0,1
21620,2009,3576,Anthony Roberson,,PG,25,3,NBA,CHI,6,23,29.0,71.0,,,,7.1,7.3,1,0,0,0,0,0.0,2,0,1
21621,2009,3798,Anthony Tolliver,,PF,23,1,NBA,SAS,19,208,,,,100.0,,0.5,-3.7,3,2,12,0,3,4.0,37,0,1
21622,2009,3577,Antoine Wright,,SF,24,4,NBA,DAL,65,1552,,40.0,60.0,,,2.9,0.7,26,20,97,4,47,8.0,184,11,31
21623,2009,3039,Antonio Daniels,,PG,33,12,NBA,TOT,74,1021,91.0,9.0,,,,-12.4,-13.8,32,18,20,6,44,19.0,407,9,13
21624,2009,3039,Antonio Daniels,,PG,33,12,NBA,WAS,13,288,95.0,5.0,,,,-12.9,-5.0,10,2,10,1,17,4.0,107,6,3
21625,2009,3039,Antonio Daniels,,PG,33,12,NBA,NOH,61,733,89.0,11.0,,,,-12.2,-17.2,22,16,10,5,27,15.0,300,3,10
21626,2009,2896,Antonio McDyess,,PF,34,13,NBA,DET,62,1866,,,,94.0,6.0,-2.1,-2.9,22,10,122,11,39,11.0,190,15,10
21627,2009,3737,Arron Afflalo,,SG,23,2,NBA,DET,74,1234,,55.0,45.0,,,0.1,0.8,14,10,77,3,25,1.0,95,7,14
21628,2009,3040,Austin Croshere,,PF,33,12,NBA,TOT,14,100,,,3.0,77.0,20.0,-16.2,-16.4,3,2,4,0,5,0.0,23,1,6
21629,2009,3040,Austin Croshere,,PF,33,12,NBA,MIL,11,77,,,4.0,73.0,22.0,-15.1,-14.1,1,2,3,0,4,0.0,16,0,6
21630,2009,3040,Austin Croshere,,PF,33,12,NBA,SAS,3,23,,,,89.0,12.0,-20.0,-24.1,2,0,1,0,1,0.0,7,1,0
21631,2009,3173,Baron Davis,,PG,29,10,NBA,LAC,65,2248,90.0,10.0,,,,-8.8,2.7,130,33,89,13,82,16.0,1095,18,57
21632,2009,3505,Ben Gordon,,SG,25,5,NBA,CHI,82,2999,23.0,77.0,,,,-0.3,-0.3,93,67,87,26,155,8.0,611,37,69
21633,2009,2971,Ben Wallace,,PF,34,13,NBA,CLE,56,1314,,,,96.0,5.0,18.2,11.8,11,14,54,3,22,11.0,92,2,12
21634,2009,3506,Beno Udrih,,PG,26,5,NBA,SAC,73,2270,80.0,20.0,,,,-7.8,3.8,89,52,112,6,54,12.0,778,11,29
21635,2009,3738,Blake Ahearn,,PG,24,2,NBA,SAS,3,19,100.0,,,,,18.6,14.6,0,1,3,0,0,0.0,5,0,1
21636,2009,3799,Bobby Brown,,SG-PG,24,1,NBA,TOT,68,931,44.0,55.0,,,,-11.9,-4.2,34,18,40,4,19,8.0,262,6,17
21637,2009,3799,Bobby Brown,,SG,24,1,NBA,SAC,47,675,33.0,66.0,1.0,,,-14.6,-6.2,25,14,29,3,14,6.0,197,3,9
21638,2009,3799,Bobby Brown,,PG,24,1,NBA,MIN,21,256,74.0,27.0,,,,-4.9,0.8,9,4,11,1,5,2.0,65,3,8
21639,2009,3041,Bobby Jackson,,PG,35,12,NBA,SAC,71,1484,99.0,1.0,,,,-6.8,4.1,30,24,41,8,41,14.0,331,9,9
21640,2009,3301,Bobby Simmons,,SF,28,7,NBA,NJN,71,1729,,9.0,80.0,11.0,,0.1,5.1,28,11,87,7,26,7.0,206,5,16
21641,2009,3431,Boris Diaw,,PF,26,6,NBA,TOT,81,2754,,,3.0,90.0,7.0,1.3,4.8,103,46,97,33,60,8.0,759,19,44
21642,2009,3431,Boris Diaw,,PF,26,6,NBA,PHO,22,538,,,4.0,88.0,8.0,1.1,-1.1,16,8,20,8,10,2.0,108,6,5
21643,2009,3431,Boris Diaw,,PF,26,6,NBA,CHA,59,2216,,,2.0,90.0,7.0,1.4,6.3,87,38,77,25,50,6.0,651,13,39
21644,2009,3106,Brad Miller,,C,32,11,NBA,TOT,70,2100,,,,25.0,75.0,-4.1,2.4,75,28,119,13,115,27.0,507,28,56
21645,2009,3106,Brad Miller,,C,32,11,NBA,SAC,43,1354,,,,39.0,61.0,-9.6,-0.3,52,18,70,7,67,16.0,323,13,40
21646,2009,3106,Brad Miller,,C,32,11,NBA,CHI,27,746,,,,1.0,99.0,5.9,7.5,23,10,49,6,48,11.0,184,15,16
21647,2009,3739,Brandan Wright,,PF,21,2,NBA,GSW,39,688,,,,81.0,19.0,-4.1,-0.1,9,8,49,3,41,2.0,49,11,18
21648,2009,3581,Brandon Bass,,C,23,4,NBA,DAL,81,1574,,,,28.0,72.0,3.3,1.4,22,24,71,22,100,2.0,100,20,51
21649,2009,3658,Brandon Roy,,SG,24,3,NBA,POR,78,2903,,65.0,35.0,,,8.7,9.2,66,56,42,16,212,23.0,940,37,51
21650,2009,3800,Brandon Rush,,SG,23,1,NBA,IND,75,1803,,53.0,45.0,1.0,,-4.7,-6.5,25,20,76,10,34,7.0,156,6,34
21651,2009,3303,Brendan Haywood,,C,29,8,NBA,WAS,6,175,,,,2.0,98.0,-7.0,1.3,2,4,10,0,10,0.0,17,3,6
21652,2009,2900,Brent Barry,,SG,37,14,NBA,HOU,56,857,1.0,91.0,8.0,,,1.1,-4.3,32,7,24,2,4,10.0,176,0,6
21653,2009,3043,Brevin Knight,,PG,33,12,NBA,UTA,74,938,100.0,,,,,4.4,2.1,48,8,48,4,20,14.0,410,4,13
21654,2009,3231,Brian Cardinal,,PF,31,9,NBA,MIN,64,909,,,3.0,65.0,32.0,-0.2,7.0,31,7,70,9,9,21.0,173,1,9
21655,2009,3433,Brian Cook,,PF,28,6,NBA,TOT,30,171,,,12.0,83.0,5.0,-12.6,-20.5,3,1,10,5,3,2.0,11,0,3
21656,2009,3433,Brian Cook,,PF,28,6,NBA,ORL,21,146,,,14.0,86.0,,-6.7,-15.1,2,1,8,5,3,1.0,8,0,2
21657,2009,3433,Brian Cook,,PF,28,6,NBA,HOU,9,25,,,,66.0,34.0,-47.4,-52.2,1,0,2,0,0,1.0,3,0,1
21658,2009,3304,Brian Scalabrine,,C,30,8,NBA,BOS,39,504,,,6.0,53.0,41.0,11.6,3.6,4,1,41,4,8,6.0,42,1,5
21659,2009,3107,Brian Skinner,,PF,32,11,NBA,LAC,51,843,,,,73.0,27.0,-17.3,-9.2,17,8,63,9,21,0.0,59,3,18
21660,2009,3801,Brook Lopez,,C,20,1,NBA,NJN,82,2501,,,,,100.0,-2.9,-0.3,40,49,141,32,108,4.0,194,38,74
21661,2009,2975,Bruce Bowen,,SF,37,13,NBA,SAS,80,1506,,39.0,55.0,6.0,,0.2,-6.1,12,7,46,3,9,22.0,93,5,8
21662,2009,3582,C.J. Miles,,SG,21,4,NBA,UTA,72,1623,1.0,97.0,1.0,,,0.8,-3.5,35,11,100,8,42,8.0,223,12,25
21663,2009,3740,C.J. Watson,,PG,24,2,NBA,GSW,77,1883,100.0,,,,,-2.4,3.0,40,28,55,15,64,15.0,469,16,27
21664,2009,3175,Calvin Booth,,C,32,10,NBA,TOT,8,56,,,,11.0,89.0,-22.8,-13.6,1,0,6,0,4,0.0,0,0,1
21665,2009,3175,Calvin Booth,,C,32,10,NBA,MIN,1,1,,,,,100.0,100.0,105.6,0,0,0,0,0,0.0,0,0,0
21666,2009,3175,Calvin Booth,,C,32,10,NBA,SAC,7,55,,,,11.0,89.0,-25.0,-15.8,1,0,6,0,4,0.0,0,0,1
21667,2009,3741,Carl Landry,,PF,25,2,NBA,HOU,69,1467,,,,68.0,32.0,1.6,-4.4,15,21,74,19,92,11.0,97,23,42
21668,2009,3369,Carlos Boozer,,PF,27,7,NBA,UTA,37,1197,,,,59.0,41.0,-1.8,-6.6,24,31,66,14,60,2.0,173,9,53
21669,2009,3435,Carmelo Anthony,,SF,24,6,NBA,DEN,66,2277,,3.0,95.0,2.0,,6.8,7.5,70,59,67,39,196,10.0,480,38,82
21670,2009,3370,Caron Butler,,SG,28,7,NBA,WAS,67,2585,,40.0,59.0,,,-7.9,1.0,101,54,66,23,172,4.0,646,43,68
21671,2009,3802,Cartier Martin,,SF,24,1,NBA,CHA,33,266,,34.0,65.0,2.0,,7.2,9.2,1,3,13,3,9,8.0,26,1,5
21672,2009,3660,Cedric Simmons,,PF,23,3,NBA,TOT,18,84,,,2.0,40.0,59.0,-13.8,-11.2,1,1,6,0,7,2.0,4,2,4
21673,2009,3660,Cedric Simmons,,PF,23,3,NBA,CHI,11,61,,,2.0,53.0,45.0,0.3,0.4,0,0,4,0,6,1.0,4,2,3
21674,2009,3660,Cedric Simmons,,PF,23,3,NBA,SAC,7,23,,,,5.0,95.0,-51.2,-42.0,1,1,2,0,1,1.0,0,0,1
21675,2009,3583,Channing Frye,,PF,25,4,NBA,POR,63,746,,,,79.0,21.0,-8.0,-17.6,6,6,63,8,10,5.0,59,1,5
21676,2009,3306,Charlie Bell,,SG,29,5,NBA,MIL,70,1783,2.0,91.0,7.0,,,-3.4,-3.7,44,18,54,4,27,32.0,343,4,21
21677,2009,3584,Charlie Villanueva,,PF,24,4,NBA,MIL,78,2095,,,,71.0,29.0,-1.7,-0.8,49,39,132,24,110,20.0,309,26,48
21678,2009,3048,Chauncey Billups,,PG,32,12,NBA,TOT,79,2789,73.0,27.0,,,,4.9,3.6,99,51,62,20,143,9.0,1129,26,60
21679,2009,3048,Chauncey Billups,,PG,32,12,NBA,DET,2,70,100.0,,,,,13.2,13.9,4,0,1,0,1,0.0,35,0,2
21680,2009,3048,Chauncey Billups,,PG,32,12,NBA,DEN,77,2719,72.0,28.0,,,,4.7,3.3,95,51,61,20,142,9.0,1094,26,58
