seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
27343,2018,4541,Malik Monk,,SG,19,1,NBA,CHO,63,854,58.0,41.0,,,,-12.0,-15.6,29,12,32,4,15,5.0,201,1,13
27344,2018,4542,Mangok Mathiang,,C,25,1,NBA,CHO,4,20,,,,,100.0,4.9,4.8,0,0,4,0,1,0.0,0,1,0
27345,2018,3401,Manu Ginóbili,,SG,40,16,NBA,SAS,65,1299,,43.0,55.0,2.0,,1.2,-2.6,76,21,39,3,45,15.0,373,13,25
27364,2018,4044,MarShon Brooks,,SG,29,4,NBA,MEM,7,193,3.0,56.0,39.0,2.0,,-0.8,6.1,9,2,2,1,11,0.0,59,4,4
27346,2018,3835,Marc Gasol,,C,33,10,NBA,MEM,73,2408,,,,,100.0,-6.6,-0.2,78,51,84,26,125,3.0,739,29,45
27347,2018,3775,Marcin Gortat,,C,33,11,NBA,WAS,82,2075,,,,1.0,99.0,2.2,3.0,35,12,80,30,74,6.0,361,16,53
27348,2018,3776,Marco Belinelli,,SG,31,11,NBA,TOT,80,1947,,49.0,49.0,1.0,,-2.0,-0.7,54,24,38,5,52,6.0,350,11,21
27349,2018,3776,Marco Belinelli,,SG,31,11,NBA,ATL,52,1210,,49.0,49.0,2.0,,-10.0,-5.9,29,15,13,4,38,6.0,247,6,15
27350,2018,3776,Marco Belinelli,,SG,31,11,NBA,PHI,28,737,,50.0,50.0,,,11.1,7.8,25,9,25,1,14,0.0,103,5,6
27351,2018,4427,Marcus Georges-Hunt,,SG,23,2,NBA,MIN,42,224,3.0,42.0,54.0,1.0,,-3.0,-5.9,0,2,15,1,7,2.0,18,1,3
27352,2018,4042,Marcus Morris,,PF,28,7,NBA,BOS,54,1442,,,18.0,80.0,2.0,-0.1,-6.0,22,15,54,11,72,3.0,174,19,23
27353,2018,4543,Marcus Paige,,PG,24,1,NBA,CHO,5,28,100.0,,,,,18.8,18.8,0,0,0,0,1,0.0,7,0,1
27354,2018,4275,Marcus Smart,,SG,23,4,NBA,BOS,54,1614,5.0,76.0,19.0,,,6.7,5.1,74,22,59,14,39,19.0,611,6,18
27355,2018,3836,Mario Chalmers,,PG,31,9,NBA,MEM,66,1421,94.0,6.0,,,,-2.8,6.0,62,24,70,18,49,33.0,453,8,32
27356,2018,4348,Mario Hezonja,,SF,22,3,NBA,ORL,75,1657,,,42.0,58.0,,-6.7,-2.9,34,34,78,6,47,4.0,243,9,32
27357,2018,4276,Markel Brown,,SG,26,3,NBA,HOU,4,31,62.0,38.0,,,,-26.3,-35.1,2,0,4,0,0,1.0,4,0,0
27358,2018,4544,Markelle Fultz,,SG,19,1,NBA,PHI,14,253,10.0,70.0,18.0,2.0,,5.5,0.9,3,5,12,0,8,1.0,129,2,18
27359,2018,4043,Markieff Morris,,PF,28,7,NBA,WAS,73,1968,,,,81.0,19.0,0.4,-0.8,54,19,111,32,52,3.0,330,13,32
27360,2018,4428,Marquese Chriss,,PF,20,2,NBA,PHO,72,1527,,,,88.0,12.0,-9.4,0.3,49,20,95,28,66,2.0,192,11,42
27361,2018,4114,Marquis Teague,,PG,24,3,NBA,MEM,3,74,100.0,,,,,-19.0,-12.7,1,1,5,0,2,1.0,31,1,0
27362,2018,3837,Marreese Speights,,C,30,10,NBA,ORL,52,675,,,,7.0,93.0,-0.1,5.9,14,10,58,7,25,0.0,93,3,9
27363,2018,4429,Marshall Plumlee,,C,25,2,NBA,MIL,8,52,,,,,100.0,-0.1,0.0,0,2,4,0,6,0.0,5,0,2
27365,2018,3624,Marvin Williams,,PF,31,13,NBA,CHO,78,2006,,,2.0,98.0,,1.8,3.2,35,12,39,12,57,9.0,221,15,23
27366,2018,4180,Mason Plumlee,,C,27,5,NBA,DEN,74,1439,,,,34.0,66.0,-0.5,-2.8,42,26,81,10,71,3.0,332,22,27
27367,2018,4545,Matt Costello,,C,24,1,NBA,SAS,4,32,,,,14.0,86.0,25.4,22.7,0,1,6,0,0,0.0,6,0,0
27368,2018,4546,Matt Williams,,SG,24,1,NBA,MIA,3,11,,58.0,42.0,,,75.3,74.5,0,1,0,0,0,0.0,0,0,0
27369,2018,4181,Matthew Dellavedova,,PG,27,5,NBA,MIL,38,712,87.0,13.0,,,,-5.3,-6.4,35,5,24,7,7,5.0,331,2,6
27370,2018,4115,Maurice Harkless,,SF,24,6,NBA,POR,59,1264,,1.0,78.0,21.0,,0.3,-3.7,14,9,60,9,28,2.0,131,5,17
27371,2018,4547,Maxi Kleber,,PF,26,1,NBA,DAL,72,1206,,,3.0,69.0,27.0,-4.5,-1.4,18,5,63,3,28,4.0,132,6,15
27372,2018,4116,Meyers Leonard,,C,25,6,NBA,POR,33,254,,,,2.0,98.0,-8.7,-12.4,1,5,21,4,3,0.0,45,2,0
27373,2018,3838,Michael Beasley,,PF,29,10,NBA,NYK,74,1653,,,5.0,93.0,3.0,-4.8,-1.5,61,49,85,15,86,4.0,285,31,40
27374,2018,4182,Michael Carter-Williams,,PG,26,5,NBA,CHO,52,835,82.0,18.0,,,,-2.9,-3.9,32,6,42,8,38,20.0,276,5,10
27375,2018,4117,Michael Kidd-Gilchrist,,SF,24,6,NBA,CHO,74,1850,,,95.0,5.0,,2.2,3.7,14,21,74,8,90,22.0,176,19,52
27376,2018,3779,Mike Conley,,PG,30,11,NBA,MEM,12,373,100.0,,,,,-0.7,6.4,11,6,10,1,25,5.0,120,7,8
27377,2018,4548,Mike James,1990.0,PG,27,1,NBA,TOT,36,687,96.0,4.0,,,,-3.0,7.9,30,14,22,2,36,5.0,303,6,22
27378,2018,4548,Mike James,1990.0,PG,27,1,NBA,PHO,32,669,97.0,4.0,,,,-2.2,9.0,30,13,20,2,36,5.0,289,6,21
27379,2018,4548,Mike James,1990.0,PG,27,1,NBA,NOP,4,18,84.0,16.0,,,,-34.6,-36.6,0,1,2,0,0,0.0,14,0,1
27380,2018,4183,Mike Muscala,,C,26,5,NBA,ATL,53,1060,,,1.0,47.0,52.0,-4.5,1.9,15,12,46,10,17,0.0,129,5,10
27381,2018,4118,Mike Scott,,PF,29,6,NBA,WAS,76,1406,,,,92.0,8.0,-1.3,-3.2,27,23,78,17,41,4.0,192,13,16
27382,2018,4119,Miles Plumlee,,C,29,6,NBA,ATL,55,918,,,,7.0,93.0,-7.2,-1.6,17,23,39,12,22,0.0,105,1,13
27383,2018,4549,Miloš Teodosić,,PG,30,1,NBA,LAC,45,1134,92.0,8.0,,,,1.7,2.0,66,15,29,5,9,5.0,479,0,9
27384,2018,4550,Milton Doyle,,SG,24,1,NBA,BRK,10,125,61.0,39.0,,,,-2.7,1.3,1,1,2,0,3,1.0,24,2,5
27385,2018,4433,Mindaugas Kuzminskas,,SF,28,2,NBA,NYK,1,2,,,,100.0,,0.0,3.9,0,0,0,0,0,0.0,0,0,1
27386,2018,4120,Mirza Teletović,,PF,32,6,NBA,MIL,10,159,,,42.0,54.0,5.0,-10.7,-11.1,5,1,6,0,0,0.0,25,0,1
27387,2018,4551,Monte Morris,,PG,22,1,NBA,DEN,3,25,100.0,,,,,-13.5,-14.8,1,0,0,0,1,0.0,15,0,0
27388,2018,4349,Montrezl Harrell,,C,24,3,NBA,LAC,76,1293,,,,32.0,68.0,2.6,3.4,22,25,86,8,112,2.0,170,40,41
27389,2018,4552,Myke Henry,,SF,25,1,NBA,MEM,20,378,2.0,35.0,57.0,6.0,,-5.0,1.7,15,3,12,0,5,0.0,51,2,7
27390,2018,4350,Myles Turner,,C,21,3,NBA,IND,65,1836,,,,,100.0,3.4,3.3,26,16,98,34,93,7.0,212,19,27
27391,2018,4185,Nate Wolters,,PG,26,3,NBA,UTA,5,19,84.0,16.0,,,,9.1,4.4,0,0,1,0,0,1.0,3,0,1
27392,2018,4553,Naz Mitrou-Long,,SG,24,1,NBA,UTA,1,1,100.0,,,,,250.0,245.3,0,0,0,0,0,0.0,0,0,0
27393,2018,4351,Nemanja Bjelica,,PF,29,3,NBA,MIN,67,1371,,,11.0,87.0,3.0,0.4,-3.2,17,20,68,7,21,2.0,195,3,21
27394,2018,3410,Nenê,,C,35,16,NBA,HOU,52,758,,,,1.0,100.0,16.4,9.6,15,8,48,13,51,3.0,117,15,23
27395,2018,4278,Nerlens Noel,,C,23,4,NBA,DAL,30,472,,,,22.0,78.0,-12.1,-9.8,13,7,26,4,10,3.0,46,4,9
27396,2018,3550,Nick Collison,,PF,37,14,NBA,OKC,15,75,,,,23.0,77.0,-1.3,-4.6,3,0,4,2,4,0.0,9,0,0
27397,2018,3783,Nick Young,,SG,32,11,NBA,GSW,80,1393,4.0,58.0,38.0,,,1.4,-7.6,18,8,41,5,27,8.0,86,7,9
27398,2018,3841,Nicolas Batum,,SG,29,10,NBA,CHO,64,1981,,66.0,29.0,4.0,,0.0,-0.4,101,11,22,6,46,4.0,805,15,12
27399,2018,4434,Nicolás Brussino,,SF,24,2,NBA,ATL,4,10,,,100.0,,,82.9,89.0,0,0,0,0,0,0.0,0,0,0
27400,2018,4554,Nigel Hayes,,SF,23,1,NBA,TOT,9,122,,,4.0,83.0,13.0,2.5,8.9,1,1,5,0,2,0.0,17,1,0
27401,2018,4554,Nigel Hayes,,SF,23,1,NBA,LAL,2,11,,,42.0,58.0,,36.4,38.0,0,0,0,0,1,0.0,5,1,0
27402,2018,4554,Nigel Hayes,,SF,23,1,NBA,TOR,2,6,,,,100.0,,27.3,19.3,0,1,0,0,0,0.0,0,0,0
27403,2018,4554,Nigel Hayes,,SF,23,1,NBA,SAC,5,105,,,,85.0,15.0,-2.5,5.3,1,0,5,0,1,0.0,12,0,0
27404,2018,4280,Nik Stauskas,,SG,24,4,NBA,TOT,41,523,24.0,50.0,26.0,,,-5.3,-2.2,14,8,19,0,14,2.0,95,3,5
27405,2018,4280,Nik Stauskas,,SG,24,4,NBA,PHI,6,45,,25.0,75.0,,,-17.6,-22.6,1,2,3,0,1,1.0,2,0,0
27406,2018,4280,Nik Stauskas,,SG,24,4,NBA,BRK,35,478,26.0,52.0,21.0,,,-4.2,-0.3,13,6,16,0,13,1.0,93,3,5
27407,2018,4352,Nikola Jokić,,C,22,3,NBA,DEN,75,2443,,,,,100.0,5.2,10.2,97,53,80,31,134,9.0,1065,43,44
27408,2018,4281,Nikola Mirotić,,PF,26,4,NBA,TOT,55,1494,,,,85.0,15.0,4.7,8.3,32,17,53,5,52,3.0,181,14,21
27409,2018,4281,Nikola Mirotić,,PF,26,4,NBA,CHI,25,622,,,,100.0,,3.8,13.6,18,5,20,2,29,2.0,88,8,16
27410,2018,4281,Nikola Mirotić,,PF,26,4,NBA,NOP,30,872,,,,75.0,25.0,5.3,4.5,14,12,33,3,23,1.0,93,6,5
27411,2018,4047,Nikola Vučević,,C,27,7,NBA,ORL,57,1683,,,,,100.0,-1.6,6.0,60,24,92,14,38,1.0,456,10,30
27412,2018,4282,Noah Vonleh,,PF,22,4,NBA,TOT,54,875,,,1.0,72.0,27.0,-2.3,-0.4,11,8,34,7,26,3.0,82,6,17
27413,2018,4282,Noah Vonleh,,PF,22,4,NBA,POR,33,476,,,1.0,95.0,4.0,-1.2,-4.5,3,5,20,4,16,2.0,31,3,8
27414,2018,4282,Noah Vonleh,,PF,22,4,NBA,CHI,21,399,,,,45.0,55.0,-3.6,4.5,8,3,14,3,10,1.0,51,3,9
27415,2018,4353,Norman Powell,,SG,24,3,NBA,TOR,70,1062,,74.0,26.0,,,-0.1,-11.1,23,28,38,6,20,1.0,218,8,22
27416,2018,4555,OG Anunoby,,SF,20,1,NBA,TOR,74,1481,,,76.0,24.0,,10.7,4.4,19,13,64,4,34,4.0,135,10,23
27417,2018,4436,Okaro White,,PF,25,2,NBA,MIA,6,80,,,,100.0,,0.7,-0.3,1,0,4,0,2,0.0,5,1,1
27418,2018,4556,Omari Johnson,,PF,28,1,NBA,MEM,4,75,,,,89.0,12.0,9.2,16.0,3,0,4,0,0,0.0,17,0,1
27422,2018,3896,Omri Casspi,,SF,29,9,NBA,GSW,53,740,,2.0,76.0,23.0,,4.5,-2.1,20,9,33,5,33,1.0,114,9,13
27423,2018,4189,Otto Porter Jr.,,SF,24,5,NBA,WAS,77,2432,,,66.0,34.0,,5.4,11.8,39,18,72,8,57,3.0,365,15,19
27424,2018,3698,P.J. Tucker,,PF,32,7,NBA,HOU,82,2281,,5.0,39.0,55.0,2.0,11.1,5.9,31,9,102,16,19,9.0,190,4,19
27435,2018,4557,PJ Dozier,,PG,21,1,NBA,OKC,2,3,100.0,,,,,-36.7,-40.0,0,0,1,0,0,0.0,0,0,0
27425,2018,4437,Pascal Siakam,,PF,23,2,NBA,TOR,81,1679,,,1.0,98.0,1.0,10.2,3.8,33,13,72,9,49,1.0,387,21,29
27426,2018,4354,Pat Connaughton,,SG,25,3,NBA,POR,82,1488,2.0,54.0,43.0,1.0,,4.5,2.6,23,7,67,6,19,3.0,225,6,23
27427,2018,4124,Patrick Beverley,,SG,29,6,NBA,LAC,11,334,62.0,38.0,,,,4.5,4.6,20,2,8,1,6,8.0,73,1,4
27428,2018,4439,Patrick McCaw,,SG,22,2,NBA,GSW,57,961,47.0,48.0,5.0,,,-2.5,-11.5,18,14,35,3,17,3.0,194,6,19
27429,2018,3968,Patrick Patterson,,PF,28,8,NBA,OKC,82,1270,,,,22.0,78.0,-3.4,-9.8,13,6,38,12,21,4.0,151,2,6
27430,2018,3898,Patty Mills,,PG,29,9,NBA,SAS,82,2107,100.0,,,,,2.5,-0.9,68,24,44,6,26,33.0,531,6,14
27431,2018,3342,Pau Gasol,,C,37,17,NBA,SAS,77,1812,,,,,100.0,1.3,-3.1,66,25,90,8,89,2.0,528,19,36
27432,2018,3969,Paul George,,SF,27,8,NBA,OKC,79,2891,,19.0,81.0,,,3.3,0.0,118,54,83,28,170,19.0,626,42,64
27433,2018,3701,Paul Millsap,,PF,32,12,NBA,DEN,38,1143,,,1.0,94.0,5.0,4.3,4.2,30,23,57,7,67,1.0,254,16,24
27434,2018,4440,Paul Zipser,,SF,23,2,NBA,CHI,54,824,,,51.0,49.0,,-12.8,-6.5,15,12,40,6,10,3.0,115,0,14
27436,2018,4126,Quincy Acy,,PF,27,6,NBA,BRK,70,1359,,,,58.0,42.0,-2.7,1.8,21,13,67,15,23,9.0,145,1,13
27437,2018,3970,Quincy Pondexter,,SF,29,6,NBA,CHI,23,196,,3.0,70.0,27.0,,-24.1,-17.3,9,1,11,0,8,0.0,23,0,4
27438,2018,4442,Quinn Cook,,PG,24,2,NBA,GSW,33,740,100.0,,,,,-2.9,-11.2,15,8,21,3,8,1.0,207,3,16
27439,2018,4355,R.J. Hunter,,SG,24,3,NBA,HOU,5,45,54.0,46.0,,,,4.5,-4.1,1,0,2,1,2,0.0,7,2,1
27440,2018,3704,Rajon Rondo,,PG,31,12,NBA,NOP,65,1705,100.0,,,,,0.3,-2.6,114,16,36,8,16,7.0,1211,3,28
27441,2018,3785,Ramon Sessions,,PG,31,11,NBA,TOT,28,392,88.0,12.0,,,,-10.5,-9.8,21,6,12,1,27,5.0,181,5,7
27442,2018,3785,Ramon Sessions,,PG,31,11,NBA,NYK,13,167,100.0,,,,,-7.3,-3.5,13,1,6,1,7,3.0,59,1,1
27443,2018,3785,Ramon Sessions,,PG,31,11,NBA,WAS,15,225,79.0,21.0,,,,-12.9,-14.5,8,5,6,0,20,2.0,122,4,6
27444,2018,4357,Rashad Vaughn,,SG,21,3,NBA,TOT,28,212,,71.0,29.0,1.0,,-2.5,-1.6,4,1,9,0,3,0.0,30,0,2
27445,2018,4357,Rashad Vaughn,,SG,21,3,NBA,MIL,22,173,,67.0,32.0,1.0,,-1.7,-1.7,2,1,6,0,3,0.0,28,0,2
27446,2018,4357,Rashad Vaughn,,SG,21,3,NBA,BRK,1,4,,100.0,,,,57.1,61.1,0,0,1,0,0,0.0,2,0,0
27447,2018,4357,Rashad Vaughn,,SG,21,3,NBA,ORL,5,35,1.0,84.0,16.0,,,-13.2,-8.3,2,0,2,0,0,0.0,0,0,0
27448,2018,4358,Raul Neto,,PG,25,3,NBA,UTA,41,498,100.0,,,,,11.6,7.8,27,5,14,2,13,6.0,185,5,14
27449,2018,3634,Raymond Felton,,PG,33,13,NBA,OKC,82,1365,100.0,,,,,-1.7,-7.6,42,24,38,3,17,6.0,493,4,24
27450,2018,4194,Reggie Bullock,,SF,26,5,NBA,DET,62,1732,,55.0,45.0,,,0.1,0.4,25,13,37,3,23,1.0,229,4,27
27451,2018,4558,Reggie Hearn,,SG,26,1,NBA,DET,3,7,,12.0,88.0,,,-32.1,-31.9,0,0,0,0,0,0.0,0,0,0
27452,2018,4050,Reggie Jackson,,PG,27,7,NBA,DET,45,1201,100.0,,,,,1.3,2.1,54,28,25,6,56,8.0,582,11,26
27453,2018,3346,Richard Jefferson,,SF,37,17,NBA,DEN,20,163,,3.0,70.0,27.0,,-13.5,-15.4,5,0,6,0,4,0.0,39,1,1
27454,2018,4359,Richaun Holmes,,C,24,3,NBA,PHI,48,746,,,,13.0,88.0,-0.9,-7.0,9,8,48,4,30,1.0,142,12,18
27455,2018,4051,Ricky Rubio,,PG,27,7,NBA,UTA,77,2254,100.0,,,,,4.8,0.0,143,38,82,7,72,31.0,976,11,43
27456,2018,4197,Robert Covington,,SF,27,5,NBA,PHI,80,2532,,10.0,74.0,16.0,,10.1,14.8,71,27,147,10,58,9.0,367,15,42
27457,2018,3845,Robin Lopez,,C,29,10,NBA,CHI,64,1690,,,,,100.0,-6.6,1.8,31,24,59,22,44,5.0,300,14,25
27458,2018,4285,Rodney Hood,,SG,25,4,NBA,TOT,60,1616,2.0,51.0,46.0,1.0,,-2.2,-7.9,29,23,50,7,53,7.0,235,13,20
27459,2018,4285,Rodney Hood,,SG,25,4,NBA,UTA,39,1084,1.0,63.0,37.0,,,-4.0,-12.0,26,20,26,6,39,5.0,159,10,14
27460,2018,4285,Rodney Hood,,SG,25,4,NBA,CLE,21,532,4.0,29.0,64.0,3.0,,1.5,0.6,3,3,24,1,14,2.0,76,3,6
27461,2018,4443,Rodney McGruder,,SG,26,2,NBA,MIA,18,299,36.0,60.0,4.0,,,6.9,6.4,0,2,10,0,2,3.0,41,0,2
27462,2018,4559,Rodney Purvis,,SG,23,1,NBA,ORL,16,290,17.0,82.0,1.0,,,-9.3,-4.7,4,2,15,1,3,1.0,40,0,2
27463,2018,4444,Ron Baker,,SG,24,2,NBA,NYK,29,385,10.0,84.0,6.0,,,2.5,7.1,13,2,13,0,5,2.0,104,0,1
27464,2018,4360,Rondae Hollis-Jefferson,,SF,23,3,NBA,BRK,68,1920,,,52.0,48.0,,-3.7,0.5,49,46,70,20,163,17.0,439,48,59
27465,2018,4560,Royce O'Neale,,SF,24,1,NBA,UTA,69,1150,1.0,39.0,60.0,1.0,,9.9,7.3,31,14,39,5,35,12.0,228,8,22
27466,2018,3713,Rudy Gay,,PF,31,12,NBA,SAS,57,1231,,,14.0,84.0,1.0,2.3,-0.9,43,16,58,10,72,3.0,174,14,25
27467,2018,4199,Rudy Gobert,,C,25,5,NBA,UTA,56,1816,,,,,100.0,9.0,7.8,28,38,74,26,133,6.0,190,40,49
27468,2018,3849,Russell Westbrook,,PG,29,10,NBA,OKC,80,2914,87.0,13.0,,,,6.3,12.1,243,99,56,16,257,6.0,1947,71,84
27469,2018,3850,Ryan Anderson,,PF,29,10,NBA,HOU,66,1725,,,,76.0,24.0,6.4,-3.9,11,14,54,9,43,2.0,155,6,13
27470,2018,4561,Ryan Arcidiacono,,PG,23,1,NBA,CHI,24,304,97.0,3.0,,,,-5.1,2.7,9,4,6,0,1,2.0,85,0,0
27471,2018,4361,Salah Mejri,,C,31,3,NBA,DAL,61,729,,,,,100.0,2.2,6.9,11,12,55,8,22,4.0,89,4,15
27472,2018,4362,Sam Dekker,,PF,23,3,NBA,LAC,73,883,,,18.0,82.0,1.0,4.7,5.6,15,6,38,3,30,0.0,84,7,18
27473,2018,4201,Scotty Hopson,,SG,28,2,NBA,DAL,1,8,,92.0,8.0,,,-40.0,-36.6,1,0,0,0,1,0.0,3,0,0
27474,2018,4287,Sean Kilpatrick,,SG,28,4,NBA,TOT,52,640,16.0,53.0,31.0,,,-9.2,-5.8,16,12,21,4,32,2.0,116,7,16
27475,2018,4287,Sean Kilpatrick,,SG,28,4,NBA,BRK,16,183,46.0,48.0,6.0,,,-11.1,-7.5,6,6,5,1,7,0.0,39,3,7
27476,2018,4287,Sean Kilpatrick,,SG,28,4,NBA,MIL,23,205,8.0,69.0,22.0,1.0,,-8.4,-8.8,4,3,11,1,10,0.0,38,2,1
27477,2018,4287,Sean Kilpatrick,,SG,28,4,NBA,LAC,4,38,,74.0,25.0,,,-2.1,-2.5,1,0,1,0,0,1.0,8,0,1
27478,2018,4287,Sean Kilpatrick,,SG,28,4,NBA,CHI,9,214,,39.0,61.0,,,-9.6,-2.0,5,3,4,2,15,1.0,31,2,7
27479,2018,4562,Semi Ojeleye,,PF,23,1,NBA,BOS,73,1150,,2.0,34.0,62.0,1.0,-5.7,-13.1,7,7,38,3,22,1.0,47,5,10
27480,2018,3902,Serge Ibaka,,PF,28,9,NBA,TOR,76,2093,,,,87.0,13.0,7.1,-1.9,22,25,96,22,58,1.0,152,15,29
27481,2018,4204,Shabazz Muhammad,,SF-SG,25,5,NBA,TOT,43,418,,8.0,80.0,12.0,,-12.3,-15.4,1,2,12,1,28,1.0,34,6,14
27482,2018,4204,Shabazz Muhammad,,SF,25,5,NBA,MIN,32,301,,,85.0,15.0,,-21.6,-26.1,0,2,8,1,16,1.0,17,1,11
27483,2018,4204,Shabazz Muhammad,,SG,25,5,NBA,MIL,11,117,,28.0,68.0,4.0,,11.6,12.0,1,0,4,0,12,0.0,17,5,3
27484,2018,4288,Shabazz Napier,,PG,26,4,NBA,POR,74,1535,100.0,,,,,3.2,0.6,43,32,34,6,61,23.0,366,11,30
27485,2018,4206,Shane Larkin,,PG,25,4,NBA,BOS,54,775,100.0,,,,,1.6,-2.6,15,14,20,0,14,11.0,233,1,16
27486,2018,4563,Shaquille Harrison,,PG,24,1,NBA,PHO,23,384,59.0,41.0,,,,5.8,17.1,16,5,23,0,21,3.0,134,6,18
27487,2018,3560,Shaun Livingston,,PG,32,13,NBA,GSW,71,1129,78.0,23.0,,,,6.3,0.0,38,10,58,3,33,2.0,322,13,15
27488,2018,4053,Shelvin Mack,,PG,27,7,NBA,ORL,69,1365,66.0,34.0,,,,-2.9,3.2,56,18,43,6,44,4.0,646,8,21
27489,2018,4564,Sindarius Thornwell,,SG,23,1,NBA,LAC,73,1156,3.0,32.0,65.0,,,-1.3,-2.3,28,14,71,5,42,13.0,147,12,35
27490,2018,4448,Skal Labissière,,PF,21,2,NBA,SAC,60,1240,,,,69.0,31.0,-5.1,3.8,22,26,65,10,59,3.0,177,19,21
27491,2018,4207,Solomon Hill,,SF,26,5,NBA,NOP,12,187,,,53.0,48.0,,-5.3,-7.5,5,2,16,1,2,2.0,53,0,3
27492,2018,4291,Spencer Dinwiddie,,PG,24,4,NBA,BRK,80,2306,83.0,17.0,,,,-2.1,4.3,77,21,71,15,116,24.0,1274,22,52
27493,2018,4364,Stanley Johnson,,SF,21,3,NBA,DET,69,1894,,1.0,99.0,,,-0.5,-0.7,38,15,75,13,64,4.0,277,8,36
27494,2018,3903,Stephen Curry,,PG,29,9,NBA,GSW,51,1631,99.0,1.0,,,,13.2,12.1,97,27,51,9,98,5.0,710,16,21
27495,2018,4565,Sterling Brown,,SG,22,1,NBA,MIL,54,776,3.0,65.0,31.0,1.0,,-2.1,-2.5,11,7,42,3,11,2.0,64,2,19
27496,2018,4208,Steven Adams,,C,24,5,NBA,OKC,76,2487,,,,,100.0,5.8,6.8,26,34,76,41,112,4.0,213,32,47
27497,2018,4566,T.J. Leaf,,PF,20,1,NBA,IND,53,459,,,,92.0,9.0,-10.1,-13.2,7,2,28,0,10,0.0,22,4,5
27498,2018,4365,T.J. McConnell,,PG,25,3,NBA,PHI,76,1706,100.0,,,,,-1.6,-11.1,66,16,58,4,9,12.0,726,3,30
27499,2018,4292,T.J. Warren,,SF,24,4,NBA,PHO,65,2142,,,87.0,13.0,,-9.8,-0.3,31,18,63,16,126,6.0,207,37,53
27500,2018,3905,Taj Gibson,,PF,32,9,NBA,MIN,82,2726,,,18.0,82.0,,4.9,7.7,23,33,119,13,87,7.0,236,25,58
27501,2018,4293,Tarik Black,,C,26,4,NBA,HOU,51,536,,,3.0,14.0,83.0,-7.2,-18.3,12,8,61,6,32,2.0,32,11,10
27502,2018,4450,Taurean Prince,,SF,23,2,NBA,ATL,82,2464,,1.0,86.0,13.0,,-6.9,-2.7,101,60,77,14,80,13.0,504,20,63
27503,2018,4567,Terrance Ferguson,,SG,19,1,NBA,OKC,61,763,6.0,90.0,3.0,,,-7.0,-12.7,4,2,39,0,3,2.0,46,0,7
27504,2018,4131,Terrence Ross,,SG,26,6,NBA,ORL,24,600,,75.0,24.0,,,-3.4,1.9,20,2,20,1,14,2.0,89,4,9
27505,2018,4366,Terry Rozier,,PG,23,3,NBA,BOS,80,2068,78.0,22.0,,,,2.5,-2.5,36,21,48,9,57,13.0,565,10,37
27506,2018,3723,Thabo Sefolosha,,SF,33,12,NBA,UTA,38,806,,6.0,62.0,32.0,,4.9,0.2,17,8,27,4,24,1.0,79,4,19
27507,2018,3791,Thaddeus Young,,PF,29,11,NBA,IND,81,2607,,,,98.0,2.0,4.5,8.4,56,27,78,9,44,8.0,367,10,64
27508,2018,4568,Thomas Bryant,,C,20,1,NBA,LAL,15,72,,,,49.0,51.0,-6.1,-4.7,0,0,4,2,3,0.0,14,1,0
27509,2018,4451,Thon Maker,,C,20,2,NBA,MIL,74,1238,,,,2.0,98.0,-5.8,-8.3,23,11,94,6,41,4.0,104,6,20
27510,2018,4294,Tim Frazier,,PG,27,4,NBA,WAS,59,838,100.0,,,,,-4.0,-6.0,34,11,44,5,10,9.0,457,2,15
27511,2018,4209,Tim Hardaway Jr.,,SG,25,5,NBA,NYK,57,1885,,84.0,16.0,,,-2.7,2.4,52,22,54,10,73,13.0,367,14,47
27512,2018,4452,Tim Quarterman,,SG,23,2,NBA,HOU,3,13,100.0,,,,,-33.3,-42.1,2,0,1,0,1,0.0,2,0,0
27513,2018,3976,Timofey Mozgov,,C,31,8,NBA,BRK,31,359,,,,,100.0,-12.2,-9.2,2,12,17,9,12,0.0,27,3,6
27514,2018,4453,Timothé Luwawu-Cabarrot,,SF,22,2,NBA,PHI,52,807,,1.0,74.0,25.0,,0.1,-5.8,19,9,52,5,21,7.0,122,3,20
27515,2018,4055,Tobias Harris,,PF,25,7,NBA,TOT,80,2668,,,14.0,86.0,,-2.4,-3.6,47,24,87,16,109,1.0,472,29,67
27516,2018,4055,Tobias Harris,,PF,25,7,NBA,DET,48,1563,,,19.0,81.0,,-1.8,-2.7,17,11,42,12,69,1.0,240,19,34
27517,2018,4055,Tobias Harris,,PF,25,7,NBA,LAC,32,1105,,,7.0,93.0,,-3.1,-4.7,30,13,45,4,40,0.0,232,10,33
27518,2018,4454,Tomáš Satoranský,,SG,26,2,NBA,WAS,73,1643,2.0,83.0,15.0,,,2.7,3.2,51,23,56,3,28,8.0,660,7,22
27519,2018,3561,Tony Allen,,SF,36,14,NBA,NOP,22,273,,18.0,73.0,9.0,,3.0,1.3,10,2,22,4,11,3.0,20,1,11
27520,2018,4569,Tony Bradley,,C,20,1,NBA,UTA,9,29,,,,,100.0,8.7,3.9,0,0,0,0,1,0.0,2,0,1
